club referee disport lark safari schuss spar judo sportaccord activity
temperature__12c temperature__145c temperature__2c temperature__68c temperature__50c temperature__46c temperature__11c temperature__7c temperature__82c temperature__11c
temperature__105c temperature__124c temperature__82c temperature__52c temperature__137c temperature__138c temperature__23c temperature__28c temperature__64c temperature__59c
temperature__46c temperature__141c temperature__119c temperature__86c temperature__42c temperature__8c temperature__100c temperature__85c temperature__24c temperature__22c
temperature__137c temperature__71c temperature__36c temperature__86c temperature__92c temperature__39c temperature__124c temperature__4c temperature__123c temperature__112c
temperature__144c temperature__52c temperature__4c temperature__4c temperature__4c temperature__14c temperature__78c temperature__93c temperature__27c temperature__2c
temperature__31c temperature__36c temperature__105c temperature__0c temperature__142c temperature__64c temperature__40c temperature__31c temperature__148c temperature__90c
temperature__59c temperature__116c temperature__17c temperature__16c temperature__44c temperature__0c temperature__91c temperature__85c temperature__64c temperature__52c
temperature__122c temperature__33c temperature__122c temperature__126c temperature__47c temperature__34c temperature__138c temperature__130c temperature__58c temperature__73c
temperature__73c temperature__84c temperature__28c temperature__147c temperature__44c temperature__53c temperature__7c temperature__144c temperature__148c temperature__14c
temperature__5c temperature__7c temperature__0c temperature__46c temperature__123c temperature__86c temperature__98c temperature__86c temperature__17c temperature__139c
