DodgerBlue MediumSlateBlue PowderBlue Firebrick FloralWhite MediumAquamarine DarkRed DeepPink SteelBlue White
BinaryNumber_1010001 BinaryNumber_0011001 BinaryNumber_0110111 BinaryNumber_1001110 BinaryNumber_0100001 BinaryNumber_1000000 BinaryNumber_0000000 BinaryNumber_0110011 BinaryNumber_0011010 BinaryNumber_0010111
BinaryNumber_0000010 BinaryNumber_1000111 BinaryNumber_1010101 BinaryNumber_0101000 BinaryNumber_0011001 BinaryNumber_0000101 BinaryNumber_1010010 BinaryNumber_0001001 BinaryNumber_0001011 BinaryNumber_0011101
BinaryNumber_0010100 BinaryNumber_0111001 BinaryNumber_1001000 BinaryNumber_0010110 BinaryNumber_0011001 BinaryNumber_0110101 BinaryNumber_1011101 BinaryNumber_0110110 BinaryNumber_1000001 BinaryNumber_0010110
BinaryNumber_0010110 BinaryNumber_0101111 BinaryNumber_0111111 BinaryNumber_0101101 BinaryNumber_0011100 BinaryNumber_0011000 BinaryNumber_0000001 BinaryNumber_1010111 BinaryNumber_0101111 BinaryNumber_1001100
BinaryNumber_0010000 BinaryNumber_0000110 BinaryNumber_1011111 BinaryNumber_0100011 BinaryNumber_0010100 BinaryNumber_1100011 BinaryNumber_0100110 BinaryNumber_0010111 BinaryNumber_0001101 BinaryNumber_0100010
BinaryNumber_0001101 BinaryNumber_0101101 BinaryNumber_1010010 BinaryNumber_1000011 BinaryNumber_1010110 BinaryNumber_1010000 BinaryNumber_0010000 BinaryNumber_1000111 BinaryNumber_1011001 BinaryNumber_1010001
BinaryNumber_0111111 BinaryNumber_0000010 BinaryNumber_1001110 BinaryNumber_1000011 BinaryNumber_0011000 BinaryNumber_0000110 BinaryNumber_0010111 BinaryNumber_1010101 BinaryNumber_1001010 BinaryNumber_0010000
CubeNumber_636056 CubeNumber_27 CubeNumber_857375 CubeNumber_474552 CubeNumber_166375 CubeNumber_941192 CubeNumber_592704 CubeNumber_85184 CubeNumber_2744 CubeNumber_2197
CubeNumber_912673 CubeNumber_35937 CubeNumber_512 CubeNumber_5832 CubeNumber_941192 CubeNumber_2744 CubeNumber_91125 CubeNumber_493039 CubeNumber_39304 CubeNumber_328509
CubeNumber_531441 CubeNumber_79507 CubeNumber_373248 CubeNumber_729 CubeNumber_91125 CubeNumber_13824 CubeNumber_1000 CubeNumber_941192 CubeNumber_85184 CubeNumber_54872
CubeNumber_1728 CubeNumber_216000 CubeNumber_6859 CubeNumber_35937 CubeNumber_343 CubeNumber_74088 CubeNumber_287496 CubeNumber_27 CubeNumber_185193 CubeNumber_3375
CubeNumber_300763 CubeNumber_29791 CubeNumber_857375 CubeNumber_216000 CubeNumber_1728 CubeNumber_50653 CubeNumber_474552 CubeNumber_35937 CubeNumber_314432 CubeNumber_2197
CubeNumber_1000 CubeNumber_185193 CubeNumber_46656 CubeNumber_636056 CubeNumber_110592 CubeNumber_39304 CubeNumber_85184 CubeNumber_4096 CubeNumber_274625 CubeNumber_27000
CubeNumber_27000 CubeNumber_29791 CubeNumber_438976 CubeNumber_512000 CubeNumber_1728 CubeNumber_373248 CubeNumber_405224 CubeNumber_531441 CubeNumber_729 CubeNumber_389017
CubeNumber_2197 CubeNumber_117649 CubeNumber_912673 CubeNumber_941192 CubeNumber_884736 CubeNumber_97336 CubeNumber_205379 CubeNumber_753571 CubeNumber_13824 CubeNumber_110592
CubeNumber_175616 CubeNumber_287496 CubeNumber_4913 CubeNumber_17576 CubeNumber_474552 CubeNumber_250047 CubeNumber_658503 CubeNumber_17576 CubeNumber_551368 CubeNumber_729
CubeNumber_373248 CubeNumber_314432 CubeNumber_912673 CubeNumber_46656 CubeNumber_15625 CubeNumber_804357 CubeNumber_3375 CubeNumber_592704 CubeNumber_287496 CubeNumber_704969
CubeNumber_91125 CubeNumber_512 CubeNumber_8 CubeNumber_29791 CubeNumber_8000 CubeNumber_68921 CubeNumber_12167 CubeNumber_15625 CubeNumber_79507 CubeNumber_117649
