Olive DarkGreen DarkSalmon PaleGoldenrod MediumSeaGreen Indigo Plum Black SteelBlue LightSteelBlue
astrolabe turingmachine office tablet pc computation game keyboard sliderule processor
computerhardware computercide daw machine xbox desktop spyware mainframe ibook microprocessor
22:31 10:14 20:59 14:59 20:52 17:34 18:49 23:19 13:54 13:27
21:50 10:33 10:56 15:17 22:50 15:17 21:54 19:54 18:18 22:31
21:15 23:36 20:37 20:32 22:26 10:34 12:46 18:45 15:36 10:51
21:43 19:53 16:12 10:21 21:32 19:14 12:22 21:42 13:41 20:12
14:10 14:57 17:33 22:26 20:18 12:30 10:49 19:15 20:21 10:30
14:36 11:46 23:40 15:36 10:25 22:35 12:53 13:13 15:26 21:45
13:10 23:52 10:37 13:57 10:26 20:10 15:42 18:52 10:49 16:57
23:46 22:26 20:44 17:34 17:41 22:56 20:54 19:50 17:23 18:33
23:19 21:51 16:37 20:36 15:41 15:44 21:12 17:23 21:35 10:58
20:36 11:56 14:52 12:49 12:44 14:57 20:54 20:41 13:56 23:48
16:57 19:33 22:14 11:41 14:59 20:25 17:31 23:20 19:45 10:43
Esophagus Pancreas skeleton Veins Rectum Pharynx Pons Ligaments Eardrum Iris
Pancreas Iris Lungs Pons Penis Vulva Retina Heart Bladder Clitoris
Fallopiantubes Thalamus Ciliarybody Placenta Thalamus Bronchi Tongue Cervix Capillaries Ileum
Lips Pharynx Duodenum Nerves skeleton Vulva Nerves Esophagus Ligaments Mouth
Muscle Jejunum Hypothalamus Smallintestine Retina Tongue Vagina Penis Thalamus Muscle
Veins Veins Vagina Spinalnerves Penis Eye Interstitium Cecum Duodenum Cochlea
Ligaments Joints Larynx Vagina Tongue Midbrain Lips Smallintestine Tongue Cerebellum
Nerves Muscle Penis Jejunum Joints Pancreas Bronchi Brain Joints Placenta
Teeth Mouth Liver Cecum Outerear Clitoris Ossicles Thymus Pharynx Eye
Rectum Lymphaticvessel Ciliarybody Mouth Ovaries Cerebellum Analcanal Gallbladder Lymphaticvessel Kidneys
Teeth Cerebellum Veins Jejunum Clitoris Lens Urethra Thalamus Veins Scrotum
