DarkCyan Silver Gray MediumBlue DarkViolet Purple MistyRose SlateGray ForestGreen Pink
CubeNumber_389017 CubeNumber_64000 CubeNumber_753571 CubeNumber_421875 CubeNumber_68921 CubeNumber_2197 CubeNumber_19683 CubeNumber_13824 CubeNumber_10648 CubeNumber_571787
CubeNumber_8000 CubeNumber_74088 CubeNumber_704969 CubeNumber_512000 CubeNumber_804357 CubeNumber_132651 CubeNumber_148877 CubeNumber_343 CubeNumber_343000 CubeNumber_19683
CubeNumber_166375 CubeNumber_493039 CubeNumber_343 CubeNumber_140608 CubeNumber_274625 CubeNumber_389017 CubeNumber_2197 CubeNumber_704969 CubeNumber_551368 CubeNumber_357911
CubeNumber_2744 CubeNumber_132651 CubeNumber_6859 CubeNumber_343000 CubeNumber_1728 CubeNumber_328509 CubeNumber_8000 CubeNumber_830584 CubeNumber_175616 CubeNumber_389017
CubeNumber_64000 CubeNumber_343 CubeNumber_216000 CubeNumber_85184 CubeNumber_274625 CubeNumber_493039 CubeNumber_681472 CubeNumber_343 CubeNumber_85184 CubeNumber_216000
CubeNumber_857375 CubeNumber_54872 CubeNumber_729000 CubeNumber_19683 CubeNumber_216000 CubeNumber_103823 CubeNumber_9261 CubeNumber_21952 CubeNumber_6859 CubeNumber_140608
CubeNumber_24389 CubeNumber_250047 CubeNumber_830584 CubeNumber_195112 CubeNumber_373248 CubeNumber_658503 CubeNumber_373248 CubeNumber_13824 CubeNumber_103823 CubeNumber_3375
CubeNumber_830584 CubeNumber_389017 CubeNumber_778688 CubeNumber_314432 CubeNumber_571787 CubeNumber_287496 CubeNumber_778688 CubeNumber_3375 CubeNumber_54872 CubeNumber_658503
CubeNumber_1000 CubeNumber_592704 CubeNumber_4913 CubeNumber_343 CubeNumber_64000 CubeNumber_857375 CubeNumber_1728 CubeNumber_166375 CubeNumber_205379 CubeNumber_636056
CubeNumber_42875 CubeNumber_17576 CubeNumber_74088 CubeNumber_512000 CubeNumber_17576 CubeNumber_54872 CubeNumber_314432 CubeNumber_250047 CubeNumber_110592 CubeNumber_166375
CubeNumber_614125 CubeNumber_300763 CubeNumber_357911 CubeNumber_830584 CubeNumber_27000 CubeNumber_32768 CubeNumber_438976 CubeNumber_46656 CubeNumber_287496 CubeNumber_804357
Larynx Innerear Heart Sensoryorgans Tongue Spleen Hypothalamus Sensoryorgans Vulva Brain
Urethra Mouth Ovaries Pharynx Cornea Retina Vagina Scrotum Iris Hypothalamus
Tonsils Analcanal Cranialnerves Lungs Tongue Uterus Thalamus Eardrum Cervix Interstitium
Rectum Lens Mouth Larynx Uterus Eardrum Ligaments Thalamus Cochlea Tongue
Smallintestine Kidneys Ossicles Lens Thalamus Sensoryorgans Midbrain Mesentery Ciliarybody Cecum
Eye Eye Arteries Pons Scrotum Larynx Gallbladder Hypothalamus Smallintestine Trachea
Midbrain Spleen Gallbladder Cochlea Ear Thalamus Spleen Larynx Smallintestine Spinalnerves
Pharynx Pharynx Joints Muscle Muscle Cervix Joints Lungs Kidneys Esophagus
Ovaries Jejunum Tastebuds Gallbladder Arteries Kidneys Cornea Outerear Vulva Joints
Middleear Sensoryorgans Joints Capillaries Largeintestine Hypothalamus Mesentery Lymphaticvessel Lens Largeintestine
Tonsils Mesentery Bladder Uterus Liver Cerebrum Lymphaticvessel Ganglia Vagina Clitoris
