Raisin Loquat Lime Cranberry Araza Satsuma Apple Damson Avocado Banana
handsome mysterious precious aggressive nervous proud awful outstanding exuberant difficult
elated ugliest different selfish pleasant agreeable cute cute wandering grumpy
CubeNumber_64 CubeNumber_250047 CubeNumber_216000 CubeNumber_68921 CubeNumber_125000 CubeNumber_32768 CubeNumber_74088 CubeNumber_185193 CubeNumber_343000 CubeNumber_32768
CubeNumber_15625 CubeNumber_216 CubeNumber_912673 CubeNumber_1000 CubeNumber_68921 CubeNumber_68921 CubeNumber_205379 CubeNumber_12167 CubeNumber_512000 CubeNumber_778688
CubeNumber_438976 CubeNumber_4913 CubeNumber_300763 CubeNumber_681472 CubeNumber_148877 CubeNumber_12167 CubeNumber_287496 CubeNumber_64000 CubeNumber_216 CubeNumber_140608
CubeNumber_24389 CubeNumber_24389 CubeNumber_830584 CubeNumber_941192 CubeNumber_512000 CubeNumber_373248 CubeNumber_493039 CubeNumber_166375 CubeNumber_2197 CubeNumber_512
CubeNumber_551368 CubeNumber_6859 CubeNumber_19683 CubeNumber_35937 CubeNumber_42875 CubeNumber_857375 CubeNumber_132651 CubeNumber_474552 CubeNumber_24389 CubeNumber_19683
CubeNumber_704969 CubeNumber_2197 CubeNumber_4913 CubeNumber_912673 CubeNumber_132651 CubeNumber_238328 CubeNumber_9261 CubeNumber_405224 CubeNumber_287496 CubeNumber_64
CubeNumber_27 CubeNumber_421875 CubeNumber_19683 CubeNumber_421875 CubeNumber_4913 CubeNumber_238328 CubeNumber_8000 CubeNumber_531441 CubeNumber_373248 CubeNumber_373248
CubeNumber_729000 CubeNumber_64 CubeNumber_85184 CubeNumber_778688 CubeNumber_941192 CubeNumber_262144 CubeNumber_35937 CubeNumber_46656 CubeNumber_125000 CubeNumber_571787
CubeNumber_3375 CubeNumber_185193 CubeNumber_314432 CubeNumber_274625 CubeNumber_531441 CubeNumber_175616 CubeNumber_636056 CubeNumber_140608 CubeNumber_512000 CubeNumber_1000
CubeNumber_753571 CubeNumber_24389 CubeNumber_12167 CubeNumber_238328 CubeNumber_15625 CubeNumber_226981 CubeNumber_148877 CubeNumber_658503 CubeNumber_79507 CubeNumber_32768
CubeNumber_250047 CubeNumber_636056 CubeNumber_941192 CubeNumber_175616 CubeNumber_250047 CubeNumber_314432 CubeNumber_27000 CubeNumber_704969 CubeNumber_274625 CubeNumber_157464
BinaryNumber_0000100 BinaryNumber_0100110 BinaryNumber_0011101 BinaryNumber_0101101 BinaryNumber_0100001 BinaryNumber_1010011 BinaryNumber_0000101 BinaryNumber_0011011 BinaryNumber_1001001 BinaryNumber_0001010
BinaryNumber_1000110 BinaryNumber_0001100 BinaryNumber_0011011 BinaryNumber_1011000 BinaryNumber_0000111 BinaryNumber_1011101 BinaryNumber_0011110 BinaryNumber_1001000 BinaryNumber_0011011 BinaryNumber_0000111
BinaryNumber_0100010 BinaryNumber_1011010 BinaryNumber_1011101 BinaryNumber_0000010 BinaryNumber_0101010 BinaryNumber_0001000 BinaryNumber_0011001 BinaryNumber_1001111 BinaryNumber_0000100 BinaryNumber_0111000
BinaryNumber_1010101 BinaryNumber_0000100 BinaryNumber_0011101 BinaryNumber_0011000 BinaryNumber_0111100 BinaryNumber_1011100 BinaryNumber_0000001 BinaryNumber_1001110 BinaryNumber_1010011 BinaryNumber_1010111
BinaryNumber_1011011 BinaryNumber_0111100 BinaryNumber_1001001 BinaryNumber_1100010 BinaryNumber_1011000 BinaryNumber_1010111 BinaryNumber_0001100 BinaryNumber_0101010 BinaryNumber_0001110 BinaryNumber_1001111
BinaryNumber_1010101 BinaryNumber_0101101 BinaryNumber_0100111 BinaryNumber_1001110 BinaryNumber_1010100 BinaryNumber_0110110 BinaryNumber_0111011 BinaryNumber_0100000 BinaryNumber_1011111 BinaryNumber_1001010
BinaryNumber_1001011 BinaryNumber_1011010 BinaryNumber_1011101 BinaryNumber_1100011 BinaryNumber_0011010 BinaryNumber_0101001 BinaryNumber_0100110 BinaryNumber_0010000 BinaryNumber_0001001 BinaryNumber_0110110
BinaryNumber_1000110 BinaryNumber_1010101 BinaryNumber_0011001 BinaryNumber_0110111 BinaryNumber_0101001 BinaryNumber_0110000 BinaryNumber_0101011 BinaryNumber_0011001 BinaryNumber_1010001 BinaryNumber_0001100
BinaryNumber_0101101 BinaryNumber_1100000 BinaryNumber_0001001 BinaryNumber_1010101 BinaryNumber_0000100 BinaryNumber_1100010 BinaryNumber_0011000 BinaryNumber_0000100 BinaryNumber_1001101 BinaryNumber_1100000
BinaryNumber_1000111 BinaryNumber_1011101 BinaryNumber_0111000 BinaryNumber_0111101 BinaryNumber_1000000 BinaryNumber_1011010 BinaryNumber_0000101 BinaryNumber_0101000 BinaryNumber_0011000 BinaryNumber_1100010
BinaryNumber_0100001 BinaryNumber_1000001 BinaryNumber_0110001 BinaryNumber_1000101 BinaryNumber_0011101 BinaryNumber_0000111 BinaryNumber_0000011 BinaryNumber_0000101 BinaryNumber_0110100 BinaryNumber_1001100
