cooperative homeless doubtful cheerful innocent old-fashioned adventurous anxious relieved clever
BinaryNumber_0111011 BinaryNumber_1001000 BinaryNumber_0001100 BinaryNumber_1001111 BinaryNumber_0100011 BinaryNumber_0111011 BinaryNumber_0000111 BinaryNumber_1011100 BinaryNumber_1100010 BinaryNumber_1100000
BinaryNumber_1011001 BinaryNumber_0010001 BinaryNumber_1001010 BinaryNumber_0100110 BinaryNumber_0100001 BinaryNumber_1011011 BinaryNumber_0101000 BinaryNumber_0011001 BinaryNumber_1001111 BinaryNumber_0101110
BinaryNumber_0001010 BinaryNumber_1001111 BinaryNumber_1011001 BinaryNumber_1001100 BinaryNumber_0011010 BinaryNumber_1001010 BinaryNumber_0110001 BinaryNumber_0000000 BinaryNumber_0101010 BinaryNumber_0001010
BinaryNumber_0100001 BinaryNumber_0001011 BinaryNumber_1011010 BinaryNumber_1001110 BinaryNumber_0101001 BinaryNumber_1010010 BinaryNumber_1000011 BinaryNumber_1000010 BinaryNumber_1000111 BinaryNumber_0100101
BinaryNumber_0010101 BinaryNumber_0000000 BinaryNumber_1001111 BinaryNumber_1010111 BinaryNumber_1000110 BinaryNumber_0111111 BinaryNumber_0001110 BinaryNumber_0001110 BinaryNumber_0100000 BinaryNumber_1000011
BinaryNumber_0011001 BinaryNumber_0001101 BinaryNumber_0011101 BinaryNumber_0001111 BinaryNumber_1011010 BinaryNumber_0001101 BinaryNumber_0001111 BinaryNumber_0011111 BinaryNumber_1010110 BinaryNumber_0100100
BinaryNumber_1100011 BinaryNumber_0011110 BinaryNumber_1010111 BinaryNumber_1010100 BinaryNumber_0011001 BinaryNumber_0100110 BinaryNumber_1011011 BinaryNumber_1100011 BinaryNumber_1100000 BinaryNumber_0111010
BinaryNumber_0011001 BinaryNumber_1010001 BinaryNumber_1001001 BinaryNumber_0001101 BinaryNumber_1100000 BinaryNumber_0011010 BinaryNumber_0010010 BinaryNumber_0100011 BinaryNumber_0011011 BinaryNumber_0001110
BinaryNumber_1000001 BinaryNumber_0101101 BinaryNumber_0010000 BinaryNumber_1000111 BinaryNumber_0010010 BinaryNumber_0000000 BinaryNumber_0001100 BinaryNumber_1100010 BinaryNumber_1001101 BinaryNumber_1001010
Longan Grapefruit Blackberry Cranberry Cherimoya Persimmon Salmonberry Breadfruit Huckleberry Redcurrant
Jujube Blueberry Lychee Mangosteen Cherry Kumquat Longan Papaya Melon Acerola
Sapodilla Araza Elderberry Raisin Pear Lychee Tangelo Lulo Plantain Satsuma
Pear Tangelo Gooseberry Cashew Boysenberry Sapodilla Prune Redcurrant Elderberry Mangosteen
Araza Kiwano Lychee Durian Pomegranate Kumquat Araza Salak Mango Nectarine
Sapote Cherry Tamarillo Tayberry Orange Jackfruit Orange Watermelon Apricot Marionberry
Feijoa Apricot Prune Pineberry Plum Honeydew Mangosteen Clementine Pineberry Nectarine
Pawpaw Salmonberry Açaí Ackee Bilberry Soursop Raisin Tangelo Jackfruit Longan
Coconut Nance Blackberry Jujube Loquat Damson Persimmon Jostaberry Akebi Plumcot
Araza Prune Blackberry Loquat Coconut Akebi Honeyberry Lychee Blackcurrant Loganberry
Cherimoya Orange Grapefruit Plantain Watermelon Mango Araza Marionberry Coconut Grapefruit
temperature__131c temperature__100c temperature__73c temperature__58c temperature__95c temperature__59c temperature__34c temperature__12c temperature__39c temperature__61c
temperature__61c temperature__100c temperature__93c temperature__86c temperature__11c temperature__58c temperature__98c temperature__139c temperature__137c temperature__137c
temperature__141c temperature__116c temperature__141c temperature__140c temperature__142c temperature__10c temperature__31c temperature__86c temperature__14c temperature__69c
temperature__126c temperature__86c temperature__132c temperature__46c temperature__36c temperature__34c temperature__34c temperature__24c temperature__49c temperature__90c
temperature__0c temperature__108c temperature__109c temperature__21c temperature__116c temperature__137c temperature__136c temperature__74c temperature__6c temperature__146c
temperature__71c temperature__36c temperature__4c temperature__57c temperature__77c temperature__4c temperature__79c temperature__22c temperature__34c temperature__78c
temperature__16c temperature__86c temperature__73c temperature__90c temperature__86c temperature__30c temperature__23c temperature__147c temperature__106c temperature__39c
temperature__54c temperature__140c temperature__47c temperature__139c temperature__5c temperature__123c temperature__52c temperature__56c temperature__137c temperature__54c
temperature__26c temperature__144c temperature__59c temperature__11c temperature__112c temperature__6c temperature__52c temperature__21c temperature__6c temperature__131c
temperature__108c temperature__31c temperature__124c temperature__8c temperature__52c temperature__138c temperature__90c temperature__108c temperature__98c temperature__92c
temperature__139c temperature__105c temperature__139c temperature__54c temperature__146c temperature__22c temperature__116c temperature__58c temperature__52c temperature__111c
