awful defeated obnoxious quaint jolly crowded fancy clever careful annoying
11:14 23:29 12:47 17:30 18:45 13:46 16:13 21:44 15:31 19:21
16:34 15:17 14:36 13:10 23:59 21:23 17:43 14:54 11:35 16:34
15:53 21:50 15:27 15:53 22:20 23:42 16:51 18:24 10:59 21:34
19:48 11:31 23:47 16:25 17:26 18:39 14:13 14:28 13:21 10:40
BlanchedAlmond LightCoral LightCyan RosyBrown DarkGray MintCream Orchid DarkFuchsia Chartreuse OldLace
MediumTurquoise PaleGoldenrod DarkViolet ForestGreen Gainsboro OrangeRed MediumPurple LightGray SeaGreen AntiqueWhite
Cyan LightSkyBlue AliceBlue LightSlateGray LemonChiffon HotPink CornflowerBlue LavenderBlush Yellow Black
PapayaWhip Fuchsia Cyan DarkGoldenrod Seashell PaleGoldenrod Thistle GreenYellow LawnGreen Red
LightGreen DarkRed Burlywood Green Indigo Plum BlanchedAlmond Navy Beige MediumSeaGreen
Pink BlueViolet MintCream DarkRed MediumSpringGreen Purple Snow MediumVioletRed DarkOrchid DarkTurquoise
Burlywood MediumSeaGreen LightGray Indigo Aquamarine Gainsboro DarkFuchsia Turquoise Wheat Brown
VioletRed OldLace Azure Chartreuse Turquoise SkyBlue DarkCyan MediumAquamarine Beige Burlywood
DarkOrange RosyBrown Lavender LightBlue SaddleBrown WhiteSmoke DodgerBlue Snow LightPink Orange
HotPink White LightSlateGray Black DeepPink Linen LightSlateGray LightSeaGreen DarkCyan DarkKhaki
BlueViolet LightSeaGreen PaleVioletRed PaleTurquoise Tomato LightPink LightCyan LightGray DarkCyan LightGoldenrodYellow
speak conducting graduation entertainment theme hyperpop medicine performance sonata euphony
triple-tongue chorus singers chaconne symphony pitch hyperpop soul sing modulate
sound reading folk party sound exposition harmonize writing chaconne work
language tone studio visual podcast singers video banjo theme accompaniment
concerto drum subtonic symphonise melodies intonation dixieland scale roulade festival
metal musicology composer symphonic instruments story jazzfunk solmizate muse singer
phenomenon tongue reggae streaming oboe speak euphony violin cultural key
pitch vocal concerto genre recording audio gospel bassline timbre harmonize
reading live soul studio maps modulate classical art harmonize cadence
movie playlists motif saxophone accompaniment art music tabs improvisation hiphop instruments
sonata speak bhangra movie maps harmonise metre bands electronica tongue
