serial evidence guilty cases trial punishment forensic dark revenge homicide
BinaryNumber_1010001 BinaryNumber_0100111 BinaryNumber_1000000 BinaryNumber_0101111 BinaryNumber_1011010 BinaryNumber_0110011 BinaryNumber_1000110 BinaryNumber_0000110 BinaryNumber_0010000 BinaryNumber_1001000
BinaryNumber_1010010 BinaryNumber_1011000 BinaryNumber_0001000 BinaryNumber_0111001 BinaryNumber_1011010 BinaryNumber_1000100 BinaryNumber_0111000 BinaryNumber_1011100 BinaryNumber_0000101 BinaryNumber_1000100
BinaryNumber_0111001 BinaryNumber_1010110 BinaryNumber_0101111 BinaryNumber_1001111 BinaryNumber_0111110 BinaryNumber_0111000 BinaryNumber_0000011 BinaryNumber_0010100 BinaryNumber_0010011 BinaryNumber_1011111
BinaryNumber_1001110 BinaryNumber_1011010 BinaryNumber_0110010 BinaryNumber_0010010 BinaryNumber_0111101 BinaryNumber_1001100 BinaryNumber_1011100 BinaryNumber_0101110 BinaryNumber_1000011 BinaryNumber_1010111
BinaryNumber_0111111 BinaryNumber_0010010 BinaryNumber_1011000 BinaryNumber_0101001 BinaryNumber_0000111 BinaryNumber_0101101 BinaryNumber_1000101 BinaryNumber_1000100 BinaryNumber_0000111 BinaryNumber_0101001
Pomegranate Araza Satsuma Honeyberry Jujube Damson Satsuma Lulo Canistel Feijoa
Guava Honeydew Banana Mangosteen Cempedak Raisin Rambutan  Elderberry Cempedak Marionberry
Melon Avocado Apple Cantaloupe Cherry Guava Mango Apple Pomelo Soursop
Melon Clementine Breadfruit Date Cantaloupe Akebi Pomelo Breadfruit Loganberry Satsuma
Longan Cloudberry Tangelo Pineberry Salak Bilberry Melon Melon Damson Breadfruit
Soursop Jujube Passionfruit Clementine Grape Melon Cashew Salak Mangosteen Breadfruit
Akebi Watermelon Pineberry Date Acerola Pomelo Marionberry Quince Abiu Honeyberry
Boysenberry Longan Cherry Longan Mandarine Feijoa Redcurrant Jackfruit Boysenberry Mango
Currant Pomegranate Soursop Quince Tamarillo Blueberry Plantain Honeyberry Jackfruit Nance
Pineapple Salak Yuzu Salak Blueberry Date Longan Açaí Pawpaw Tamarillo
Ackee Cashew Jackfruit Jostaberry Açaí Cloudberry Kumquat Acerola Blueberry Acerola
CubeNumber_10648 CubeNumber_614125 CubeNumber_175616 CubeNumber_4096 CubeNumber_857375 CubeNumber_21952 CubeNumber_117649 CubeNumber_54872 CubeNumber_68921 CubeNumber_27000
CubeNumber_21952 CubeNumber_27000 CubeNumber_614125 CubeNumber_456533 CubeNumber_148877 CubeNumber_205379 CubeNumber_27 CubeNumber_328509 CubeNumber_512000 CubeNumber_681472
CubeNumber_157464 CubeNumber_27 CubeNumber_8 CubeNumber_110592 CubeNumber_32768 CubeNumber_8000 CubeNumber_704969 CubeNumber_91125 CubeNumber_97336 CubeNumber_29791
CubeNumber_421875 CubeNumber_531441 CubeNumber_287496 CubeNumber_24389 CubeNumber_21952 CubeNumber_39304 CubeNumber_9261 CubeNumber_343 CubeNumber_17576 CubeNumber_46656
CubeNumber_300763 CubeNumber_493039 CubeNumber_884736 CubeNumber_512 CubeNumber_4096 CubeNumber_46656 CubeNumber_753571 CubeNumber_493039 CubeNumber_571787 CubeNumber_830584
CubeNumber_13824 CubeNumber_64 CubeNumber_4096 CubeNumber_125 CubeNumber_125000 CubeNumber_531441 CubeNumber_343000 CubeNumber_8000 CubeNumber_46656 CubeNumber_54872
CubeNumber_300763 CubeNumber_274625 CubeNumber_185193 CubeNumber_681472 CubeNumber_10648 CubeNumber_85184 CubeNumber_681472 CubeNumber_10648 CubeNumber_64 CubeNumber_704969
CubeNumber_857375 CubeNumber_941192 CubeNumber_32768 CubeNumber_10648 CubeNumber_2744 CubeNumber_421875 CubeNumber_8000 CubeNumber_46656 CubeNumber_64000 CubeNumber_551368
CubeNumber_287496 CubeNumber_778688 CubeNumber_3375 CubeNumber_59319 CubeNumber_166375 CubeNumber_74088 CubeNumber_389017 CubeNumber_13824 CubeNumber_39304 CubeNumber_2744
CubeNumber_50653 CubeNumber_166375 CubeNumber_343000 CubeNumber_531441 CubeNumber_9261 CubeNumber_238328 CubeNumber_614125 CubeNumber_24389 CubeNumber_79507 CubeNumber_9261
CubeNumber_97336 CubeNumber_125000 CubeNumber_32768 CubeNumber_15625 CubeNumber_357911 CubeNumber_195112 CubeNumber_551368 CubeNumber_32768 CubeNumber_185193 CubeNumber_2197
