investigation drug cop gangsterism gang guilt prison sentence justice offence
frantic fine ugliest tough arrogant foolish worrisome defeated frantic jealous
ashamed relieved adventurous lovely jittery modern happy drab dark frail
fancy agreeable ugly helpless cooperative crowded cute dead better long
annoying defiant homely concerned gleaming lonely breakable helpless upset clean
hurt unsightly calm lucky open condemned anxious bad bewildered wandering
enthusiastic helpful troubled bored troubled breakable magnificent tame unsightly alive
obnoxious better inquisitive motionless dizzy exuberant motionless difficult important bright
weary bright colorful zealous impossible wild evil alert elated dull
defiant hurt depressed super fancy victorious drab selfish graceful cute
gentle tense bewildered super elegant arrogant victorious modern jolly thoughtful
tired dead grotesque agreeable dull graceful clever inquisitive condemned cautious
