black uninterested cooperative perfect hungry terrible silly clear difficult different
SquareNumber_3136 SquareNumber_1764 SquareNumber_2809 SquareNumber_1089 SquareNumber_3969 SquareNumber_7225 SquareNumber_1600 SquareNumber_5184 SquareNumber_3721 SquareNumber_5184
SquareNumber_5476 SquareNumber_576 SquareNumber_3844 SquareNumber_5929 SquareNumber_81 SquareNumber_324 SquareNumber_1225 SquareNumber_5184 SquareNumber_7056 SquareNumber_1849
SquareNumber_576 SquareNumber_324 SquareNumber_3025 SquareNumber_3136 SquareNumber_5625 SquareNumber_25 SquareNumber_1089 SquareNumber_400 SquareNumber_1444 SquareNumber_225
SquareNumber_1089 SquareNumber_5041 SquareNumber_100 SquareNumber_6084 SquareNumber_729 SquareNumber_1521 SquareNumber_169 SquareNumber_2116 SquareNumber_7396 SquareNumber_196
SquareNumber_1764 SquareNumber_144 SquareNumber_841 SquareNumber_4900 SquareNumber_9216 SquareNumber_324 SquareNumber_3136 SquareNumber_6084 SquareNumber_961 SquareNumber_8464
SquareNumber_6084 SquareNumber_6400 SquareNumber_441 SquareNumber_324 SquareNumber_729 SquareNumber_4096 SquareNumber_81 SquareNumber_484 SquareNumber_3249 SquareNumber_1936
SquareNumber_8100 SquareNumber_3025 SquareNumber_196 SquareNumber_729 SquareNumber_1444 SquareNumber_2916 SquareNumber_9216 SquareNumber_961 SquareNumber_64 SquareNumber_6241
BinaryNumber_0000110 BinaryNumber_1000100 BinaryNumber_1001101 BinaryNumber_0100010 BinaryNumber_1010111 BinaryNumber_1000011 BinaryNumber_0101010 BinaryNumber_0100000 BinaryNumber_0111001 BinaryNumber_1100000
BinaryNumber_0011110 BinaryNumber_0100100 BinaryNumber_1001101 BinaryNumber_0110000 BinaryNumber_1000000 BinaryNumber_1011001 BinaryNumber_0101111 BinaryNumber_0101100 BinaryNumber_0110001 BinaryNumber_1011010
BinaryNumber_0000111 BinaryNumber_1010000 BinaryNumber_0010011 BinaryNumber_1000111 BinaryNumber_0010011 BinaryNumber_0010000 BinaryNumber_1010001 BinaryNumber_0111110 BinaryNumber_0011111 BinaryNumber_0101111
BinaryNumber_1001010 BinaryNumber_0111001 BinaryNumber_0100101 BinaryNumber_0110011 BinaryNumber_0010000 BinaryNumber_0111001 BinaryNumber_0001010 BinaryNumber_0001100 BinaryNumber_1000100 BinaryNumber_0100000
BinaryNumber_0011101 BinaryNumber_0111000 BinaryNumber_0110011 BinaryNumber_0111100 BinaryNumber_0110111 BinaryNumber_0011010 BinaryNumber_0111110 BinaryNumber_0110000 BinaryNumber_0111110 BinaryNumber_0111001
BinaryNumber_0110001 BinaryNumber_0101111 BinaryNumber_0010110 BinaryNumber_1001100 BinaryNumber_1010000 BinaryNumber_1001001 BinaryNumber_0001000 BinaryNumber_1010100 BinaryNumber_0111100 BinaryNumber_1100000
BinaryNumber_1011101 BinaryNumber_0011001 BinaryNumber_1001001 BinaryNumber_0101000 BinaryNumber_0101110 BinaryNumber_0110000 BinaryNumber_0001000 BinaryNumber_1011110 BinaryNumber_0111110 BinaryNumber_0110000
BinaryNumber_1011010 BinaryNumber_0010111 BinaryNumber_1011001 BinaryNumber_0111100 BinaryNumber_1000101 BinaryNumber_1100011 BinaryNumber_1100010 BinaryNumber_1000001 BinaryNumber_0101011 BinaryNumber_0110000
BinaryNumber_0000100 BinaryNumber_1011001 BinaryNumber_0110101 BinaryNumber_1000101 BinaryNumber_0000000 BinaryNumber_1000011 BinaryNumber_1011010 BinaryNumber_0110010 BinaryNumber_1100010 BinaryNumber_0101000
BinaryNumber_0100100 BinaryNumber_0111001 BinaryNumber_0101100 BinaryNumber_1001000 BinaryNumber_1011110 BinaryNumber_1010110 BinaryNumber_0000111 BinaryNumber_0101101 BinaryNumber_0111111 BinaryNumber_1000000
BinaryNumber_0100001 BinaryNumber_1011001 BinaryNumber_1000101 BinaryNumber_1010100 BinaryNumber_0011111 BinaryNumber_0011110 BinaryNumber_0110001 BinaryNumber_0010001 BinaryNumber_0100100 BinaryNumber_1001111
