drab agreeable nutty jolly helpful fine relieved proud confused defiant
CubeNumber_5832 CubeNumber_857375 CubeNumber_314432 CubeNumber_17576 CubeNumber_438976 CubeNumber_64 CubeNumber_405224 CubeNumber_110592 CubeNumber_6859 CubeNumber_166375
CubeNumber_493039 CubeNumber_79507 CubeNumber_216000 CubeNumber_262144 CubeNumber_474552 CubeNumber_4096 CubeNumber_778688 CubeNumber_884736 CubeNumber_493039 CubeNumber_42875
CubeNumber_54872 CubeNumber_6859 CubeNumber_42875 CubeNumber_884736 CubeNumber_125 CubeNumber_216000 CubeNumber_531441 CubeNumber_17576 CubeNumber_238328 CubeNumber_117649
CubeNumber_216 CubeNumber_12167 CubeNumber_857375 CubeNumber_571787 CubeNumber_175616 CubeNumber_1000 CubeNumber_205379 CubeNumber_729000 CubeNumber_729 CubeNumber_85184
CubeNumber_79507 CubeNumber_4913 CubeNumber_74088 CubeNumber_27 CubeNumber_125000 CubeNumber_238328 CubeNumber_830584 CubeNumber_175616 CubeNumber_287496 CubeNumber_35937
BinaryNumber_1010111 BinaryNumber_1001011 BinaryNumber_1000101 BinaryNumber_1000110 BinaryNumber_0001100 BinaryNumber_1011110 BinaryNumber_0001110 BinaryNumber_0000010 BinaryNumber_1010110 BinaryNumber_1001010
BinaryNumber_0011000 BinaryNumber_1010011 BinaryNumber_1010000 BinaryNumber_1000011 BinaryNumber_0101000 BinaryNumber_0101100 BinaryNumber_1000000 BinaryNumber_0110101 BinaryNumber_0010110 BinaryNumber_1001110
BinaryNumber_1001011 BinaryNumber_0010110 BinaryNumber_0110101 BinaryNumber_0011001 BinaryNumber_0111101 BinaryNumber_0110100 BinaryNumber_0011001 BinaryNumber_1000111 BinaryNumber_1000001 BinaryNumber_1000000
BinaryNumber_0011000 BinaryNumber_0111111 BinaryNumber_0101100 BinaryNumber_1011011 BinaryNumber_0001000 BinaryNumber_0011111 BinaryNumber_1001110 BinaryNumber_0101011 BinaryNumber_0110100 BinaryNumber_0011011
BinaryNumber_0001101 BinaryNumber_0111001 BinaryNumber_1011001 BinaryNumber_0001001 BinaryNumber_0100101 BinaryNumber_0011110 BinaryNumber_1000011 BinaryNumber_1011101 BinaryNumber_0011100 BinaryNumber_0101110
BinaryNumber_0000100 BinaryNumber_1011010 BinaryNumber_0110010 BinaryNumber_0110100 BinaryNumber_0111100 BinaryNumber_1001001 BinaryNumber_1001011 BinaryNumber_1001111 BinaryNumber_0111010 BinaryNumber_0101010
BinaryNumber_0001100 BinaryNumber_0011001 BinaryNumber_0001110 BinaryNumber_0001000 BinaryNumber_0110100 BinaryNumber_1000110 BinaryNumber_0100011 BinaryNumber_0111101 BinaryNumber_0010000 BinaryNumber_0010011
BinaryNumber_1011111 BinaryNumber_1010010 BinaryNumber_0111001 BinaryNumber_0011000 BinaryNumber_0101000 BinaryNumber_0110011 BinaryNumber_1001100 BinaryNumber_0000110 BinaryNumber_0000001 BinaryNumber_0100010
BinaryNumber_0000010 BinaryNumber_0000110 BinaryNumber_1011110 BinaryNumber_0111000 BinaryNumber_1001001 BinaryNumber_0111001 BinaryNumber_0111000 BinaryNumber_1010000 BinaryNumber_0010111 BinaryNumber_0011100
BinaryNumber_1000101 BinaryNumber_0011101 BinaryNumber_1100001 BinaryNumber_1010000 BinaryNumber_1001010 BinaryNumber_0000110 BinaryNumber_0110111 BinaryNumber_0101100 BinaryNumber_0001101 BinaryNumber_1011100
BinaryNumber_0001110 BinaryNumber_1001100 BinaryNumber_0001010 BinaryNumber_0101111 BinaryNumber_0100010 BinaryNumber_1000000 BinaryNumber_0101000 BinaryNumber_1000100 BinaryNumber_0000101 BinaryNumber_0000001
