harmonize medicine muse concerto single sforzando graduation schubert story songs
kind terrible weary outstanding lively depressed relieved crazy super naughty
cruel elegant hungry funny elated cautious stupid annoyed prickly helpless
breakable depressed blushing powerful scary graceful helpless light unsightly nervous
smiling evil dull elegant smiling kind annoyed joyous defiant dangerous
comfortable upset condemned glorious encouraging itchy outrageous brainy open ill
fancy blushing annoyed enthusiastic bad quaint uninterested careful uptight lazy
confused dark famous homeless blushing cautious cautious uninterested important silly
famous alive drab worried dull jolly cooperative black black rich
13:52 13:10 22:10 21:31 10:44 23:56 11:36 19:46 13:30 23:44
14:36 18:14 20:39 10:19 21:34 13:41 19:41 21:30 19:16 12:56
17:37 18:17 20:27 10:59 11:31 22:37 14:12 19:29 14:57 13:57
12:26 11:34 13:58 21:31 21:22 13:13 15:12 15:19 10:16 17:17
21:42 13:50 21:36 21:47 22:46 23:56 22:19 20:33 18:28 17:22
14:41 21:36 11:56 17:43 18:27 19:40 17:23 16:14 20:19 22:41
19:22 17:16 15:46 13:50 11:22 18:50 21:51 20:17 11:10 12:41
11:15 11:43 14:34 21:32 19:50 10:54 14:32 17:15 15:23 16:33
20:30 12:55 10:30 21:21 12:26 11:17 11:37 16:18 10:56 15:34
19:37 22:49 20:58 10:14 17:29 10:20 21:24 10:46 11:35 15:49
12:12 15:15 15:58 21:43 11:36 14:26 21:42 11:57 14:41 10:30
