bird chordate pig bear demon workanimal object wildlife mammals predatoryanimal
12:43 19:22 11:17 20:32 21:30 10:22 20:32 14:18 17:15 13:28
22:47 18:10 14:41 22:11 20:31 15:22 19:12 16:26 17:38 11:46
temperature__49c temperature__68c temperature__146c temperature__30c temperature__139c temperature__34c temperature__95c temperature__36c temperature__42c temperature__51c
temperature__87c temperature__41c temperature__137c temperature__85c temperature__140c temperature__12c temperature__4c temperature__59c temperature__132c temperature__3c
temperature__93c temperature__79c temperature__111c temperature__68c temperature__30c temperature__16c temperature__123c temperature__136c temperature__84c temperature__17c
temperature__44c temperature__79c temperature__137c temperature__144c temperature__52c temperature__132c temperature__11c temperature__91c temperature__108c temperature__108c
temperature__61c temperature__10c temperature__78c temperature__39c temperature__14c temperature__71c temperature__108c temperature__98c temperature__116c temperature__59c
temperature__26c temperature__95c temperature__112c temperature__61c temperature__109c temperature__64c temperature__69c temperature__82c temperature__49c temperature__17c
temperature__8c temperature__140c temperature__78c temperature__146c temperature__27c temperature__112c temperature__100c temperature__7c temperature__148c temperature__119c
temperature__22c temperature__34c temperature__39c temperature__105c temperature__78c temperature__42c temperature__49c temperature__35c temperature__95c temperature__86c
temperature__8c temperature__14c temperature__123c temperature__118c temperature__23c temperature__105c temperature__85c temperature__68c temperature__59c temperature__49c
temperature__108c temperature__139c temperature__90c temperature__146c temperature__64c temperature__64c temperature__8c temperature__148c temperature__26c temperature__142c
temperature__146c temperature__30c temperature__90c temperature__4c temperature__21c temperature__141c temperature__24c temperature__136c temperature__4c temperature__57c
