prestidigitation retaliation patriarchy saga massive mercurial sloth defamation infringement integrity
BinaryNumber_1010001 BinaryNumber_0011010 BinaryNumber_0100100 BinaryNumber_0111100 BinaryNumber_1000011 BinaryNumber_0010100 BinaryNumber_1011110 BinaryNumber_1001110 BinaryNumber_1011001 BinaryNumber_1011110
BinaryNumber_0010110 BinaryNumber_1011011 BinaryNumber_1010000 BinaryNumber_0101110 BinaryNumber_1100010 BinaryNumber_0001011 BinaryNumber_0101101 BinaryNumber_0101100 BinaryNumber_0111101 BinaryNumber_0010001
BinaryNumber_1011001 BinaryNumber_1001111 BinaryNumber_0101001 BinaryNumber_0011000 BinaryNumber_0010001 BinaryNumber_0000101 BinaryNumber_1100011 BinaryNumber_0111110 BinaryNumber_0010011 BinaryNumber_0101010
BinaryNumber_0111001 BinaryNumber_1100001 BinaryNumber_0000011 BinaryNumber_1000101 BinaryNumber_0001001 BinaryNumber_0011101 BinaryNumber_0110111 BinaryNumber_1011110 BinaryNumber_1011101 BinaryNumber_0100001
BinaryNumber_1011111 BinaryNumber_1010100 BinaryNumber_0100110 BinaryNumber_0101001 BinaryNumber_0011000 BinaryNumber_0110001 BinaryNumber_0001001 BinaryNumber_0010011 BinaryNumber_0000001 BinaryNumber_0000001
BinaryNumber_1100011 BinaryNumber_1000100 BinaryNumber_0111011 BinaryNumber_1001000 BinaryNumber_0110100 BinaryNumber_0001110 BinaryNumber_1000011 BinaryNumber_0100010 BinaryNumber_0101110 BinaryNumber_0000100
BinaryNumber_1010010 BinaryNumber_1011101 BinaryNumber_0101110 BinaryNumber_0100110 BinaryNumber_1011101 BinaryNumber_0010010 BinaryNumber_1011111 BinaryNumber_1001001 BinaryNumber_0101100 BinaryNumber_0101000
grotesque condemned innocent condemned magnificent nutty brave old-fashioned annoying naughty
grotesque worrisome grotesque bored angry brave dark zany precious victorious
difficult condemned delightful bright misty elated energetic curious brainy elegant
careful horrible nasty crowded encouraging defiant clumsy funny real excited
vivacious perfect pleasant crazy dangerous witty helpless energetic grumpy embarrassed
relieved lovely spotless bored silly drab cloudy brave super putrid
lonely naughty wrong alert average obedient nice thoughtful muddy healthy
poised shy annoyed cautious average rich terrible jolly sleepy doubtful
stupid thoughtless dead rich alive excited cloudy nasty expensive ill
open clever bewildered beautiful wicked obnoxious grieving gleaming black puzzled
real obnoxious glamorous zany shiny frantic condemned outrageous sparkling frightened
temperature__82c temperature__148c temperature__108c temperature__130c temperature__46c temperature__26c temperature__22c temperature__41c temperature__112c temperature__44c
temperature__23c temperature__82c temperature__4c temperature__52c temperature__24c temperature__105c temperature__100c temperature__64c temperature__39c temperature__0c
temperature__68c temperature__86c temperature__63c temperature__73c temperature__22c temperature__11c temperature__106c temperature__16c temperature__12c temperature__87c
temperature__7c temperature__68c temperature__130c temperature__31c temperature__109c temperature__131c temperature__126c temperature__14c temperature__138c temperature__106c
temperature__36c temperature__144c temperature__4c temperature__11c temperature__4c temperature__124c temperature__98c temperature__142c temperature__46c temperature__87c
temperature__58c temperature__22c temperature__74c temperature__138c temperature__40c temperature__44c temperature__57c temperature__63c temperature__12c temperature__68c
temperature__52c temperature__140c temperature__65c temperature__51c temperature__109c temperature__23c temperature__2c temperature__58c temperature__6c temperature__12c
temperature__42c temperature__26c temperature__136c temperature__84c temperature__82c temperature__69c temperature__92c temperature__109c temperature__31c temperature__139c
temperature__111c temperature__24c temperature__39c temperature__100c temperature__123c temperature__61c temperature__77c temperature__141c temperature__63c temperature__142c
temperature__47c temperature__23c temperature__40c temperature__87c temperature__124c temperature__111c temperature__84c temperature__2c temperature__46c temperature__118c
temperature__58c temperature__140c temperature__42c temperature__44c temperature__92c temperature__12c temperature__42c temperature__77c temperature__46c temperature__120c
