cats livestock tufted beast pups dog insect fauna embryo reptile
BinaryNumber_1011010 BinaryNumber_0010001 BinaryNumber_0010011 BinaryNumber_1000000 BinaryNumber_0011111 BinaryNumber_1010000 BinaryNumber_1001110 BinaryNumber_0010111 BinaryNumber_0011110 BinaryNumber_1011101
BinaryNumber_0101111 BinaryNumber_0000110 BinaryNumber_1010100 BinaryNumber_1010100 BinaryNumber_0000000 BinaryNumber_1001111 BinaryNumber_1011101 BinaryNumber_0100001 BinaryNumber_0000110 BinaryNumber_0100111
BinaryNumber_0001110 BinaryNumber_1011011 BinaryNumber_0110101 BinaryNumber_1001010 BinaryNumber_1010010 BinaryNumber_0100000 BinaryNumber_0111101 BinaryNumber_1100000 BinaryNumber_0011000 BinaryNumber_0100111
BinaryNumber_1001001 BinaryNumber_0110111 BinaryNumber_0101011 BinaryNumber_0111110 BinaryNumber_1001000 BinaryNumber_1011001 BinaryNumber_1100001 BinaryNumber_1011011 BinaryNumber_0010110 BinaryNumber_0100100
BinaryNumber_0110100 BinaryNumber_0101001 BinaryNumber_0111111 BinaryNumber_1001111 BinaryNumber_0010110 BinaryNumber_0111110 BinaryNumber_1011011 BinaryNumber_0111010 BinaryNumber_0111000 BinaryNumber_1100000
16:19 10:22 10:56 21:41 20:59 16:38 15:39 16:45 18:46 12:21
15:23 15:20 19:45 23:29 18:31 21:13 22:45 19:26 15:27 16:35
23:28 14:24 17:46 16:47 17:40 17:26 10:30 22:19 12:25 17:41
10:51 22:43 21:35 10:28 20:45 20:47 12:27 13:20 23:37 20:48
13:17 11:21 10:46 19:10 17:23 19:10 12:56 21:50 16:15 15:23
13:19 10:57 15:51 12:43 15:52 21:16 15:30 15:44 15:16 16:35
19:24 16:45 10:54 21:12 12:13 11:49 20:46 18:34 14:30 13:21
13:50 14:51 19:38 21:24 11:56 19:54 12:16 13:43 18:30 23:17
19:45 22:35 23:55 18:27 18:27 19:58 19:43 17:20 12:50 12:37
17:28 16:55 22:29 16:46 11:31 12:23 11:25 15:36 12:14 19:34
14:29 23:44 14:33 17:59 19:23 16:36 12:48 18:55 16:53 19:43
temperature__71c temperature__116c temperature__52c temperature__87c temperature__68c temperature__139c temperature__144c temperature__139c temperature__35c temperature__70c
temperature__95c temperature__39c temperature__91c temperature__95c temperature__106c temperature__24c temperature__90c temperature__93c temperature__61c temperature__95c
temperature__146c temperature__47c temperature__46c temperature__65c temperature__6c temperature__136c temperature__136c temperature__82c temperature__35c temperature__91c
temperature__7c temperature__129c temperature__137c temperature__106c temperature__84c temperature__40c temperature__100c temperature__116c temperature__54c temperature__47c
temperature__131c temperature__7c temperature__33c temperature__51c temperature__35c temperature__85c temperature__129c temperature__2c temperature__0c temperature__119c
temperature__34c temperature__90c temperature__132c temperature__54c temperature__145c temperature__109c temperature__4c temperature__70c temperature__2c temperature__23c
temperature__141c temperature__31c temperature__64c temperature__30c temperature__10c temperature__16c temperature__44c temperature__119c temperature__139c temperature__88c
temperature__137c temperature__112c temperature__68c temperature__124c temperature__64c temperature__17c temperature__116c temperature__21c temperature__142c temperature__109c
temperature__3c temperature__129c temperature__126c temperature__39c temperature__65c temperature__71c temperature__92c temperature__0c temperature__21c temperature__17c
temperature__11c temperature__63c temperature__93c temperature__141c temperature__69c temperature__73c temperature__100c temperature__56c temperature__106c temperature__54c
temperature__10c temperature__41c temperature__106c temperature__39c temperature__17c temperature__139c temperature__69c temperature__129c temperature__138c temperature__69c
