MidnightBlue MediumTurquoise Tan MediumBlue MediumSeaGreen LightYellow Feldspar LavenderBlush DarkViolet DarkFuchsia
BinaryNumber_0010111 BinaryNumber_0010010 BinaryNumber_0001101 BinaryNumber_1100000 BinaryNumber_0000111 BinaryNumber_0011011 BinaryNumber_1100000 BinaryNumber_0000000 BinaryNumber_1001010 BinaryNumber_0000001
BinaryNumber_0100100 BinaryNumber_1010001 BinaryNumber_0011000 BinaryNumber_1011111 BinaryNumber_1011101 BinaryNumber_0000110 BinaryNumber_0001101 BinaryNumber_0101110 BinaryNumber_0000111 BinaryNumber_0011001
BinaryNumber_0001100 BinaryNumber_1100010 BinaryNumber_0011111 BinaryNumber_0110101 BinaryNumber_1011011 BinaryNumber_0001011 BinaryNumber_0101101 BinaryNumber_1011110 BinaryNumber_1011101 BinaryNumber_0110001
SquareNumber_5329 SquareNumber_25 SquareNumber_2916 SquareNumber_1156 SquareNumber_6241 SquareNumber_1849 SquareNumber_3844 SquareNumber_5476 SquareNumber_3025 SquareNumber_1600
SquareNumber_1089 SquareNumber_7056 SquareNumber_5625 SquareNumber_5776 SquareNumber_3481 SquareNumber_8100 SquareNumber_6241 SquareNumber_1764 SquareNumber_196 SquareNumber_2025
SquareNumber_5184 SquareNumber_4761 SquareNumber_8100 SquareNumber_144 SquareNumber_4761 SquareNumber_1521 SquareNumber_64 SquareNumber_9604 SquareNumber_6889 SquareNumber_4624
SquareNumber_729 SquareNumber_4900 SquareNumber_4624 SquareNumber_9409 SquareNumber_3600 SquareNumber_100 SquareNumber_576 SquareNumber_400 SquareNumber_7569 SquareNumber_2704
SquareNumber_7744 SquareNumber_2401 SquareNumber_1444 SquareNumber_3249 SquareNumber_9604 SquareNumber_5041 SquareNumber_361 SquareNumber_2704 SquareNumber_3481 SquareNumber_5625
SquareNumber_121 SquareNumber_36 SquareNumber_9216 SquareNumber_361 SquareNumber_3844 SquareNumber_3969 SquareNumber_2500 SquareNumber_144 SquareNumber_196 SquareNumber_196
SquareNumber_3364 SquareNumber_6889 SquareNumber_121 SquareNumber_9 SquareNumber_8836 SquareNumber_25 SquareNumber_8836 SquareNumber_6561 SquareNumber_1296 SquareNumber_1444
SquareNumber_3481 SquareNumber_6724 SquareNumber_7396 SquareNumber_8836 SquareNumber_3364 SquareNumber_1296 SquareNumber_2304 SquareNumber_2704 SquareNumber_1225 SquareNumber_36
SquareNumber_6084 SquareNumber_1296 SquareNumber_7396 SquareNumber_2401 SquareNumber_49 SquareNumber_8649 SquareNumber_144 SquareNumber_81 SquareNumber_3136 SquareNumber_5329
SquareNumber_3249 SquareNumber_9801 SquareNumber_2209 SquareNumber_3136 SquareNumber_676 SquareNumber_1681 SquareNumber_144 SquareNumber_576 SquareNumber_1936 SquareNumber_4489
SquareNumber_1024 SquareNumber_676 SquareNumber_4225 SquareNumber_6241 SquareNumber_7921 SquareNumber_784 SquareNumber_9 SquareNumber_4624 SquareNumber_3025 SquareNumber_8649
