Bilberry Kiwifruit Durian Honeydew Blackcurrant Tayberry Canistel Jujube Salmonberry Grape
BinaryNumber_0101101 BinaryNumber_0111011 BinaryNumber_1011101 BinaryNumber_0111110 BinaryNumber_0000000 BinaryNumber_0101010 BinaryNumber_1011101 BinaryNumber_1000110 BinaryNumber_1011100 BinaryNumber_0001001
BinaryNumber_1100011 BinaryNumber_0101100 BinaryNumber_1000111 BinaryNumber_0111001 BinaryNumber_1100010 BinaryNumber_1010100 BinaryNumber_1011100 BinaryNumber_1001010 BinaryNumber_0111100 BinaryNumber_0001110
BinaryNumber_0010110 BinaryNumber_0010000 BinaryNumber_1001010 BinaryNumber_0101100 BinaryNumber_0100100 BinaryNumber_1011001 BinaryNumber_1000110 BinaryNumber_1010100 BinaryNumber_1000001 BinaryNumber_1100000
SquareNumber_6241 SquareNumber_2401 SquareNumber_5476 SquareNumber_729 SquareNumber_2809 SquareNumber_5625 SquareNumber_7744 SquareNumber_49 SquareNumber_1225 SquareNumber_6084
SquareNumber_5041 SquareNumber_3600 SquareNumber_2704 SquareNumber_5041 SquareNumber_3969 SquareNumber_3721 SquareNumber_400 SquareNumber_256 SquareNumber_16 SquareNumber_8281
SquareNumber_5476 SquareNumber_361 SquareNumber_3721 SquareNumber_121 SquareNumber_7744 SquareNumber_6561 SquareNumber_1600 SquareNumber_961 SquareNumber_3844 SquareNumber_9025
SquareNumber_484 SquareNumber_10000 SquareNumber_3249 SquareNumber_3136 SquareNumber_3364 SquareNumber_7921 SquareNumber_1089 SquareNumber_9 SquareNumber_10000 SquareNumber_9025
SquareNumber_6889 SquareNumber_1225 SquareNumber_5929 SquareNumber_9801 SquareNumber_400 SquareNumber_529 SquareNumber_4 SquareNumber_1156 SquareNumber_6724 SquareNumber_5329
SquareNumber_324 SquareNumber_676 SquareNumber_3969 SquareNumber_2601 SquareNumber_4624 SquareNumber_6241 SquareNumber_6889 SquareNumber_529 SquareNumber_36 SquareNumber_2116
SquareNumber_1369 SquareNumber_841 SquareNumber_16 SquareNumber_3025 SquareNumber_625 SquareNumber_2401 SquareNumber_256 SquareNumber_1764 SquareNumber_49 SquareNumber_2916
SquareNumber_841 SquareNumber_4489 SquareNumber_6889 SquareNumber_1225 SquareNumber_2209 SquareNumber_2704 SquareNumber_1156 SquareNumber_6241 SquareNumber_6084 SquareNumber_225
SquareNumber_1764 SquareNumber_7056 SquareNumber_1296 SquareNumber_1764 SquareNumber_64 SquareNumber_36 SquareNumber_1369 SquareNumber_7744 SquareNumber_9604 SquareNumber_9025
SquareNumber_169 SquareNumber_1024 SquareNumber_625 SquareNumber_2916 SquareNumber_81 SquareNumber_3364 SquareNumber_36 SquareNumber_1369 SquareNumber_7921 SquareNumber_1296
SquareNumber_9216 SquareNumber_1369 SquareNumber_676 SquareNumber_1681 SquareNumber_2704 SquareNumber_16 SquareNumber_7569 SquareNumber_5476 SquareNumber_4 SquareNumber_9604
