gentle defeated troubled nervous graceful obnoxious itchy dead confused dark
SquareNumber_6241 SquareNumber_8649 SquareNumber_2116 SquareNumber_900 SquareNumber_81 SquareNumber_5041 SquareNumber_6084 SquareNumber_4624 SquareNumber_400 SquareNumber_7225
SquareNumber_169 SquareNumber_1156 SquareNumber_7056 SquareNumber_7921 SquareNumber_5184 SquareNumber_9409 SquareNumber_1369 SquareNumber_8100 SquareNumber_81 SquareNumber_8464
SquareNumber_3136 SquareNumber_7056 SquareNumber_961 SquareNumber_6241 SquareNumber_2500 SquareNumber_7744 SquareNumber_3844 SquareNumber_9801 SquareNumber_81 SquareNumber_6400
SquareNumber_841 SquareNumber_3249 SquareNumber_289 SquareNumber_1849 SquareNumber_9409 SquareNumber_1764 SquareNumber_8649 SquareNumber_49 SquareNumber_3136 SquareNumber_441
SquareNumber_9025 SquareNumber_7396 SquareNumber_4761 SquareNumber_169 SquareNumber_6241 SquareNumber_121 SquareNumber_7921 SquareNumber_6889 SquareNumber_169 SquareNumber_2304
SquareNumber_5184 SquareNumber_3249 SquareNumber_169 SquareNumber_16 SquareNumber_2916 SquareNumber_4 SquareNumber_10000 SquareNumber_400 SquareNumber_3136 SquareNumber_3969
PrimeNumber_389 PrimeNumber_191 PrimeNumber_313 PrimeNumber_307 PrimeNumber_61 PrimeNumber_449 PrimeNumber_103 PrimeNumber_2 PrimeNumber_359 PrimeNumber_229
PrimeNumber_131 PrimeNumber_251 PrimeNumber_83 PrimeNumber_173 PrimeNumber_353 PrimeNumber_101 PrimeNumber_97 PrimeNumber_37 PrimeNumber_3 PrimeNumber_367
PrimeNumber_523 PrimeNumber_397 PrimeNumber_307 PrimeNumber_139 PrimeNumber_379 PrimeNumber_163 PrimeNumber_53 PrimeNumber_61 PrimeNumber_349 PrimeNumber_367
PrimeNumber_353 PrimeNumber_479 PrimeNumber_443 PrimeNumber_379 PrimeNumber_73 PrimeNumber_523 PrimeNumber_61 PrimeNumber_443 PrimeNumber_23 PrimeNumber_67
PrimeNumber_2 PrimeNumber_7 PrimeNumber_313 PrimeNumber_541 PrimeNumber_359 PrimeNumber_2 PrimeNumber_269 PrimeNumber_439 PrimeNumber_163 PrimeNumber_283
PrimeNumber_271 PrimeNumber_313 PrimeNumber_251 PrimeNumber_41 PrimeNumber_367 PrimeNumber_487 PrimeNumber_67 PrimeNumber_31 PrimeNumber_389 PrimeNumber_509
PrimeNumber_227 PrimeNumber_521 PrimeNumber_293 PrimeNumber_337 PrimeNumber_313 PrimeNumber_353 PrimeNumber_457 PrimeNumber_59 PrimeNumber_37 PrimeNumber_283
PrimeNumber_137 PrimeNumber_199 PrimeNumber_433 PrimeNumber_53 PrimeNumber_347 PrimeNumber_241 PrimeNumber_487 PrimeNumber_5 PrimeNumber_11 PrimeNumber_269
PrimeNumber_367 PrimeNumber_487 PrimeNumber_181 PrimeNumber_439 PrimeNumber_269 PrimeNumber_281 PrimeNumber_541 PrimeNumber_211 PrimeNumber_457 PrimeNumber_5
PrimeNumber_5 PrimeNumber_487 PrimeNumber_457 PrimeNumber_541 PrimeNumber_131 PrimeNumber_11 PrimeNumber_31 PrimeNumber_173 PrimeNumber_37 PrimeNumber_379
PrimeNumber_463 PrimeNumber_107 PrimeNumber_127 PrimeNumber_523 PrimeNumber_313 PrimeNumber_61 PrimeNumber_47 PrimeNumber_29 PrimeNumber_401 PrimeNumber_137
BinaryNumber_0000001 BinaryNumber_1000010 BinaryNumber_0001001 BinaryNumber_1000101 BinaryNumber_1011011 BinaryNumber_0011101 BinaryNumber_1000001 BinaryNumber_1011010 BinaryNumber_1010111 BinaryNumber_0000010
BinaryNumber_0111001 BinaryNumber_0000100 BinaryNumber_0100101 BinaryNumber_1001000 BinaryNumber_0100000 BinaryNumber_0110111 BinaryNumber_0111111 BinaryNumber_0110101 BinaryNumber_0000100 BinaryNumber_0100111
BinaryNumber_1011011 BinaryNumber_0110111 BinaryNumber_0000110 BinaryNumber_0000011 BinaryNumber_0111010 BinaryNumber_1010001 BinaryNumber_0111011 BinaryNumber_1000110 BinaryNumber_1010011 BinaryNumber_0110010
BinaryNumber_1010110 BinaryNumber_0111011 BinaryNumber_0010110 BinaryNumber_0000101 BinaryNumber_0110111 BinaryNumber_1011101 BinaryNumber_1000001 BinaryNumber_0111110 BinaryNumber_0101101 BinaryNumber_0101011
BinaryNumber_0011110 BinaryNumber_0111011 BinaryNumber_1100011 BinaryNumber_1011110 BinaryNumber_1010111 BinaryNumber_1000111 BinaryNumber_0100011 BinaryNumber_0101110 BinaryNumber_0001111 BinaryNumber_1011111
BinaryNumber_1000100 BinaryNumber_0100101 BinaryNumber_0011001 BinaryNumber_0011110 BinaryNumber_0000000 BinaryNumber_0100000 BinaryNumber_1001101 BinaryNumber_0110010 BinaryNumber_0001001 BinaryNumber_1001010
BinaryNumber_0010010 BinaryNumber_0101011 BinaryNumber_0001001 BinaryNumber_0100100 BinaryNumber_0010110 BinaryNumber_1010100 BinaryNumber_0011111 BinaryNumber_0011110 BinaryNumber_1011001 BinaryNumber_0111000
BinaryNumber_0111100 BinaryNumber_0101110 BinaryNumber_1011100 BinaryNumber_0000111 BinaryNumber_1100010 BinaryNumber_0100010 BinaryNumber_0100000 BinaryNumber_0110101 BinaryNumber_0101000 BinaryNumber_0000110
BinaryNumber_0111010 BinaryNumber_1100010 BinaryNumber_0001010 BinaryNumber_1000000 BinaryNumber_0000100 BinaryNumber_1001010 BinaryNumber_1010010 BinaryNumber_0110011 BinaryNumber_0110011 BinaryNumber_0100010
BinaryNumber_0110111 BinaryNumber_0100110 BinaryNumber_0011111 BinaryNumber_1001000 BinaryNumber_0011001 BinaryNumber_0100001 BinaryNumber_0100010 BinaryNumber_0000000 BinaryNumber_0101101 BinaryNumber_0001100
BinaryNumber_0110101 BinaryNumber_1011100 BinaryNumber_0010111 BinaryNumber_1010111 BinaryNumber_0100111 BinaryNumber_0100110 BinaryNumber_1000101 BinaryNumber_0000010 BinaryNumber_0011011 BinaryNumber_1001110
temperature__116c temperature__5c temperature__130c temperature__23c temperature__79c temperature__100c temperature__119c temperature__16c temperature__0c temperature__12c
temperature__64c temperature__71c temperature__17c temperature__118c temperature__87c temperature__46c temperature__51c temperature__90c temperature__79c temperature__40c
temperature__136c temperature__123c temperature__90c temperature__5c temperature__137c temperature__144c temperature__8c temperature__147c temperature__137c temperature__112c
temperature__4c temperature__98c temperature__137c temperature__90c temperature__106c temperature__116c temperature__41c temperature__111c temperature__137c temperature__53c
temperature__65c temperature__87c temperature__42c temperature__73c temperature__69c temperature__130c temperature__140c temperature__120c temperature__27c temperature__28c
temperature__63c temperature__90c temperature__92c temperature__65c temperature__2c temperature__88c temperature__23c temperature__73c temperature__148c temperature__77c
temperature__74c temperature__138c temperature__65c temperature__16c temperature__92c temperature__57c temperature__5c temperature__144c temperature__30c temperature__5c
temperature__105c temperature__31c temperature__70c temperature__106c temperature__7c temperature__53c temperature__33c temperature__24c temperature__74c temperature__137c
temperature__126c temperature__16c temperature__33c temperature__16c temperature__23c temperature__12c temperature__142c temperature__144c temperature__78c temperature__91c
temperature__146c temperature__12c temperature__123c temperature__95c temperature__11c temperature__24c temperature__63c temperature__34c temperature__136c temperature__65c
temperature__46c temperature__124c temperature__145c temperature__56c temperature__132c temperature__54c temperature__108c temperature__88c temperature__6c temperature__124c
Quince Breadfruit Tamarind Elderberry Currant Raspberry Coconut Nectarine Jujube Pomegranate
Breadfruit Kiwano Sapote Mangosteen Orange Tamarind Cempedak Breadfruit Cloudberry Sapodilla
Breadfruit Marionberry Bilberry Abiu Breadfruit Pineapple Cranberry Persimmon Pear Tangerine
Tayberry Mandarine Peach Ackee Honeyberry Blueberry Raspberry Bilberry Redcurrant Jostaberry
Mandarine Jostaberry Plantain Kumquat Nance Date Pear Date Currant Loganberry
Pineberry Raisin Raisin Mango Clementine Kumquat Blueberry Rambutan  Blackberry Kumquat
Cherry Guava Rambutan  Jostaberry Ximenia Canistel Abiu Feijoa Peach Persimmon
Canistel Peach Salak Loganberry Coconut Araza Watermelon Nectarine Cantaloupe Cranberry
Nance Lime Cempedak Jujube Gooseberry Cloudberry Jambul Raisin Pomegranate Salmonberry
Bilberry Cherimoya Sapote Honeyberry Plantain Sapote Blackberry Satsuma Banana Passionfruit
Mango Pomelo Kumquat Raisin Jackfruit Date Salmonberry Watermelon Marionberry Blueberry
