annoyed exuberant tense long dull upset fierce defeated plain aggressive
temperature__118c temperature__39c temperature__54c temperature__14c temperature__8c temperature__92c temperature__129c temperature__95c temperature__91c temperature__71c
temperature__140c temperature__39c temperature__129c temperature__64c temperature__22c temperature__50c temperature__129c temperature__130c temperature__5c temperature__147c
Cerebrum Tastebuds Iris Cochlea Arteries Heart Cerebrum Cerebellum Bone  Brain
Arteries Cranialnerves Teeth Heart Smallintestine Rectum Trachea Capillaries Duodenum Lips
Kidneys Ciliarybody Cervix Penis Tastebuds Nerves Nerves Cornea Vulva Teeth
Arteries Clitoris Outerear Bronchi Scrotum Gallbladder Muscle Jejunum Thalamus Vagina
Innerear Vulva Ossicles Cerebellum Veins Interstitium Heart Vulva Ligaments Outerear
Lungs Smallintestine Ganglia Cecum Spleen Pancreas Cranialnerves Teeth Clitoris Bronchi
Cochlea Duodenum Trachea Middleear Pharynx Ureter Ossicles Placenta Interstitium Hypothalamus
Larynx Trachea Smallintestine Muscle Tastebuds Vulva Mouth Placenta skeleton Mesentery
Innerear Fallopiantubes Scrotum Teeth Rectum Tastebuds Larynx Lungs Nerves Urethra
Brain Urethra Tendons Eye Pons Cochlea Analcanal Cecum Liver Vulva
Tendons Ear Pharynx Arteries Thymus Largeintestine Ligaments Tongue Ear Cerebrum
