shootings criminals justice human dark structuralism imprisonment suspense gun country
BinaryNumber_0110110 BinaryNumber_1100010 BinaryNumber_1011100 BinaryNumber_0110001 BinaryNumber_0111101 BinaryNumber_1100011 BinaryNumber_1000010 BinaryNumber_1100010 BinaryNumber_1011111 BinaryNumber_0010001
BinaryNumber_1011001 BinaryNumber_1011011 BinaryNumber_0101110 BinaryNumber_0110101 BinaryNumber_1011111 BinaryNumber_1010100 BinaryNumber_0111001 BinaryNumber_0000101 BinaryNumber_0011111 BinaryNumber_0010100
BinaryNumber_1001001 BinaryNumber_1011100 BinaryNumber_0110010 BinaryNumber_0110010 BinaryNumber_1010001 BinaryNumber_1010010 BinaryNumber_0100010 BinaryNumber_0100001 BinaryNumber_1001100 BinaryNumber_1011100
BinaryNumber_1000000 BinaryNumber_0110101 BinaryNumber_1000000 BinaryNumber_0011011 BinaryNumber_0101001 BinaryNumber_1010011 BinaryNumber_0001001 BinaryNumber_1010101 BinaryNumber_0110111 BinaryNumber_0101000
BinaryNumber_1100010 BinaryNumber_0001111 BinaryNumber_1011001 BinaryNumber_0100011 BinaryNumber_1000111 BinaryNumber_0010110 BinaryNumber_0111100 BinaryNumber_0110011 BinaryNumber_0110100 BinaryNumber_0111111
BinaryNumber_1010011 BinaryNumber_0100110 BinaryNumber_1000000 BinaryNumber_0010101 BinaryNumber_0000101 BinaryNumber_0010111 BinaryNumber_0000010 BinaryNumber_0000110 BinaryNumber_0000010 BinaryNumber_0011101
BinaryNumber_0001100 BinaryNumber_0101101 BinaryNumber_1001011 BinaryNumber_1010101 BinaryNumber_0110001 BinaryNumber_1000110 BinaryNumber_0110010 BinaryNumber_0001110 BinaryNumber_0001101 BinaryNumber_0010010
BinaryNumber_0100110 BinaryNumber_1010011 BinaryNumber_1011110 BinaryNumber_0100100 BinaryNumber_0011110 BinaryNumber_0010101 BinaryNumber_0101110 BinaryNumber_0111100 BinaryNumber_1100000 BinaryNumber_0100101
BinaryNumber_1011010 BinaryNumber_1000111 BinaryNumber_1010100 BinaryNumber_0100100 BinaryNumber_0010000 BinaryNumber_0011100 BinaryNumber_1010001 BinaryNumber_0011001 BinaryNumber_1000100 BinaryNumber_0110010
BinaryNumber_1010100 BinaryNumber_0010111 BinaryNumber_0011000 BinaryNumber_1001001 BinaryNumber_1100010 BinaryNumber_1000000 BinaryNumber_1010110 BinaryNumber_0001101 BinaryNumber_0110000 BinaryNumber_0010000
17:27 21:32 11:29 10:57 21:44 20:22 18:16 17:16 20:37 12:28
14:17 11:50 21:39 15:57 20:58 17:45 20:51 17:25 18:29 21:52
23:48 15:37 21:43 21:30 10:49 17:46 23:28 17:33 16:57 16:48
21:33 11:47 12:46 22:52 22:16 17:15 16:30 18:50 17:20 18:20
14:26 23:20 22:39 18:40 17:45 14:13 14:54 12:52 16:36 23:20
23:49 11:28 19:21 20:21 20:59 22:54 21:14 16:45 23:13 12:11
19:15 17:53 21:15 16:55 10:42 14:35 21:32 23:28 11:41 10:50
10:59 12:39 23:42 13:18 11:55 11:40 21:22 21:43 13:49 16:29
13:27 13:14 23:24 12:38 11:40 10:52 19:41 13:31 10:22 10:22
19:44 18:18 23:58 18:58 18:42 15:51 13:57 14:13 22:29 13:42
12:14 14:39 14:23 11:46 16:17 11:29 23:31 20:12 21:50 21:17
magnificent smiling open combative glorious crazy bloody cautious comfortable lovely
cloudy cooperative jittery busy elated panicky better eager old-fashioned lazy
wicked lovely worrisome worried annoying exuberant lazy courageous combative lonely
amused wicked real grieving inquisitive puzzled magnificent putrid ugliest kind
scary unsightly crowded lucky thankful naughty bad helpless ashamed determined
condemned combative black upset scary fierce relieved good creepy disturbed
old-fashioned gentle adventurous plain powerful tasty splendid exuberant hilarious magnificent
angry thankful dark angry impossible unusual scary sore blue-eyed innocent
old-fashioned brave wild long witty jolly busy repulsive ugliest famous
outrageous dangerous glamorous thoughtless successful odd terrible disgusted powerful courageous
breakable unsightly inquisitive handsome frail encouraging dull friendly proud tame
