putrid proud zany shiny repulsive ashamed curious foolish cautious disgusted
BinaryNumber_0110001 BinaryNumber_0010011 BinaryNumber_1000111 BinaryNumber_0111110 BinaryNumber_0111001 BinaryNumber_0000100 BinaryNumber_1001101 BinaryNumber_0110010 BinaryNumber_0110100 BinaryNumber_0100111
BinaryNumber_1010011 BinaryNumber_0101001 BinaryNumber_1000011 BinaryNumber_1000001 BinaryNumber_0000011 BinaryNumber_0001001 BinaryNumber_0100110 BinaryNumber_0101010 BinaryNumber_1011111 BinaryNumber_0111110
BinaryNumber_0011100 BinaryNumber_0100001 BinaryNumber_0101101 BinaryNumber_0111011 BinaryNumber_1011011 BinaryNumber_1000111 BinaryNumber_0010100 BinaryNumber_0111100 BinaryNumber_1011110 BinaryNumber_0001011
BinaryNumber_0010110 BinaryNumber_0101010 BinaryNumber_1001100 BinaryNumber_0101110 BinaryNumber_1001101 BinaryNumber_1000001 BinaryNumber_0110111 BinaryNumber_1001111 BinaryNumber_0000110 BinaryNumber_1010110
BinaryNumber_0111100 BinaryNumber_1001110 BinaryNumber_0111100 BinaryNumber_0110000 BinaryNumber_0110001 BinaryNumber_0111001 BinaryNumber_0000100 BinaryNumber_0010101 BinaryNumber_0011100 BinaryNumber_0011000
BinaryNumber_0000101 BinaryNumber_0010000 BinaryNumber_0111010 BinaryNumber_1000001 BinaryNumber_0110011 BinaryNumber_0100001 BinaryNumber_0011000 BinaryNumber_0010110 BinaryNumber_1010000 BinaryNumber_0001110
BinaryNumber_1010100 BinaryNumber_0110001 BinaryNumber_0010110 BinaryNumber_1001101 BinaryNumber_1011011 BinaryNumber_0101000 BinaryNumber_0000101 BinaryNumber_0110100 BinaryNumber_1001010 BinaryNumber_1001111
BinaryNumber_0001111 BinaryNumber_0101111 BinaryNumber_0001011 BinaryNumber_0001010 BinaryNumber_0101011 BinaryNumber_0010100 BinaryNumber_0101001 BinaryNumber_0001011 BinaryNumber_0010100 BinaryNumber_1010011
BinaryNumber_0010111 BinaryNumber_1011000 BinaryNumber_1000110 BinaryNumber_0010001 BinaryNumber_1011100 BinaryNumber_0011101 BinaryNumber_1011001 BinaryNumber_0100011 BinaryNumber_0100011 BinaryNumber_1010101
BinaryNumber_0111100 BinaryNumber_0110111 BinaryNumber_1001001 BinaryNumber_1011001 BinaryNumber_0100011 BinaryNumber_0011010 BinaryNumber_0011111 BinaryNumber_0011001 BinaryNumber_0110001 BinaryNumber_0101010
BinaryNumber_0001110 BinaryNumber_0110110 BinaryNumber_1000000 BinaryNumber_0101001 BinaryNumber_1000100 BinaryNumber_0011011 BinaryNumber_0101110 BinaryNumber_0001111 BinaryNumber_0001001 BinaryNumber_0000000
lights tempo clarinet theme sounds voices dynamics bhangra reading pitch
melodic language audio headphones conduct choir rhythm concerts concert sforzando
musical harmonise band tune mediant popular music pitch culture modulate interlude
oboe jazz fugue beats vibe studio harmonise orchestra accompaniment improvisation
tone lights vocals instrumental media sforzando soul bar muses concertise
singer cello compositions record voices scale poetry work choir language
atonality radio beat favorite theme pizzicato guitar favorite tonality entertainment
singers singers beat vocal tonic hyperpop triple-tongue hip record art music
blues roulade trio culture noises hip orchestra madrigal cadence medicine
composer banjo symphonise mediant arts reading rockabilly ragtime recording playing
story release artists lights lights production soundtracks theatre band bebop
Satsuma Soursop Tayberry Strawberry Honeyberry Kiwano Lemon Fig Apricot Açaí
Lime Blackberry Strawberry Yuzu Ackee Mulberry Prune Tayberry Redcurrant Lychee
Blueberry Pomegranate Pawpaw Mulberry Boysenberry Cantaloupe Damson Açaí Lemon Avocado
Feijoa Apple Coconut Jujube Lulo Longan Tamarind Cloudberry Tamarillo Jackfruit
Passionfruit Cantaloupe Jambul Passionfruit Grape Tamarind Mango Jambul Apple Mango
Strawberry Plumcot Jostaberry Loganberry Clementine Nectarine Blueberry Tamarillo Lulo Rambutan 
Jackfruit Salmonberry Tangerine Clementine Grape Pawpaw Boysenberry Boysenberry Raspberry Cantaloupe
Plum Plum Jackfruit Tangelo Kiwifruit Banana Plantain Cloudberry Jambul Tangelo
Redcurrant Mulberry Durian Plum Longan Ackee Kumquat Pear Mangosteen Blackcurrant
Blackcurrant Redcurrant Honeyberry Fig Açaí Lime Pineberry Tayberry Marionberry Cranberry
Redcurrant Abiu Bilberry Abiu Pineapple Durian Yuzu Fig Satsuma Pomelo
