Coral LightSteelBlue Brown Khaki LimeGreen LawnGreen DarkFuchsia Bisque Wheat PaleGreen
BinaryNumber_1000011 BinaryNumber_0110010 BinaryNumber_0110111 BinaryNumber_1001000 BinaryNumber_0010001 BinaryNumber_0110100 BinaryNumber_0111000 BinaryNumber_0110000 BinaryNumber_0101111 BinaryNumber_0111011
BinaryNumber_1011100 BinaryNumber_1100010 BinaryNumber_0101110 BinaryNumber_0100101 BinaryNumber_1001101 BinaryNumber_0100000 BinaryNumber_0111000 BinaryNumber_0100101 BinaryNumber_0111100 BinaryNumber_1001000
BinaryNumber_0010111 BinaryNumber_0110001 BinaryNumber_0111111 BinaryNumber_0100110 BinaryNumber_0001110 BinaryNumber_1000001 BinaryNumber_0100011 BinaryNumber_0100100 BinaryNumber_0100110 BinaryNumber_0100110
BinaryNumber_1000000 BinaryNumber_0011111 BinaryNumber_0010000 BinaryNumber_0001011 BinaryNumber_1000010 BinaryNumber_1000100 BinaryNumber_0001101 BinaryNumber_0010111 BinaryNumber_0101010 BinaryNumber_0111011
BinaryNumber_0111010 BinaryNumber_0000001 BinaryNumber_1011110 BinaryNumber_0110011 BinaryNumber_1010001 BinaryNumber_0010001 BinaryNumber_1000001 BinaryNumber_0000101 BinaryNumber_0000000 BinaryNumber_0000100
BinaryNumber_0010111 BinaryNumber_0100101 BinaryNumber_1000001 BinaryNumber_1100010 BinaryNumber_1000111 BinaryNumber_0010011 BinaryNumber_0010001 BinaryNumber_0111001 BinaryNumber_0110010 BinaryNumber_0101110
zoo darter demon dog multicellular fauna chickens birds hourse vegan
zooplankton amphibians rabbit sheep animatebeing deer porifera shelter birds animal welfare
plant animatebeing animalkingdom heterotroph vertebrate beast jellyfish mammal environmental heterotroph
zoo invertebrate sensual pitbull insectivorous mammal object darter frog pigs
darter eukaryotic meat reptiles chickens animalkingdom demon creature sheep zooplankton
pig chickens zoology creature deer hourse livestock metazoan animalkingdom rabbit
raccoon dogs rodent pups deer bug animalia insectivorous chickens insects
vertebrate heterotroph clams animatebeing superdog farming dogs amphibians eukaryotic dog
embryo insectivore reptile thoroughbred workanimal dinosaur animalkingdom birds clams insects
scavenger exoticanimals shelter animalkingdom birds pet animalkingdom eukaryotic llamas primate
animal welfare insect poikilotherm tame vertebrate pigs scavenger mammal embryo tiger
soup sushi meals beef beef vegetable meal nutrient meat plant
edible fruits vegetables beef milk seafood eat sushi vegetable rice vegetable
rice chicken sushi cheese rice restaurant nutrition rice fruits vegetables meat
fruit victuals victuals cheese nourishment animal vegetable edible cooking edible
pasta animal meals pasta drinks drinks restaurant soup meal meat
soup fruits vegetables meal eat edible nutrition nourishment rice cooking nutrition
pasta sushi animal seafood chicken meals restaurant cereal milk pasta
provender meals restaurant cheese victuals animal provender meals seafood beef
nutrition fruit nutrient soup meals nutrition animal meal plant milk
nutrient victuals pasta plant rice cooking edible soup milk eat
pasta drinks meals nutrient drinks eat vegetable provender meat cereal
gifted black unsightly bored helpless upset ashamed weary clumsy fair
proud witty lucky famous proud precious silly dark jittery black
calm awful light prickly ashamed amused uninterested careful uptight rich
tough tasty scary zealous disgusted shy thoughtless unsightly outstanding outstanding
foolish ugliest ill dizzy fierce unusual disturbed muddy successful excited
fine enchanting energetic disgusted spotless lovely jealous doubtful charming tender
nasty putrid joyous delightful enchanting depressed clumsy dull creepy different
uptight uptight envious dead evil colorful excited colorful fierce alive
thoughtful grotesque brave troubled lazy innocent innocent embarrassed expensive graceful
impossible odd crowded defeated cheerful odd faithful lonely super stormy
happy embarrassed homeless defiant bloody cruel ill weary clever filthy
