MediumBlue Lavender NavajoWhite Gray PaleVioletRed Linen Tan DarkBlue Teal GreenYellow
BinaryNumber_0100000 BinaryNumber_0001101 BinaryNumber_1001111 BinaryNumber_0111100 BinaryNumber_0100100 BinaryNumber_1010000 BinaryNumber_0001001 BinaryNumber_1010111 BinaryNumber_1000011 BinaryNumber_0001001
BinaryNumber_0100001 BinaryNumber_1010100 BinaryNumber_0110011 BinaryNumber_1001001 BinaryNumber_0111001 BinaryNumber_1011011 BinaryNumber_1010110 BinaryNumber_0101110 BinaryNumber_0010010 BinaryNumber_0000010
BinaryNumber_0011000 BinaryNumber_0011000 BinaryNumber_0001100 BinaryNumber_1000010 BinaryNumber_0000011 BinaryNumber_1010111 BinaryNumber_1001100 BinaryNumber_1000100 BinaryNumber_0010101 BinaryNumber_0101000
BinaryNumber_0101000 BinaryNumber_1000000 BinaryNumber_0110111 BinaryNumber_1001011 BinaryNumber_0001101 BinaryNumber_1000101 BinaryNumber_0111011 BinaryNumber_0011000 BinaryNumber_0000010 BinaryNumber_1001100
BinaryNumber_1010111 BinaryNumber_1001000 BinaryNumber_1000100 BinaryNumber_1100001 BinaryNumber_0101000 BinaryNumber_1001010 BinaryNumber_0100010 BinaryNumber_1011100 BinaryNumber_0010110 BinaryNumber_1000111
BinaryNumber_1100001 BinaryNumber_0101100 BinaryNumber_0010110 BinaryNumber_0110011 BinaryNumber_1011011 BinaryNumber_0101110 BinaryNumber_1011100 BinaryNumber_1010101 BinaryNumber_0000101 BinaryNumber_1000000
BinaryNumber_1011111 BinaryNumber_1011101 BinaryNumber_0110001 BinaryNumber_0001000 BinaryNumber_0001101 BinaryNumber_1011000 BinaryNumber_1011011 BinaryNumber_0110010 BinaryNumber_1011111 BinaryNumber_0101100
BinaryNumber_1000110 BinaryNumber_0001100 BinaryNumber_1100011 BinaryNumber_0100100 BinaryNumber_1100001 BinaryNumber_1100001 BinaryNumber_0101100 BinaryNumber_1011101 BinaryNumber_1000001 BinaryNumber_1010000
BinaryNumber_0100100 BinaryNumber_1011010 BinaryNumber_0010100 BinaryNumber_0100100 BinaryNumber_0000001 BinaryNumber_0011110 BinaryNumber_1010100 BinaryNumber_0001100 BinaryNumber_0010010 BinaryNumber_0100001
amphibians dogs marineanimal birds chordate biped domesticate elephants rodent shelter
deer chordate pups chickens darter sensual invertebrate cat exoticanimals tame
demon meat pig porifera pups birds vertebrate puppy poikilotherm fauna
birds multicellular scavenger pitbull iguana chordate demon mythical monster predatoryanimal
monster varmint vertebrate raccoon frog jellyfish zoo insect dogs frog
pups llamas meat pitbull eukaryotic predatoryanimal porifera rabbit sheep varmint
metazoan farming carnivore thoroughbred heterotroph cats tame insect carnal animatebeing
carnivore fish beast zooplankton protist marineanimal ladybug embryo primate primate
mammals carnal elephants sheep protist animalkingdom cats cat elephants chickens
plant epizootic dogs rodent bird darter tiger tufted zoo tiger
invertebrate jellyfish bobcat clams darter clams sensual demon reptiles chickens
elated lovely annoyed helpful famous enthusiastic ugly encouraging tame black
prickly friendly dark victorious encouraging cloudy zany vast wild misty
zany naughty hungry good odd talented uninterested confused clear handsome
sleepy elated light splendid delightful dizzy grotesque graceful tired prickly
good depressed glorious upset innocent thankful attractive impossible drab rich
unusual wicked clean inexpensive successful helpful clean successful splendid alert
spotless cheerful outrageous vivacious cloudy smiling excited breakable brainy busy
sore cooperative elegant busy enchanting helpful naughty bewildered horrible glorious
tense naughty mushy troubled crazy eager enthusiastic fancy blue-eyed spotless
combative cheerful nutty doubtful modern smiling powerful elated amused stupid
lively combative bad cute lazy glorious mysterious strange cautious filthy
temperature__92c temperature__26c temperature__14c temperature__11c temperature__3c temperature__52c temperature__53c temperature__137c temperature__138c temperature__82c
temperature__56c temperature__36c temperature__31c temperature__86c temperature__3c temperature__137c temperature__138c temperature__59c temperature__122c temperature__41c
temperature__70c temperature__145c temperature__105c temperature__70c temperature__108c temperature__105c temperature__122c temperature__47c temperature__108c temperature__27c
temperature__2c temperature__30c temperature__122c temperature__92c temperature__146c temperature__131c temperature__118c temperature__130c temperature__82c temperature__44c
temperature__91c temperature__33c temperature__87c temperature__93c temperature__79c temperature__22c temperature__116c temperature__129c temperature__146c temperature__59c
temperature__65c temperature__52c temperature__90c temperature__27c temperature__69c temperature__87c temperature__140c temperature__30c temperature__28c temperature__53c
temperature__141c temperature__2c temperature__95c temperature__26c temperature__141c temperature__93c temperature__146c temperature__123c temperature__31c temperature__5c
temperature__64c temperature__105c temperature__106c temperature__22c temperature__11c temperature__16c temperature__145c temperature__108c temperature__122c temperature__118c
temperature__61c temperature__63c temperature__64c temperature__31c temperature__11c temperature__140c temperature__2c temperature__119c temperature__65c temperature__30c
temperature__112c temperature__123c temperature__12c temperature__105c temperature__129c temperature__70c temperature__111c temperature__112c temperature__58c temperature__87c
temperature__129c temperature__79c temperature__51c temperature__138c temperature__35c temperature__87c temperature__86c temperature__98c temperature__49c temperature__0c
