detective bloodshed structuralism homelessness police misdemeanor gun shootings corruption law
BinaryNumber_0101001 BinaryNumber_0001111 BinaryNumber_0100101 BinaryNumber_0001010 BinaryNumber_1000001 BinaryNumber_0000111 BinaryNumber_0000110 BinaryNumber_0110101 BinaryNumber_0111111 BinaryNumber_0110011
BinaryNumber_0110000 BinaryNumber_0001100 BinaryNumber_0100001 BinaryNumber_0111001 BinaryNumber_1001001 BinaryNumber_0011111 BinaryNumber_1000101 BinaryNumber_1010001 BinaryNumber_0011100 BinaryNumber_1010010
BinaryNumber_0101100 BinaryNumber_1010000 BinaryNumber_0101100 BinaryNumber_0110011 BinaryNumber_0001001 BinaryNumber_0110011 BinaryNumber_0110110 BinaryNumber_0010010 BinaryNumber_0001000 BinaryNumber_1010000
BinaryNumber_0000101 BinaryNumber_1001000 BinaryNumber_1010010 BinaryNumber_0111001 BinaryNumber_0010000 BinaryNumber_0001111 BinaryNumber_0101110 BinaryNumber_0110100 BinaryNumber_0111100 BinaryNumber_0100100
BinaryNumber_0011000 BinaryNumber_0000000 BinaryNumber_1010010 BinaryNumber_0110110 BinaryNumber_0101001 BinaryNumber_0100101 BinaryNumber_0001011 BinaryNumber_0101111 BinaryNumber_0000000 BinaryNumber_0100101
BinaryNumber_0000110 BinaryNumber_0000001 BinaryNumber_1010000 BinaryNumber_1000101 BinaryNumber_1000010 BinaryNumber_1100010 BinaryNumber_1001101 BinaryNumber_0000110 BinaryNumber_0010101 BinaryNumber_1000111
BinaryNumber_1010011 BinaryNumber_0111101 BinaryNumber_0000100 BinaryNumber_1010101 BinaryNumber_1001101 BinaryNumber_1011001 BinaryNumber_0111111 BinaryNumber_1000101 BinaryNumber_0101110 BinaryNumber_0101000
BinaryNumber_0101111 BinaryNumber_0110010 BinaryNumber_1000110 BinaryNumber_1011111 BinaryNumber_0011111 BinaryNumber_1001000 BinaryNumber_1100011 BinaryNumber_1011010 BinaryNumber_1010000 BinaryNumber_0111011
BinaryNumber_0011001 BinaryNumber_1011110 BinaryNumber_0100001 BinaryNumber_1100001 BinaryNumber_0111111 BinaryNumber_0110001 BinaryNumber_0110101 BinaryNumber_0000100 BinaryNumber_1011110 BinaryNumber_1001111
BinaryNumber_0100010 BinaryNumber_1000111 BinaryNumber_0101000 BinaryNumber_0001011 BinaryNumber_1010110 BinaryNumber_0000011 BinaryNumber_1010010 BinaryNumber_1000010 BinaryNumber_1001000 BinaryNumber_0011001
BinaryNumber_0111110 BinaryNumber_1001101 BinaryNumber_1000001 BinaryNumber_0011010 BinaryNumber_1000000 BinaryNumber_0101001 BinaryNumber_0001111 BinaryNumber_0011101 BinaryNumber_1000101 BinaryNumber_0101110
SquareNumber_7569 SquareNumber_3136 SquareNumber_3025 SquareNumber_4624 SquareNumber_5476 SquareNumber_2025 SquareNumber_1764 SquareNumber_400 SquareNumber_1521 SquareNumber_49
SquareNumber_2401 SquareNumber_3721 SquareNumber_16 SquareNumber_7396 SquareNumber_1089 SquareNumber_8649 SquareNumber_361 SquareNumber_1600 SquareNumber_5776 SquareNumber_2401
SquareNumber_4096 SquareNumber_1369 SquareNumber_5776 SquareNumber_9801 SquareNumber_225 SquareNumber_1024 SquareNumber_9409 SquareNumber_9216 SquareNumber_196 SquareNumber_3025
SquareNumber_10000 SquareNumber_2209 SquareNumber_576 SquareNumber_324 SquareNumber_441 SquareNumber_196 SquareNumber_256 SquareNumber_4900 SquareNumber_3600 SquareNumber_3025
SquareNumber_1764 SquareNumber_625 SquareNumber_784 SquareNumber_5625 SquareNumber_5476 SquareNumber_5776 SquareNumber_2401 SquareNumber_4 SquareNumber_1936 SquareNumber_784
SquareNumber_7921 SquareNumber_6561 SquareNumber_3481 SquareNumber_3721 SquareNumber_400 SquareNumber_8281 SquareNumber_2601 SquareNumber_2704 SquareNumber_4225 SquareNumber_2916
SquareNumber_196 SquareNumber_5929 SquareNumber_4624 SquareNumber_5476 SquareNumber_7225 SquareNumber_81 SquareNumber_8281 SquareNumber_4489 SquareNumber_2704 SquareNumber_2025
SquareNumber_441 SquareNumber_10000 SquareNumber_100 SquareNumber_4900 SquareNumber_3481 SquareNumber_576 SquareNumber_2809 SquareNumber_9604 SquareNumber_9 SquareNumber_64
SquareNumber_3481 SquareNumber_7225 SquareNumber_5476 SquareNumber_3844 SquareNumber_324 SquareNumber_4356 SquareNumber_9604 SquareNumber_2809 SquareNumber_3364 SquareNumber_400
SquareNumber_225 SquareNumber_10000 SquareNumber_2304 SquareNumber_7396 SquareNumber_8464 SquareNumber_4761 SquareNumber_441 SquareNumber_3025 SquareNumber_3844 SquareNumber_576
SquareNumber_6241 SquareNumber_4225 SquareNumber_49 SquareNumber_6084 SquareNumber_2209 SquareNumber_25 SquareNumber_1296 SquareNumber_36 SquareNumber_625 SquareNumber_5041
PrimeNumber_421 PrimeNumber_293 PrimeNumber_19 PrimeNumber_331 PrimeNumber_139 PrimeNumber_293 PrimeNumber_71 PrimeNumber_151 PrimeNumber_433 PrimeNumber_269
PrimeNumber_61 PrimeNumber_23 PrimeNumber_251 PrimeNumber_227 PrimeNumber_461 PrimeNumber_397 PrimeNumber_41 PrimeNumber_59 PrimeNumber_151 PrimeNumber_229
PrimeNumber_347 PrimeNumber_113 PrimeNumber_331 PrimeNumber_197 PrimeNumber_31 PrimeNumber_433 PrimeNumber_463 PrimeNumber_149 PrimeNumber_47 PrimeNumber_13
PrimeNumber_227 PrimeNumber_29 PrimeNumber_271 PrimeNumber_191 PrimeNumber_149 PrimeNumber_191 PrimeNumber_389 PrimeNumber_479 PrimeNumber_379 PrimeNumber_59
PrimeNumber_401 PrimeNumber_271 PrimeNumber_131 PrimeNumber_367 PrimeNumber_467 PrimeNumber_433 PrimeNumber_457 PrimeNumber_337 PrimeNumber_307 PrimeNumber_3
PrimeNumber_257 PrimeNumber_373 PrimeNumber_83 PrimeNumber_293 PrimeNumber_53 PrimeNumber_83 PrimeNumber_53 PrimeNumber_139 PrimeNumber_139 PrimeNumber_379
PrimeNumber_113 PrimeNumber_463 PrimeNumber_173 PrimeNumber_139 PrimeNumber_421 PrimeNumber_509 PrimeNumber_197 PrimeNumber_433 PrimeNumber_197 PrimeNumber_281
PrimeNumber_19 PrimeNumber_401 PrimeNumber_521 PrimeNumber_271 PrimeNumber_29 PrimeNumber_241 PrimeNumber_211 PrimeNumber_277 PrimeNumber_293 PrimeNumber_131
PrimeNumber_59 PrimeNumber_347 PrimeNumber_83 PrimeNumber_227 PrimeNumber_383 PrimeNumber_101 PrimeNumber_419 PrimeNumber_107 PrimeNumber_311 PrimeNumber_349
PrimeNumber_5 PrimeNumber_263 PrimeNumber_37 PrimeNumber_47 PrimeNumber_67 PrimeNumber_37 PrimeNumber_2 PrimeNumber_107 PrimeNumber_61 PrimeNumber_107
PrimeNumber_457 PrimeNumber_7 PrimeNumber_409 PrimeNumber_53 PrimeNumber_311 PrimeNumber_263 PrimeNumber_313 PrimeNumber_61 PrimeNumber_193 PrimeNumber_167
CubeNumber_493039 CubeNumber_357911 CubeNumber_941192 CubeNumber_27000 CubeNumber_9261 CubeNumber_27 CubeNumber_68921 CubeNumber_157464 CubeNumber_29791 CubeNumber_8000
CubeNumber_226981 CubeNumber_274625 CubeNumber_857375 CubeNumber_226981 CubeNumber_10648 CubeNumber_778688 CubeNumber_64000 CubeNumber_5832 CubeNumber_110592 CubeNumber_328509
CubeNumber_2197 CubeNumber_373248 CubeNumber_421875 CubeNumber_42875 CubeNumber_373248 CubeNumber_97336 CubeNumber_474552 CubeNumber_5832 CubeNumber_32768 CubeNumber_300763
CubeNumber_571787 CubeNumber_64 CubeNumber_64 CubeNumber_438976 CubeNumber_287496 CubeNumber_941192 CubeNumber_64 CubeNumber_103823 CubeNumber_85184 CubeNumber_830584
CubeNumber_314432 CubeNumber_592704 CubeNumber_64000 CubeNumber_804357 CubeNumber_12167 CubeNumber_175616 CubeNumber_125000 CubeNumber_405224 CubeNumber_8 CubeNumber_274625
CubeNumber_140608 CubeNumber_185193 CubeNumber_571787 CubeNumber_39304 CubeNumber_68921 CubeNumber_636056 CubeNumber_405224 CubeNumber_658503 CubeNumber_64 CubeNumber_1000
CubeNumber_79507 CubeNumber_512 CubeNumber_68921 CubeNumber_238328 CubeNumber_614125 CubeNumber_636056 CubeNumber_79507 CubeNumber_287496 CubeNumber_35937 CubeNumber_50653
CubeNumber_79507 CubeNumber_389017 CubeNumber_857375 CubeNumber_148877 CubeNumber_2197 CubeNumber_42875 CubeNumber_438976 CubeNumber_46656 CubeNumber_658503 CubeNumber_19683
CubeNumber_195112 CubeNumber_117649 CubeNumber_328509 CubeNumber_614125 CubeNumber_103823 CubeNumber_2744 CubeNumber_2197 CubeNumber_912673 CubeNumber_46656 CubeNumber_175616
CubeNumber_216000 CubeNumber_456533 CubeNumber_250047 CubeNumber_5832 CubeNumber_59319 CubeNumber_27 CubeNumber_54872 CubeNumber_97336 CubeNumber_1000 CubeNumber_32768
CubeNumber_373248 CubeNumber_884736 CubeNumber_512 CubeNumber_8 CubeNumber_35937 CubeNumber_238328 CubeNumber_704969 CubeNumber_166375 CubeNumber_185193 CubeNumber_857375
15:37 17:49 23:10 20:14 19:26 23:55 20:48 14:33 21:32 10:43
14:39 20:50 14:22 18:18 20:14 14:51 15:15 13:56 10:15 19:34
11:15 16:25 13:22 19:49 23:54 17:40 10:58 18:35 18:47 21:46
13:29 11:30 20:48 19:19 12:36 17:55 23:39 23:21 13:22 20:30
19:37 13:42 10:58 23:14 17:52 14:20 15:16 14:34 12:47 14:33
19:47 17:43 18:26 10:34 11:33 10:22 23:22 16:49 18:58 20:19
21:39 19:48 17:56 14:44 23:15 22:59 15:31 13:42 22:55 14:17
19:58 11:22 21:29 23:36 12:55 17:22 15:30 15:31 23:37 17:37
23:27 15:53 20:21 14:28 13:40 15:26 11:39 23:25 15:27 11:43
14:41 21:11 11:36 21:32 21:25 20:57 23:56 18:23 21:44 14:14
12:51 13:53 21:14 23:10 18:40 11:21 17:53 13:16 21:28 15:42
temperature__87c temperature__58c temperature__34c temperature__68c temperature__28c temperature__136c temperature__58c temperature__47c temperature__141c temperature__129c
temperature__26c temperature__131c temperature__61c temperature__141c temperature__120c temperature__123c temperature__10c temperature__22c temperature__57c temperature__88c
temperature__126c temperature__7c temperature__122c temperature__98c temperature__105c temperature__24c temperature__64c temperature__119c temperature__63c temperature__28c
temperature__39c temperature__64c temperature__16c temperature__118c temperature__14c temperature__57c temperature__8c temperature__137c temperature__26c temperature__112c
temperature__118c temperature__82c temperature__71c temperature__140c temperature__141c temperature__73c temperature__112c temperature__139c temperature__105c temperature__56c
temperature__92c temperature__31c temperature__33c temperature__8c temperature__26c temperature__79c temperature__2c temperature__42c temperature__92c temperature__77c
temperature__54c temperature__65c temperature__141c temperature__27c temperature__78c temperature__124c temperature__111c temperature__68c temperature__40c temperature__63c
temperature__82c temperature__63c temperature__64c temperature__17c temperature__24c temperature__40c temperature__39c temperature__116c temperature__49c temperature__56c
temperature__108c temperature__50c temperature__64c temperature__27c temperature__54c temperature__3c temperature__0c temperature__27c temperature__87c temperature__108c
temperature__17c temperature__17c temperature__120c temperature__58c temperature__90c temperature__144c temperature__11c temperature__40c temperature__108c temperature__126c
temperature__58c temperature__21c temperature__31c temperature__147c temperature__2c temperature__131c temperature__98c temperature__91c temperature__98c temperature__105c
