smiling defeated prickly black average annoying courageous rich elated determined
temperature__84c temperature__98c temperature__51c temperature__111c temperature__145c temperature__33c temperature__54c temperature__52c temperature__35c temperature__120c
temperature__119c temperature__8c temperature__98c temperature__108c temperature__46c temperature__17c temperature__36c temperature__142c temperature__92c temperature__132c
temperature__47c temperature__69c temperature__118c temperature__140c temperature__142c temperature__6c temperature__119c temperature__49c temperature__87c temperature__21c
temperature__64c temperature__5c temperature__36c temperature__100c temperature__24c temperature__92c temperature__44c temperature__148c temperature__40c temperature__23c
temperature__122c temperature__51c temperature__44c temperature__78c temperature__61c temperature__14c temperature__124c temperature__130c temperature__3c temperature__64c
temperature__138c temperature__148c temperature__123c temperature__14c temperature__59c temperature__5c temperature__87c temperature__69c temperature__136c temperature__61c
temperature__111c temperature__100c temperature__92c temperature__64c temperature__63c temperature__17c temperature__74c temperature__27c temperature__68c temperature__112c
temperature__4c temperature__144c temperature__120c temperature__130c temperature__28c temperature__98c temperature__109c temperature__50c temperature__87c temperature__68c
DarkOliveGreen AliceBlue Firebrick DeepPink Chocolate Lavender DarkViolet DarkFuchsia SandyBrown Ivory
DarkSlateBlue PaleGreen OrangeRed Aquamarine Crimson PapayaWhip GhostWhite PeachPuff DarkOrchid SlateBlue
LawnGreen Gray LightSlateGray Gray Sienna Blue Bisque GhostWhite RosyBrown LemonChiffon
DarkSlateBlue RoyalBlue AliceBlue DodgerBlue Thistle DimGray PaleGreen LightGoldenrodYellow SlateBlue PapayaWhip
DimGray Gainsboro SlateGray Tan Cornsilk OrangeRed Wheat LightCyan Teal DarkSlateBlue
BlueViolet SteelBlue Honeydew SaddleBrown MintCream DarkSlateBlue MediumVioletRed DarkOliveGreen DimGray LightGoldenrodYellow
CadetBlue Lavender LightCyan LightSlateBlue PaleGreen SlateBlue DodgerBlue Teal Olive Olive
LightCoral Burlywood SandyBrown DarkCyan DarkOrchid Lime Gray CadetBlue GreenYellow DarkRed
White Snow Seashell Plum DimGray Lavender Orange Moccasin LightSeaGreen RoyalBlue
OldLace Wheat DeepSkyBlue MidnightBlue GreenYellow Tomato Wheat AntiqueWhite DarkSeaGreen SpringGreen
MediumPurple SkyBlue SandyBrown FloralWhite SkyBlue MediumPurple Tomato LemonChiffon MistyRose DimGray
