SeaGreen PaleVioletRed Orange Navy LavenderBlush Violet Chocolate MistyRose Goldenrod SpringGreen
20:39 21:44 18:40 18:35 10:34 18:28 15:15 11:16 20:47 21:23
17:12 15:38 10:33 17:51 23:21 20:30 21:30 16:20 10:17 13:18
16:41 23:40 13:26 17:57 21:58 20:49 21:37 23:59 22:13 17:12
Redcurrant Papaya Kumquat Rambutan  Kiwano Strawberry Salmonberry Tamarind Papaya Raisin
Raspberry Mango Salak Blackcurrant Cempedak Cherimoya Bilberry Clementine Gooseberry Canistel
Akebi Cranberry Jambul Cantaloupe Date Akebi Cempedak Canistel Mangosteen Blueberry
Tangerine Boysenberry Sapote Sapodilla Elderberry Bilberry Nance Fig Pomegranate Lulo
Orange Acerola Plantain Gooseberry Persimmon Akebi Cantaloupe Melon Pawpaw Pomegranate
Satsuma Mangosteen Akebi Gooseberry Plum Ximenia Damson Apricot Gooseberry Clementine
Coconut Soursop Boysenberry Redcurrant Ximenia Redcurrant Honeyberry Huckleberry Persimmon Salak
Raisin Akebi Clementine Watermelon Quince Jambul Honeyberry Date Lychee Mango
Cempedak Raisin Strawberry Kiwano Soursop Pineberry Orange Jambul Coconut Gooseberry
Durian Melon Raspberry Jostaberry Abiu Blueberry Papaya Tangerine Strawberry Honeydew
Apple Damson Blueberry Açaí Mango Raspberry Apricot Raspberry Honeyberry Blueberry
BinaryNumber_1010101 BinaryNumber_0011111 BinaryNumber_0001101 BinaryNumber_0111100 BinaryNumber_1000010 BinaryNumber_0111000 BinaryNumber_0110100 BinaryNumber_0110100 BinaryNumber_0100011 BinaryNumber_0001111
BinaryNumber_1010001 BinaryNumber_0111101 BinaryNumber_0111111 BinaryNumber_1000100 BinaryNumber_1011001 BinaryNumber_0100011 BinaryNumber_1011001 BinaryNumber_1001001 BinaryNumber_0000010 BinaryNumber_0010000
BinaryNumber_1010110 BinaryNumber_0010101 BinaryNumber_1000100 BinaryNumber_0001111 BinaryNumber_0110000 BinaryNumber_0110110 BinaryNumber_0011000 BinaryNumber_1010101 BinaryNumber_0001110 BinaryNumber_0011000
BinaryNumber_0110111 BinaryNumber_0101010 BinaryNumber_0010010 BinaryNumber_1100000 BinaryNumber_0011011 BinaryNumber_0000011 BinaryNumber_0100000 BinaryNumber_0100110 BinaryNumber_1001100 BinaryNumber_1001111
BinaryNumber_0110100 BinaryNumber_1001101 BinaryNumber_0100110 BinaryNumber_0000011 BinaryNumber_0011001 BinaryNumber_0000111 BinaryNumber_0010010 BinaryNumber_1000110 BinaryNumber_1000000 BinaryNumber_0111111
BinaryNumber_0000010 BinaryNumber_0101101 BinaryNumber_1001101 BinaryNumber_0101001 BinaryNumber_1010101 BinaryNumber_0100100 BinaryNumber_1000011 BinaryNumber_1011011 BinaryNumber_1000011 BinaryNumber_0111001
BinaryNumber_0000010 BinaryNumber_1001010 BinaryNumber_0111001 BinaryNumber_1000000 BinaryNumber_0100100 BinaryNumber_0100011 BinaryNumber_0001100 BinaryNumber_1011111 BinaryNumber_1010101 BinaryNumber_1000010
BinaryNumber_0001000 BinaryNumber_0011111 BinaryNumber_1001000 BinaryNumber_0010010 BinaryNumber_0001110 BinaryNumber_0101011 BinaryNumber_0000101 BinaryNumber_0011010 BinaryNumber_0010001 BinaryNumber_0010001
BinaryNumber_0011100 BinaryNumber_0000000 BinaryNumber_1010101 BinaryNumber_0111110 BinaryNumber_1011010 BinaryNumber_0101000 BinaryNumber_0101101 BinaryNumber_0110101 BinaryNumber_0100011 BinaryNumber_1010111
BinaryNumber_0010011 BinaryNumber_0101111 BinaryNumber_0000111 BinaryNumber_1001101 BinaryNumber_0101110 BinaryNumber_1000010 BinaryNumber_0001001 BinaryNumber_0100111 BinaryNumber_1010011 BinaryNumber_1000111
BinaryNumber_0101001 BinaryNumber_0001101 BinaryNumber_0111011 BinaryNumber_0100100 BinaryNumber_0000101 BinaryNumber_0000011 BinaryNumber_0000100 BinaryNumber_0100010 BinaryNumber_0100110 BinaryNumber_0100110
