SteelBlue Beige PeachPuff Lime MediumVioletRed Seashell CadetBlue DeepSkyBlue WhiteSmoke Purple
sleepy crowded witty evil disgusted curious concerned outrageous lucky putrid
beautiful fancy spotless comfortable alert curious obnoxious wandering graceful alert
relieved helpful perfect elated adventurous poor comfortable terrible clear elated
jolly average talented charming better handsome proud filthy better embarrassed
aggressive embarrassed troubled glamorous lovely friendly spotless worried unusual attractive
fine open bored lucky witty attractive filthy uninterested glorious talented
blue stormy brainy arrogant envious hurt troubled awful nervous bad
expensive elated successful sleepy awful fancy average successful cooperative poised
misty proud vivacious smiling gleaming poised delightful bloody fancy blue-eyed
worried tough creepy lucky distinct helpless adorable foolish ill disturbed
scary zany thoughtful glamorous proud wild enthusiastic poor excited bad
