shy ashamed depressed bad precious zealous brave thankful energetic gleaming
CubeNumber_250047 CubeNumber_373248 CubeNumber_64000 CubeNumber_110592 CubeNumber_132651 CubeNumber_778688 CubeNumber_125000 CubeNumber_46656 CubeNumber_531441 CubeNumber_148877
CubeNumber_6859 CubeNumber_912673 CubeNumber_85184 CubeNumber_185193 CubeNumber_704969 CubeNumber_941192 CubeNumber_125 CubeNumber_29791 CubeNumber_85184 CubeNumber_438976
CubeNumber_753571 CubeNumber_54872 CubeNumber_804357 CubeNumber_729 CubeNumber_125000 CubeNumber_110592 CubeNumber_729000 CubeNumber_19683 CubeNumber_373248 CubeNumber_531441
CubeNumber_175616 CubeNumber_9261 CubeNumber_2197 CubeNumber_328509 CubeNumber_804357 CubeNumber_1000 CubeNumber_103823 CubeNumber_64000 CubeNumber_636056 CubeNumber_226981
CubeNumber_125000 CubeNumber_884736 CubeNumber_373248 CubeNumber_27 CubeNumber_2744 CubeNumber_64 CubeNumber_343 CubeNumber_753571 CubeNumber_704969 CubeNumber_3375
CubeNumber_830584 CubeNumber_274625 CubeNumber_117649 CubeNumber_125 CubeNumber_157464 CubeNumber_592704 CubeNumber_79507 CubeNumber_4913 CubeNumber_175616 CubeNumber_421875
DodgerBlue LightPink Khaki GhostWhite LightGray Burlywood MistyRose LightCoral BlueViolet DarkGray
White Tan DarkBlue LightPink PaleGreen DodgerBlue LightGoldenrodYellow GreenYellow Orchid LightSteelBlue
SkyBlue SaddleBrown LemonChiffon GreenYellow Snow Pink Orchid Plum Plum Pink
DarkRed PaleVioletRed PeachPuff DarkRed SpringGreen Honeydew SaddleBrown Azure DarkRed PowderBlue
LightGray Crimson Cornsilk Crimson Linen PapayaWhip NavajoWhite Bisque Snow Plum
LemonChiffon Gray DeepPink LightGreen DarkOrchid Pink Cyan Blue DarkKhaki VioletRed
LightGreen LemonChiffon Blue Beige Snow Burlywood LightSkyBlue Violet VioletRed Moccasin
SlateGray AliceBlue Moccasin PapayaWhip Teal RosyBrown DarkTurquoise Goldenrod DarkOliveGreen PeachPuff
DodgerBlue PaleTurquoise LightYellow Coral MistyRose MediumSeaGreen Moccasin Black MediumSpringGreen MediumSlateBlue
PaleVioletRed PapayaWhip Feldspar DarkBlue Lavender OrangeRed Cornsilk Violet Linen PowderBlue
LavenderBlush BlueViolet BlanchedAlmond AliceBlue Tan DarkTurquoise LightYellow Moccasin MistyRose Firebrick
