shiny jealous crowded wicked important wandering splendid charming faithful outrageous
temperature__142c temperature__112c temperature__85c temperature__124c temperature__84c temperature__140c temperature__56c temperature__5c temperature__148c temperature__2c
temperature__28c temperature__108c temperature__86c temperature__24c temperature__106c temperature__90c temperature__34c temperature__141c temperature__77c temperature__41c
CubeNumber_2197 CubeNumber_2744 CubeNumber_474552 CubeNumber_636056 CubeNumber_125000 CubeNumber_592704 CubeNumber_10648 CubeNumber_474552 CubeNumber_195112 CubeNumber_97336
CubeNumber_778688 CubeNumber_636056 CubeNumber_512 CubeNumber_103823 CubeNumber_3375 CubeNumber_262144 CubeNumber_125000 CubeNumber_571787 CubeNumber_68921 CubeNumber_12167
CubeNumber_389017 CubeNumber_328509 CubeNumber_512000 CubeNumber_9261 CubeNumber_148877 CubeNumber_2744 CubeNumber_117649 CubeNumber_592704 CubeNumber_2197 CubeNumber_729000
CubeNumber_250047 CubeNumber_658503 CubeNumber_64 CubeNumber_729000 CubeNumber_13824 CubeNumber_438976 CubeNumber_79507 CubeNumber_64 CubeNumber_884736 CubeNumber_12167
CubeNumber_68921 CubeNumber_493039 CubeNumber_54872 CubeNumber_4096 CubeNumber_27 CubeNumber_912673 CubeNumber_110592 CubeNumber_35937 CubeNumber_4913 CubeNumber_456533
CubeNumber_35937 CubeNumber_64000 CubeNumber_571787 CubeNumber_175616 CubeNumber_27 CubeNumber_125000 CubeNumber_857375 CubeNumber_314432 CubeNumber_729 CubeNumber_12167
CubeNumber_10648 CubeNumber_29791 CubeNumber_373248 CubeNumber_125 CubeNumber_830584 CubeNumber_804357 CubeNumber_27 CubeNumber_125 CubeNumber_681472 CubeNumber_753571
CubeNumber_85184 CubeNumber_166375 CubeNumber_59319 CubeNumber_6859 CubeNumber_512000 CubeNumber_125000 CubeNumber_857375 CubeNumber_421875 CubeNumber_262144 CubeNumber_5832
CubeNumber_21952 CubeNumber_19683 CubeNumber_2744 CubeNumber_59319 CubeNumber_50653 CubeNumber_166375 CubeNumber_125000 CubeNumber_64000 CubeNumber_13824 CubeNumber_10648
CubeNumber_12167 CubeNumber_59319 CubeNumber_27000 CubeNumber_8000 CubeNumber_262144 CubeNumber_753571 CubeNumber_59319 CubeNumber_405224 CubeNumber_39304 CubeNumber_15625
CubeNumber_729000 CubeNumber_456533 CubeNumber_110592 CubeNumber_64000 CubeNumber_125000 CubeNumber_8000 CubeNumber_2197 CubeNumber_32768 CubeNumber_64 CubeNumber_4096
