friendly terrible gentle anxious tasty bloody selfish awful talented calm
BinaryNumber_1100010 BinaryNumber_0000001 BinaryNumber_1000100 BinaryNumber_1001100 BinaryNumber_1001000 BinaryNumber_1000100 BinaryNumber_1100001 BinaryNumber_1011000 BinaryNumber_0010011 BinaryNumber_1001100
BinaryNumber_0011010 BinaryNumber_1010110 BinaryNumber_0000110 BinaryNumber_0111111 BinaryNumber_0000000 BinaryNumber_0100010 BinaryNumber_1011010 BinaryNumber_1100010 BinaryNumber_1010000 BinaryNumber_0101011
BinaryNumber_0110111 BinaryNumber_0011101 BinaryNumber_0101010 BinaryNumber_0100011 BinaryNumber_0010111 BinaryNumber_0001101 BinaryNumber_0011000 BinaryNumber_0111110 BinaryNumber_1010100 BinaryNumber_0010000
BinaryNumber_0100100 BinaryNumber_0110111 BinaryNumber_0110010 BinaryNumber_0011001 BinaryNumber_0111011 BinaryNumber_1000101 BinaryNumber_0011001 BinaryNumber_0011010 BinaryNumber_0000100 BinaryNumber_0001001
BinaryNumber_0001000 BinaryNumber_1000000 BinaryNumber_0111101 BinaryNumber_0111001 BinaryNumber_0101111 BinaryNumber_0011010 BinaryNumber_1001100 BinaryNumber_0101101 BinaryNumber_0101010 BinaryNumber_1011000
CubeNumber_1331 CubeNumber_5832 CubeNumber_74088 CubeNumber_216000 CubeNumber_110592 CubeNumber_592704 CubeNumber_778688 CubeNumber_125000 CubeNumber_216000 CubeNumber_110592
CubeNumber_636056 CubeNumber_857375 CubeNumber_117649 CubeNumber_681472 CubeNumber_704969 CubeNumber_216000 CubeNumber_421875 CubeNumber_125000 CubeNumber_941192 CubeNumber_46656
CubeNumber_148877 CubeNumber_884736 CubeNumber_438976 CubeNumber_175616 CubeNumber_389017 CubeNumber_157464 CubeNumber_238328 CubeNumber_6859 CubeNumber_117649 CubeNumber_64
CubeNumber_4096 CubeNumber_79507 CubeNumber_912673 CubeNumber_125 CubeNumber_9261 CubeNumber_753571 CubeNumber_314432 CubeNumber_46656 CubeNumber_238328 CubeNumber_753571
CubeNumber_884736 CubeNumber_421875 CubeNumber_681472 CubeNumber_27000 CubeNumber_512000 CubeNumber_884736 CubeNumber_343 CubeNumber_59319 CubeNumber_1331 CubeNumber_474552
CubeNumber_1000 CubeNumber_125 CubeNumber_343 CubeNumber_357911 CubeNumber_4913 CubeNumber_2197 CubeNumber_9261 CubeNumber_729000 CubeNumber_35937 CubeNumber_117649
CubeNumber_262144 CubeNumber_35937 CubeNumber_405224 CubeNumber_2197 CubeNumber_328509 CubeNumber_658503 CubeNumber_35937 CubeNumber_636056 CubeNumber_42875 CubeNumber_195112
CubeNumber_17576 CubeNumber_9261 CubeNumber_262144 CubeNumber_474552 CubeNumber_148877 CubeNumber_3375 CubeNumber_10648 CubeNumber_704969 CubeNumber_110592 CubeNumber_12167
CubeNumber_27 CubeNumber_421875 CubeNumber_753571 CubeNumber_117649 CubeNumber_74088 CubeNumber_3375 CubeNumber_753571 CubeNumber_438976 CubeNumber_226981 CubeNumber_21952
CubeNumber_132651 CubeNumber_493039 CubeNumber_512000 CubeNumber_5832 CubeNumber_287496 CubeNumber_531441 CubeNumber_512000 CubeNumber_79507 CubeNumber_85184 CubeNumber_300763
CubeNumber_79507 CubeNumber_8000 CubeNumber_21952 CubeNumber_59319 CubeNumber_68921 CubeNumber_24389 CubeNumber_300763 CubeNumber_117649 CubeNumber_10648 CubeNumber_778688
19:55 15:58 21:39 18:15 12:57 11:54 22:28 17:44 10:36 21:24
16:24 17:23 13:28 16:37 22:54 19:54 20:18 11:30 20:44 20:39
15:51 16:54 19:46 16:20 11:20 20:58 16:23 18:30 11:21 21:14
12:47 16:18 20:44 13:18 14:17 22:20 10:40 14:47 16:41 11:38
13:48 14:39 17:36 12:37 14:45 22:54 21:53 11:12 16:37 16:26
12:46 18:39 21:59 12:27 21:16 18:22 16:11 10:59 19:29 22:35
14:35 23:47 22:57 14:41 16:28 20:50 10:56 18:18 17:47 14:49
17:10 21:22 18:34 15:22 21:41 23:30 14:15 16:53 20:35 23:34
21:34 13:36 21:19 22:40 22:49 22:28 17:23 20:30 14:48 23:28
20:19 19:29 22:49 18:15 21:16 19:17 11:59 16:19 21:43 14:24
14:34 15:31 20:30 23:56 22:29 23:31 16:11 22:15 22:37 13:59
