awful homeless confused cheerful frantic attractive disturbed happy better witty
LightGoldenrod MediumPurple MistyRose Green Yellow Goldenrod Gainsboro DarkCyan MediumSpringGreen OldLace
Burlywood PaleVioletRed Moccasin LightGreen Salmon CadetBlue GreenYellow DarkGray LightBlue SpringGreen
LightCyan MediumSpringGreen Tomato DarkOrange Gray SandyBrown Cornsilk Orchid LavenderBlush LightPink
temperature__119c temperature__132c temperature__61c temperature__52c temperature__12c temperature__34c temperature__4c temperature__27c temperature__145c temperature__64c
temperature__24c temperature__42c temperature__49c temperature__22c temperature__116c temperature__122c temperature__123c temperature__51c temperature__23c temperature__59c
temperature__106c temperature__95c temperature__49c temperature__90c temperature__64c temperature__93c temperature__56c temperature__111c temperature__31c temperature__27c
temperature__57c temperature__3c temperature__98c temperature__61c temperature__22c temperature__74c temperature__120c temperature__123c temperature__90c temperature__82c
temperature__82c temperature__71c temperature__68c temperature__44c temperature__112c temperature__111c temperature__7c temperature__68c temperature__88c temperature__132c
temperature__137c temperature__126c temperature__116c temperature__140c temperature__100c temperature__5c temperature__24c temperature__120c temperature__132c temperature__124c
temperature__71c temperature__73c temperature__28c temperature__51c temperature__57c temperature__116c temperature__34c temperature__52c temperature__27c temperature__34c
temperature__11c temperature__2c temperature__0c temperature__28c temperature__40c temperature__16c temperature__116c temperature__47c temperature__130c temperature__124c
temperature__34c temperature__95c temperature__68c temperature__22c temperature__122c temperature__123c temperature__57c temperature__5c temperature__124c temperature__40c
temperature__141c temperature__87c temperature__50c temperature__84c temperature__88c temperature__41c temperature__42c temperature__17c temperature__0c temperature__106c
temperature__98c temperature__142c temperature__93c temperature__64c temperature__92c temperature__22c temperature__35c temperature__65c temperature__70c temperature__51c
BinaryNumber_0001101 BinaryNumber_0010101 BinaryNumber_1001001 BinaryNumber_0010100 BinaryNumber_0011000 BinaryNumber_0110011 BinaryNumber_0000110 BinaryNumber_0011000 BinaryNumber_0100010 BinaryNumber_0111111
BinaryNumber_0110001 BinaryNumber_0111100 BinaryNumber_0100011 BinaryNumber_1001001 BinaryNumber_1011000 BinaryNumber_1000111 BinaryNumber_0111010 BinaryNumber_0011101 BinaryNumber_0101011 BinaryNumber_1001101
BinaryNumber_1001110 BinaryNumber_1001100 BinaryNumber_0001011 BinaryNumber_0011011 BinaryNumber_1010111 BinaryNumber_0010111 BinaryNumber_1001101 BinaryNumber_0001010 BinaryNumber_1010110 BinaryNumber_0100011
BinaryNumber_0100011 BinaryNumber_0010000 BinaryNumber_0000100 BinaryNumber_0000111 BinaryNumber_0001010 BinaryNumber_0011010 BinaryNumber_1010100 BinaryNumber_1010000 BinaryNumber_1000110 BinaryNumber_0001111
BinaryNumber_0001001 BinaryNumber_1011011 BinaryNumber_0000101 BinaryNumber_0011000 BinaryNumber_1001101 BinaryNumber_1011101 BinaryNumber_0110110 BinaryNumber_1011011 BinaryNumber_1010001 BinaryNumber_0010111
BinaryNumber_1001101 BinaryNumber_1000010 BinaryNumber_1000101 BinaryNumber_0100010 BinaryNumber_0111010 BinaryNumber_1001010 BinaryNumber_0110100 BinaryNumber_0001111 BinaryNumber_1001111 BinaryNumber_0000011
BinaryNumber_1100011 BinaryNumber_0101000 BinaryNumber_0001001 BinaryNumber_0110101 BinaryNumber_0010101 BinaryNumber_0010100 BinaryNumber_0101011 BinaryNumber_1100011 BinaryNumber_1010111 BinaryNumber_0001101
BinaryNumber_1011001 BinaryNumber_0010000 BinaryNumber_0010001 BinaryNumber_0101010 BinaryNumber_0111111 BinaryNumber_1010011 BinaryNumber_1000001 BinaryNumber_1100001 BinaryNumber_1011010 BinaryNumber_0010111
BinaryNumber_0001001 BinaryNumber_1010011 BinaryNumber_1010101 BinaryNumber_1011111 BinaryNumber_0110011 BinaryNumber_0000010 BinaryNumber_1011100 BinaryNumber_0101110 BinaryNumber_0011101 BinaryNumber_0100100
BinaryNumber_0011001 BinaryNumber_1100010 BinaryNumber_1011110 BinaryNumber_0000110 BinaryNumber_0111001 BinaryNumber_0100110 BinaryNumber_1000100 BinaryNumber_1000001 BinaryNumber_1001001 BinaryNumber_1010101
BinaryNumber_0010010 BinaryNumber_1011100 BinaryNumber_0010100 BinaryNumber_1011001 BinaryNumber_0010100 BinaryNumber_0110010 BinaryNumber_0001100 BinaryNumber_1010001 BinaryNumber_1010101 BinaryNumber_0010110
Ackee Lemon Raspberry Redcurrant Blackberry Cloudberry Clementine Banana Nectarine Blackcurrant
Açaí Lulo Date Cantaloupe Damson Watermelon Jambul Sapodilla Kiwifruit Plumcot
Soursop Jackfruit Cranberry Apple Mulberry Mulberry Lulo Lime Raspberry Grapefruit
Huckleberry Kiwifruit Melon Jujube Cloudberry Breadfruit Cantaloupe Lychee Lime Pear
Lulo Date Tayberry Bilberry Kiwano Salmonberry Breadfruit Blueberry Loganberry Clementine
Prune Cherimoya Acerola Persimmon Elderberry Breadfruit Sapodilla Strawberry Tayberry Jackfruit
Cashew Pomelo Raisin Raisin Persimmon Boysenberry Kumquat Fig Prune Sapodilla
Bilberry Nance Loganberry Açaí Blueberry Tayberry Sapodilla Passionfruit Blackcurrant Date
Tangerine Coconut Fig Raspberry Raisin Grapefruit Plum Pomelo Tayberry Loquat
Canistel Mangosteen Pineapple Loquat Yuzu Bilberry Plum Peach Fig Lime
Peach Longan Satsuma Cashew Marionberry Açaí Plumcot Araza Jambul Kiwano
