splendid motionless blushing ashamed terrible difficult horrible tasty tame uninterested
BinaryNumber_0101000 BinaryNumber_0110001 BinaryNumber_0001011 BinaryNumber_0110011 BinaryNumber_1010101 BinaryNumber_0000100 BinaryNumber_0010101 BinaryNumber_0010000 BinaryNumber_1011111 BinaryNumber_1001101
BinaryNumber_0011101 BinaryNumber_1001111 BinaryNumber_1011110 BinaryNumber_1010001 BinaryNumber_0001100 BinaryNumber_0110111 BinaryNumber_0000000 BinaryNumber_0111100 BinaryNumber_1010100 BinaryNumber_1010010
BinaryNumber_0110011 BinaryNumber_1011000 BinaryNumber_0100111 BinaryNumber_0001001 BinaryNumber_1000010 BinaryNumber_0110011 BinaryNumber_0111000 BinaryNumber_1000111 BinaryNumber_0000100 BinaryNumber_0101101
BinaryNumber_0110111 BinaryNumber_0101100 BinaryNumber_1000010 BinaryNumber_1000001 BinaryNumber_0011111 BinaryNumber_0000101 BinaryNumber_0111010 BinaryNumber_1001010 BinaryNumber_1000101 BinaryNumber_1011010
BinaryNumber_0110011 BinaryNumber_1011110 BinaryNumber_0011010 BinaryNumber_1001110 BinaryNumber_1010111 BinaryNumber_0101010 BinaryNumber_1100001 BinaryNumber_0110010 BinaryNumber_0110010 BinaryNumber_1001101
BinaryNumber_0101010 BinaryNumber_0011100 BinaryNumber_1010110 BinaryNumber_0011001 BinaryNumber_0000110 BinaryNumber_0100110 BinaryNumber_0001100 BinaryNumber_0101001 BinaryNumber_0110100 BinaryNumber_0110000
BinaryNumber_0101000 BinaryNumber_0010010 BinaryNumber_0010011 BinaryNumber_0011011 BinaryNumber_1011111 BinaryNumber_1000000 BinaryNumber_1001001 BinaryNumber_0000110 BinaryNumber_0000000 BinaryNumber_1010101
BinaryNumber_1011100 BinaryNumber_1100000 BinaryNumber_1000101 BinaryNumber_0011111 BinaryNumber_1010111 BinaryNumber_0111111 BinaryNumber_0101100 BinaryNumber_1000101 BinaryNumber_1100011 BinaryNumber_1001111
temperature__138c temperature__98c temperature__39c temperature__87c temperature__23c temperature__93c temperature__109c temperature__88c temperature__50c temperature__88c
temperature__49c temperature__87c temperature__82c temperature__111c temperature__33c temperature__131c temperature__144c temperature__91c temperature__57c temperature__53c
temperature__123c temperature__87c temperature__148c temperature__126c temperature__39c temperature__51c temperature__105c temperature__71c temperature__118c temperature__58c
temperature__11c temperature__86c temperature__84c temperature__132c temperature__5c temperature__24c temperature__33c temperature__41c temperature__77c temperature__11c
temperature__69c temperature__84c temperature__51c temperature__69c temperature__129c temperature__136c temperature__90c temperature__50c temperature__8c temperature__61c
temperature__79c temperature__8c temperature__49c temperature__78c temperature__61c temperature__92c temperature__120c temperature__7c temperature__16c temperature__24c
temperature__108c temperature__131c temperature__27c temperature__88c temperature__105c temperature__148c temperature__131c temperature__64c temperature__122c temperature__140c
temperature__49c temperature__144c temperature__126c temperature__33c temperature__119c temperature__118c temperature__112c temperature__50c temperature__126c temperature__34c
temperature__69c temperature__4c temperature__24c temperature__41c temperature__51c temperature__31c temperature__44c temperature__98c temperature__5c temperature__147c
temperature__139c temperature__57c temperature__88c temperature__58c temperature__3c temperature__39c temperature__40c temperature__21c temperature__116c temperature__53c
temperature__111c temperature__74c temperature__46c temperature__132c temperature__93c temperature__120c temperature__59c temperature__93c temperature__85c temperature__23c
SquareNumber_100 SquareNumber_6724 SquareNumber_6561 SquareNumber_64 SquareNumber_6084 SquareNumber_121 SquareNumber_5929 SquareNumber_3600 SquareNumber_7056 SquareNumber_2809
SquareNumber_6084 SquareNumber_7569 SquareNumber_16 SquareNumber_7396 SquareNumber_529 SquareNumber_4761 SquareNumber_8464 SquareNumber_9409 SquareNumber_1089 SquareNumber_225
SquareNumber_576 SquareNumber_16 SquareNumber_3969 SquareNumber_6400 SquareNumber_729 SquareNumber_100 SquareNumber_625 SquareNumber_784 SquareNumber_4761 SquareNumber_1681
SquareNumber_2601 SquareNumber_4096 SquareNumber_6400 SquareNumber_4900 SquareNumber_784 SquareNumber_7744 SquareNumber_1369 SquareNumber_3969 SquareNumber_576 SquareNumber_900
SquareNumber_6724 SquareNumber_2916 SquareNumber_3721 SquareNumber_7744 SquareNumber_4225 SquareNumber_9409 SquareNumber_3025 SquareNumber_2401 SquareNumber_16 SquareNumber_6400
SquareNumber_2704 SquareNumber_10000 SquareNumber_8464 SquareNumber_3364 SquareNumber_169 SquareNumber_441 SquareNumber_4624 SquareNumber_10000 SquareNumber_4489 SquareNumber_3481
SquareNumber_144 SquareNumber_9409 SquareNumber_6084 SquareNumber_5929 SquareNumber_2209 SquareNumber_484 SquareNumber_1764 SquareNumber_6889 SquareNumber_8649 SquareNumber_10000
SquareNumber_5329 SquareNumber_400 SquareNumber_841 SquareNumber_5329 SquareNumber_8100 SquareNumber_1296 SquareNumber_484 SquareNumber_289 SquareNumber_3969 SquareNumber_4
SquareNumber_9409 SquareNumber_9604 SquareNumber_196 SquareNumber_324 SquareNumber_9216 SquareNumber_784 SquareNumber_3481 SquareNumber_1600 SquareNumber_5776 SquareNumber_9604
SquareNumber_6241 SquareNumber_25 SquareNumber_1089 SquareNumber_2916 SquareNumber_8100 SquareNumber_4225 SquareNumber_5929 SquareNumber_4 SquareNumber_81 SquareNumber_289
SquareNumber_2601 SquareNumber_8649 SquareNumber_7225 SquareNumber_484 SquareNumber_676 SquareNumber_6889 SquareNumber_676 SquareNumber_900 SquareNumber_2116 SquareNumber_169
cadence video bars compositions clarinet conduct banjo pitch opera chaconne
videos movies tempo sfx sound albums noise soul bluegrass talk
cadence harpsichord trio musicology double bass metal concert tweedle concerto classical
songwriter cello polyphony hyperpop symphonic conducting singer ragtime fugue paleolithic
soundtrack lyric mediant harmonise bands electronica gospel violoncello music reading
phone bhangra art merch talk headphones art music talk musical theme
performance lights vocals metre cadence dynamics works oboe part tabs
tonic party bugle single sforzando tempo polyphony bluegrass songs playing
talk rag melodies melodies graphics choir concertize genres film composing
violin opera singing radio percussion melodic musicology monophony club instrumental
reading talk sing singing release intonation works chord release guitar
recrimination career authoritarian manipulate intimidation endorsement patriarchy beleaguer hypocrisy reputation
collaboration chicanery scandal proxy sloth opportunist intimidation benefit tycoon lobby
illegal debacle coercion collaboration denigrate unsavory sloth opportunist assail ignorant
partial prestidigitation revelation revelation engagement career retaliation subterfuge reckless endorsement
impunity bribe deception debacle authoritarian impunity partial extortion retaliation engagement
plutocracy denigrate persecution persecution reckless temptation mendacity fray unethical covert
resignation onerous plutocracy incident demagogue reckless reputation alliance expose empire
illegal coercion defamation bribe bamboozle ignorant empire reckless beleaguer retaliation
expose persecution onerous unsavory fray tycoon anonymity alliance reputation allegation
scapegoat fiasco illegal anonymity manipulate regime solicit assail tainted endorsement
recrimination coterie blame resignation onerous assail privilege unethical illegal benefit
