Tomato Teal DarkTurquoise MediumSlateBlue Azure DodgerBlue WhiteSmoke DarkFuchsia PeachPuff LavenderBlush
BinaryNumber_1010000 BinaryNumber_1011101 BinaryNumber_1100001 BinaryNumber_0111111 BinaryNumber_1011110 BinaryNumber_0011000 BinaryNumber_1010011 BinaryNumber_1000001 BinaryNumber_1010011 BinaryNumber_1011001
BinaryNumber_0111111 BinaryNumber_1100010 BinaryNumber_1011010 BinaryNumber_0111100 BinaryNumber_0100010 BinaryNumber_0000110 BinaryNumber_0111101 BinaryNumber_0111110 BinaryNumber_0100001 BinaryNumber_0010000
temperature__57c temperature__88c temperature__78c temperature__59c temperature__26c temperature__78c temperature__122c temperature__92c temperature__71c temperature__12c
temperature__137c temperature__71c temperature__21c temperature__136c temperature__46c temperature__146c temperature__126c temperature__35c temperature__70c temperature__87c
temperature__147c temperature__35c temperature__106c temperature__39c temperature__71c temperature__90c temperature__79c temperature__79c temperature__119c temperature__141c
temperature__105c temperature__85c temperature__120c temperature__52c temperature__123c temperature__71c temperature__51c temperature__148c temperature__27c temperature__17c
temperature__144c temperature__95c temperature__140c temperature__142c temperature__51c temperature__137c temperature__27c temperature__4c temperature__79c temperature__64c
temperature__112c temperature__100c temperature__26c temperature__51c temperature__7c temperature__142c temperature__61c temperature__116c temperature__21c temperature__138c
temperature__17c temperature__144c temperature__118c temperature__57c temperature__118c temperature__140c temperature__85c temperature__46c temperature__78c temperature__17c
temperature__93c temperature__57c temperature__36c temperature__131c temperature__56c temperature__145c temperature__118c temperature__88c temperature__35c temperature__5c
temperature__21c temperature__69c temperature__14c temperature__6c temperature__35c temperature__26c temperature__78c temperature__71c temperature__88c temperature__142c
temperature__24c temperature__68c temperature__24c temperature__98c temperature__144c temperature__132c temperature__148c temperature__22c temperature__8c temperature__119c
temperature__86c temperature__118c temperature__70c temperature__56c temperature__61c temperature__112c temperature__105c temperature__111c temperature__17c temperature__77c
