excited tense grumpy inquisitive upset nice homeless confused dull witty
19:46 19:58 12:22 12:18 20:54 15:19 12:25 13:15 22:32 23:58
20:27 18:11 20:40 12:17 21:43 22:28 17:33 22:37 11:15 12:44
18:10 11:21 13:10 11:10 13:14 10:14 18:56 16:29 14:17 23:12
12:53 19:51 22:54 17:41 10:49 18:21 21:34 13:34 22:33 21:57
17:33 14:40 15:24 23:12 11:30 20:36 10:24 12:48 11:23 13:43
13:47 23:25 15:28 10:50 15:56 18:29 21:36 16:16 22:34 17:23
22:55 17:48 22:19 18:54 22:36 13:48 21:40 16:14 10:35 10:52
16:50 20:39 14:50 23:22 11:12 18:37 10:13 15:19 14:51 19:14
19:54 18:59 10:51 21:49 18:45 16:21 11:19 11:28 14:17 19:31
22:22 23:29 15:13 15:51 15:57 16:43 13:54 20:59 14:12 21:54
15:52 22:37 20:27 19:52 16:35 10:58 13:38 17:20 18:30 22:36
