singers musical movies part tone muse band clarinet oboe release
BinaryNumber_1010101 BinaryNumber_0101101 BinaryNumber_1011000 BinaryNumber_1100000 BinaryNumber_0001110 BinaryNumber_1001100 BinaryNumber_0010101 BinaryNumber_1000011 BinaryNumber_0101001 BinaryNumber_0000100
BinaryNumber_0000010 BinaryNumber_1000001 BinaryNumber_0000001 BinaryNumber_0100101 BinaryNumber_0100000 BinaryNumber_0011100 BinaryNumber_1011011 BinaryNumber_0111110 BinaryNumber_0000101 BinaryNumber_0010110
BinaryNumber_0000110 BinaryNumber_0010101 BinaryNumber_0110010 BinaryNumber_1001111 BinaryNumber_0001111 BinaryNumber_1000001 BinaryNumber_0011001 BinaryNumber_0101100 BinaryNumber_0010111 BinaryNumber_0110001
BinaryNumber_0011000 BinaryNumber_1100000 BinaryNumber_0011110 BinaryNumber_0110011 BinaryNumber_1100010 BinaryNumber_1010110 BinaryNumber_0101000 BinaryNumber_0110010 BinaryNumber_0101001 BinaryNumber_0001011
BinaryNumber_1010110 BinaryNumber_1010100 BinaryNumber_1011010 BinaryNumber_0001101 BinaryNumber_0101101 BinaryNumber_1100010 BinaryNumber_0111001 BinaryNumber_0010100 BinaryNumber_0111011 BinaryNumber_0001001
BinaryNumber_1000100 BinaryNumber_0000100 BinaryNumber_0000111 BinaryNumber_1001101 BinaryNumber_0110101 BinaryNumber_1100000 BinaryNumber_0101101 BinaryNumber_0001100 BinaryNumber_0010101 BinaryNumber_1010110
BinaryNumber_0100010 BinaryNumber_0101010 BinaryNumber_0100000 BinaryNumber_1001110 BinaryNumber_1001011 BinaryNumber_0000010 BinaryNumber_0010111 BinaryNumber_1001011 BinaryNumber_0111101 BinaryNumber_0000111
BinaryNumber_1000101 BinaryNumber_0110011 BinaryNumber_1000001 BinaryNumber_0111011 BinaryNumber_1001001 BinaryNumber_0110010 BinaryNumber_0011010 BinaryNumber_1001000 BinaryNumber_0011110 BinaryNumber_0111011
BinaryNumber_1011111 BinaryNumber_0000101 BinaryNumber_0011000 BinaryNumber_1011110 BinaryNumber_0101101 BinaryNumber_0111111 BinaryNumber_0101110 BinaryNumber_0000101 BinaryNumber_1010001 BinaryNumber_0010010
BinaryNumber_0001001 BinaryNumber_0100101 BinaryNumber_0110010 BinaryNumber_1010101 BinaryNumber_0011100 BinaryNumber_0011111 BinaryNumber_1001001 BinaryNumber_0111001 BinaryNumber_0100001 BinaryNumber_1100011
BinaryNumber_0011000 BinaryNumber_1011001 BinaryNumber_1011111 BinaryNumber_1000100 BinaryNumber_1100000 BinaryNumber_0000001 BinaryNumber_0110011 BinaryNumber_1000101 BinaryNumber_1000010 BinaryNumber_1001100
16:58 15:32 14:47 23:22 21:18 15:15 20:20 19:28 13:51 11:39
14:14 20:36 20:31 13:29 10:22 22:39 10:41 13:18 10:56 21:10
18:38 15:51 11:22 13:21 18:29 21:13 13:54 20:32 17:46 12:59
15:31 17:45 23:10 15:27 13:48 16:42 12:23 10:40 11:33 10:39
11:19 12:39 17:59 12:59 20:18 13:38 16:11 10:31 20:41 14:45
20:19 19:39 16:39 15:34 15:12 12:49 11:11 14:52 22:17 19:29
19:47 18:16 23:24 16:36 21:45 22:38 20:58 13:27 23:50 14:50
12:36 11:37 21:51 12:25 16:22 12:13 14:56 13:53 14:22 13:24
13:26 17:51 20:29 10:22 12:58 11:33 13:53 15:54 19:28 20:29
17:43 10:38 10:44 20:55 14:22 14:52 21:33 21:48 20:31 15:46
15:40 11:31 13:29 18:33 18:53 14:52 11:49 20:50 16:50 16:44
