Feijoa Breadfruit Blackberry Nectarine Persimmon Redcurrant Elderberry Grapefruit Canistel Avocado
BinaryNumber_0111111 BinaryNumber_0100101 BinaryNumber_1100011 BinaryNumber_0001001 BinaryNumber_1000001 BinaryNumber_0001011 BinaryNumber_0100110 BinaryNumber_0000001 BinaryNumber_0110101 BinaryNumber_1001111
BinaryNumber_0100001 BinaryNumber_0001001 BinaryNumber_0011100 BinaryNumber_0000110 BinaryNumber_0000111 BinaryNumber_0110100 BinaryNumber_0000110 BinaryNumber_0110110 BinaryNumber_0100000 BinaryNumber_0011000
BinaryNumber_1000000 BinaryNumber_1011001 BinaryNumber_1001010 BinaryNumber_1001001 BinaryNumber_0111000 BinaryNumber_0000101 BinaryNumber_0011101 BinaryNumber_1010110 BinaryNumber_1001110 BinaryNumber_0001011
BinaryNumber_1011111 BinaryNumber_1010100 BinaryNumber_1000011 BinaryNumber_0110101 BinaryNumber_1100010 BinaryNumber_0011111 BinaryNumber_0011010 BinaryNumber_0100000 BinaryNumber_1011001 BinaryNumber_1010110
DarkOliveGreen MidnightBlue Black Green Yellow NavajoWhite SlateGray Ivory DarkRed Thistle
Navy MediumVioletRed ForestGreen LightSkyBlue Seashell Thistle Cyan Brown SaddleBrown MediumSlateBlue
Gainsboro Feldspar LightSteelBlue GreenYellow Honeydew DimGray Indigo PowderBlue HotPink Olive
Silver MediumSeaGreen DarkRed Gray OliveDrab Tomato Purple Yellow Plum DarkGray
SeaGreen SlateGray LightSteelBlue MediumVioletRed DarkGreen LightGray PeachPuff LightBlue Red PaleGreen
DarkFuchsia MediumBlue DarkFuchsia Plum White Orchid Red Gold Lavender MediumSpringGreen
Red Aquamarine Cyan Pink Tomato PapayaWhip CadetBlue DarkGreen Lime Maroon
PaleVioletRed Wheat Black MediumVioletRed Teal Tan SaddleBrown DarkSeaGreen Orange Thistle
LightSeaGreen DarkFuchsia MediumVioletRed DarkGreen LightCyan AntiqueWhite Tomato MediumAquamarine Salmon Orange
Silver DeepPink Snow DarkBlue AliceBlue NavajoWhite Orchid LightSkyBlue LightGoldenrod DarkCyan
BlueViolet SteelBlue White Turquoise MintCream MediumVioletRed Wheat DarkKhaki LightCoral LightGreen
authoritarian influence retaliation deception manipulate empire collaboration tycoon subterfuge illegal
tainted bribe denigrate mercurial solicit resignation persecution benefit dictatorship refute
career unethical partial authoritarian allegation denigrate tycoon conceal dictatorship rebut
debacle fray laconic benefit infringement scapegoat massive bamboozle lobby reputation
unjust rebut coterie beleaguer rebut scapegoat saga persecution collaboration persecution
beleaguer illicit parry incident tainted hypocrisy endorsement tainted refute debacle
fiasco mendacity cadre engagement fiasco bribe plagiarism recrimination saga patriarchy
saga parry deflect beleaguer influence chicanery retaliation empire regime acolyte
authoritarian deny covert denigrate endorsement saga impunity authoritarian coercion bribe
rebut influence recrimination lobby conceal recrimination persecution opportunist coterie subterfuge
intimidation prestidigitation patriarchy conceal assail illicit coercion bribe impunity coterie
Largeintestine Cornea Cranialnerves Esophagus Muscle Nerves Esophagus Ileum Capillaries Larynx
Ovaries Hypothalamus Tastebuds Trachea Ovaries Pharynx Scrotum Smallintestine Clitoris Tongue
Heart Esophagus Clitoris Rectum Rectum Liver Sensoryorgans Outerear Heart Pancreas
Ganglia Pharynx Penis Bronchi Middleear Midbrain Muscle Pharynx Tendons Spinalnerves
Larynx Trachea Iris Eardrum Retina Tongue Tongue Spleen Tastebuds Cecum
Tongue Ciliarybody Smallintestine Middleear Bladder Bladder Pons Innerear Outerear Ganglia
Cervix Ligaments Cecum Smallintestine Ganglia Thymus Ureter Mesentery Clitoris Trachea
Lips Eardrum Cervix Pharynx Teeth Tonsils Placenta Fallopiantubes Capillaries Eye
Bone  Ear Ovaries Innerear Stomach Penis Pons Clitoris Lips Cecum
Tastebuds Trachea Sensoryorgans Mouth Stomach Pharynx Brain Fallopiantubes Fallopiantubes Lips
Urethra Bronchi Scrotum Cochlea Larynx Capillaries Fallopiantubes Midbrain Vulva Cochlea
