tough fierce black ugly itchy uninterested successful silly real helpless
BinaryNumber_0000010 BinaryNumber_1001110 BinaryNumber_1010110 BinaryNumber_0011110 BinaryNumber_0001010 BinaryNumber_0111101 BinaryNumber_0110101 BinaryNumber_1010001 BinaryNumber_1001011 BinaryNumber_1000001
BinaryNumber_1011110 BinaryNumber_0001011 BinaryNumber_0001100 BinaryNumber_0001101 BinaryNumber_1010110 BinaryNumber_1000100 BinaryNumber_1011101 BinaryNumber_1011011 BinaryNumber_1000110 BinaryNumber_0000010
temperature__138c temperature__41c temperature__142c temperature__11c temperature__148c temperature__14c temperature__112c temperature__137c temperature__34c temperature__0c
temperature__53c temperature__95c temperature__146c temperature__10c temperature__39c temperature__10c temperature__112c temperature__0c temperature__145c temperature__93c
temperature__105c temperature__139c temperature__47c temperature__111c temperature__68c temperature__69c temperature__112c temperature__148c temperature__69c temperature__132c
temperature__31c temperature__51c temperature__27c temperature__124c temperature__52c temperature__88c temperature__84c temperature__144c temperature__124c temperature__116c
temperature__79c temperature__36c temperature__138c temperature__52c temperature__8c temperature__71c temperature__90c temperature__98c temperature__105c temperature__59c
temperature__59c temperature__52c temperature__90c temperature__111c temperature__47c temperature__95c temperature__88c temperature__144c temperature__35c temperature__16c
temperature__140c temperature__73c temperature__111c temperature__40c temperature__5c temperature__92c temperature__145c temperature__8c temperature__137c temperature__59c
temperature__85c temperature__0c temperature__4c temperature__82c temperature__59c temperature__82c temperature__78c temperature__3c temperature__63c temperature__145c
temperature__44c temperature__10c temperature__118c temperature__39c temperature__12c temperature__22c temperature__12c temperature__64c temperature__105c temperature__100c
temperature__91c temperature__95c temperature__52c temperature__69c temperature__42c temperature__148c temperature__123c temperature__139c temperature__109c temperature__28c
temperature__64c temperature__41c temperature__82c temperature__140c temperature__42c temperature__112c temperature__44c temperature__2c temperature__14c temperature__82c
MediumSeaGreen Silver Gray Indigo LightPink DarkTurquoise SlateBlue MediumTurquoise MediumSeaGreen DarkViolet
MediumVioletRed DimGray DarkSlateBlue LavenderBlush GreenYellow Sienna PowderBlue CadetBlue LightBlue IndianRed
MintCream LightCyan Firebrick LimeGreen OldLace PeachPuff SandyBrown MediumSpringGreen WhiteSmoke DarkSalmon
BlanchedAlmond Sienna MediumVioletRed LightGoldenrodYellow Yellow Lime DarkKhaki LightSlateBlue AntiqueWhite SpringGreen
Firebrick Lime Purple Yellow AntiqueWhite LavenderBlush DarkViolet LawnGreen Fuchsia DarkFuchsia
MediumSpringGreen FloralWhite LightSlateBlue MediumSpringGreen LightBlue Moccasin Turquoise Crimson DarkFuchsia SeaGreen
Pink MediumTurquoise AntiqueWhite DeepPink DarkSlateGray GreenYellow Beige HotPink White DimGray
OldLace DarkViolet OrangeRed HotPink LightGoldenrodYellow DarkOrchid MediumSlateBlue DarkOrange Blue FloralWhite
Feldspar Turquoise Green LightGoldenrodYellow MediumSeaGreen Purple Purple PapayaWhip Blue IndianRed
Violet Black SkyBlue SlateGray Snow Yellow DimGray Tan Orange Silver
MediumVioletRed PaleGoldenrod MediumBlue White Burlywood Blue DeepPink DarkGray BlanchedAlmond LightYellow
SquareNumber_1024 SquareNumber_3600 SquareNumber_8464 SquareNumber_6241 SquareNumber_400 SquareNumber_8836 SquareNumber_3136 SquareNumber_1089 SquareNumber_6400 SquareNumber_6724
SquareNumber_7744 SquareNumber_4761 SquareNumber_3481 SquareNumber_2601 SquareNumber_2025 SquareNumber_256 SquareNumber_196 SquareNumber_3844 SquareNumber_1369 SquareNumber_2601
SquareNumber_2500 SquareNumber_4 SquareNumber_9801 SquareNumber_9409 SquareNumber_1764 SquareNumber_25 SquareNumber_2304 SquareNumber_961 SquareNumber_5476 SquareNumber_529
SquareNumber_900 SquareNumber_900 SquareNumber_7225 SquareNumber_3969 SquareNumber_441 SquareNumber_1600 SquareNumber_4096 SquareNumber_324 SquareNumber_25 SquareNumber_4900
SquareNumber_2916 SquareNumber_16 SquareNumber_2500 SquareNumber_9216 SquareNumber_1089 SquareNumber_2209 SquareNumber_3025 SquareNumber_6241 SquareNumber_400 SquareNumber_36
SquareNumber_1444 SquareNumber_16 SquareNumber_6084 SquareNumber_9216 SquareNumber_5776 SquareNumber_400 SquareNumber_4096 SquareNumber_9025 SquareNumber_4761 SquareNumber_6724
SquareNumber_7056 SquareNumber_7225 SquareNumber_9801 SquareNumber_196 SquareNumber_625 SquareNumber_729 SquareNumber_10000 SquareNumber_1521 SquareNumber_36 SquareNumber_81
SquareNumber_5776 SquareNumber_1600 SquareNumber_529 SquareNumber_6889 SquareNumber_256 SquareNumber_6724 SquareNumber_1681 SquareNumber_196 SquareNumber_400 SquareNumber_2704
SquareNumber_6561 SquareNumber_1764 SquareNumber_6400 SquareNumber_3844 SquareNumber_8464 SquareNumber_729 SquareNumber_3844 SquareNumber_2601 SquareNumber_676 SquareNumber_2116
SquareNumber_6724 SquareNumber_3364 SquareNumber_256 SquareNumber_10000 SquareNumber_6241 SquareNumber_6561 SquareNumber_6561 SquareNumber_1296 SquareNumber_2401 SquareNumber_9801
SquareNumber_2809 SquareNumber_144 SquareNumber_361 SquareNumber_5929 SquareNumber_2116 SquareNumber_324 SquareNumber_5476 SquareNumber_625 SquareNumber_3721 SquareNumber_9025
Abiu Nance Ackee Ximenia Cherry Mulberry Jujube Durian Currant Apricot
Cloudberry Clementine Sapote Lemon Cherimoya Lime Huckleberry Nectarine Cherry Bilberry
Satsuma Pineberry Cempedak Gooseberry Loquat Longan Lime Pawpaw Mandarine Ximenia
Papaya Apricot Ximenia Lemon Feijoa Persimmon Nance Persimmon Clementine Lulo
Plumcot Jackfruit Soursop Watermelon Sapodilla Cantaloupe Lychee Soursop Açaí Tamarind
Yuzu Kiwifruit Redcurrant Cantaloupe Acerola Pineberry Damson Breadfruit Clementine Cantaloupe
Marionberry Gooseberry Lychee Bilberry Cempedak Coconut Clementine Guava Mangosteen Honeyberry
Cherimoya Banana Melon Date Pomelo Satsuma Cashew Jostaberry Watermelon Coconut
Fig Sapote Apple Gooseberry Lulo Lulo Pawpaw Açaí Feijoa Araza
Apple Tamarind Salmonberry Longan Passionfruit Bilberry Gooseberry Ximenia Marionberry Peach
Coconut Apple Kiwano Blueberry Plum Coconut Soursop Pomegranate Kumquat Apricot
