dynamics singers key electronica harmonize harp metre visual improvisation works
13:11 22:29 15:24 15:22 13:44 13:42 20:43 16:10 23:13 12:48
22:41 21:52 23:18 17:43 14:53 17:42 11:52 15:11 17:34 15:33
18:29 21:17 19:50 14:13 14:46 17:34 11:59 16:19 15:24 20:51
21:24 11:59 12:52 10:36 17:47 22:24 21:41 14:28 23:39 21:28
14:39 23:24 15:45 18:54 20:18 20:34 13:17 18:24 11:48 20:43
20:55 10:56 21:48 16:22 11:38 10:42 12:21 23:59 15:46 23:13
18:26 16:12 11:46 13:33 17:18 19:13 21:13 15:56 14:59 20:27
14:14 13:23 12:59 13:56 22:45 16:25 15:47 23:23 16:38 23:23
11:50 10:57 19:19 20:41 23:32 17:35 21:26 19:59 13:45 12:24
reptiles primate tufted chickens chordate meat plant tame animal welfare amphibians
meat beast zoo bird pet marineanimal birds animalia workanimal elephants
sensual heterotroph poikilotherm fish tufted cats poikilotherm marineanimal meat dogs
shelter biped superdog cats insect mythical multicellular protist pups demon
animatebeing vertebrate birds mythical mythical object vegan thoroughbred tiger zooplankton
insectivorous bug metazoan pitbull raccoon pups hourse environmental cat animatebeing
beast predatoryanimal zooplankton insectivore insectivorous insectivore tame insectivore insectivorous eukaryotic
tufted multicellular protist beast beast iguana zoo frog pet frog
puppy animalia octopuses fleshly protist zooplankton chordate bobcat mythical carnivore
epizootic farming sensual fauna reptile object eukaryotic invertebrate carnivore environmental
environmental plant scavenger vegan reptile clams environmental zooplankton predatoryanimal dogs
