DeepSkyBlue Violet Orange Gainsboro PaleGoldenrod Indigo BlanchedAlmond DarkRed SlateGray Lime
illegal misdemeanour criminality corruption drug jurisdiction liberty bloodshed mob cases
illegal jurisdiction forensic revenge brutality conspiracy arsons shootings terrorism serial
incarceration liberty country criminal cases felony crisis shoplift political sentence
grieving creepy evil magnificent hurt zealous victorious helpful lazy courageous
kind cruel splendid panicky smiling real blue awful adorable ugly
weary combative plain fair grieving happy tense strange putrid evil
eager excited disturbed strange cooperative witty open old-fashioned energetic arrogant
muddy lucky attractive tired lively funny blue-eyed tender good nervous
attractive repulsive talented combative annoyed elegant victorious adventurous victorious dark
stormy clear long lively comfortable horrible fancy cruel envious brave
shy open uptight magnificent hungry important arrogant quaint tense breakable
awful homeless breakable shy perfect nice disgusted busy shy brainy
careful mysterious rich muddy cooperative elegant faithful smiling zany nice
poor cautious relieved famous frightened cautious beautiful long rich thankful
