Elderberry Date Cherimoya Fig Blueberry Mango Cranberry Yuzu Grapefruit Lychee
11:37 23:34 19:16 16:45 17:14 17:56 17:40 16:46 21:30 20:46
21:21 20:40 19:33 12:13 11:39 17:52 10:47 12:20 23:51 23:51
12:45 14:30 23:15 12:55 12:54 22:31 17:58 20:13 10:47 13:53
18:29 18:52 14:47 22:30 19:53 20:23 23:18 23:15 23:30 12:43
22:51 21:11 17:48 11:51 12:44 21:25 14:45 21:42 20:40 21:14
14:22 12:47 10:45 23:28 21:29 23:23 12:45 17:16 15:22 10:50
13:12 21:17 20:34 13:51 13:32 16:39 15:52 10:58 11:54 22:32
15:34 10:33 16:32 14:18 22:41 19:33 17:58 14:20 10:51 10:51
10:22 20:20 18:42 20:40 16:44 16:34 14:21 13:42 11:40 13:29
11:35 15:57 18:11 21:40 23:15 11:34 13:25 10:25 11:43 12:55
15:20 16:44 14:49 19:34 17:54 19:59 11:35 17:49 19:17 15:48
BinaryNumber_0011011 BinaryNumber_0011011 BinaryNumber_1011000 BinaryNumber_1100000 BinaryNumber_1001110 BinaryNumber_0001010 BinaryNumber_1001100 BinaryNumber_0110000 BinaryNumber_0110100 BinaryNumber_0100110
BinaryNumber_0111100 BinaryNumber_0000010 BinaryNumber_0101001 BinaryNumber_0100001 BinaryNumber_0011001 BinaryNumber_0011000 BinaryNumber_1011000 BinaryNumber_0111100 BinaryNumber_1000101 BinaryNumber_0110100
BinaryNumber_1100000 BinaryNumber_1001010 BinaryNumber_0101111 BinaryNumber_1001101 BinaryNumber_1000100 BinaryNumber_1011000 BinaryNumber_0101100 BinaryNumber_0101110 BinaryNumber_1001000 BinaryNumber_1001010
BinaryNumber_0111100 BinaryNumber_0100101 BinaryNumber_0101111 BinaryNumber_1010010 BinaryNumber_1011000 BinaryNumber_0000010 BinaryNumber_1010100 BinaryNumber_0100110 BinaryNumber_1100010 BinaryNumber_0110101
BinaryNumber_0111010 BinaryNumber_0000110 BinaryNumber_0000110 BinaryNumber_1100001 BinaryNumber_0011011 BinaryNumber_1011110 BinaryNumber_0101000 BinaryNumber_0100011 BinaryNumber_1010010 BinaryNumber_1011001
BinaryNumber_1011010 BinaryNumber_0000111 BinaryNumber_1100000 BinaryNumber_1011011 BinaryNumber_0100111 BinaryNumber_1010100 BinaryNumber_0001100 BinaryNumber_1010100 BinaryNumber_1001000 BinaryNumber_1001010
BinaryNumber_0001010 BinaryNumber_0010101 BinaryNumber_1011010 BinaryNumber_0000111 BinaryNumber_0000110 BinaryNumber_0001110 BinaryNumber_1001100 BinaryNumber_1001111 BinaryNumber_0010000 BinaryNumber_0100001
BinaryNumber_0100010 BinaryNumber_1100001 BinaryNumber_1000111 BinaryNumber_0100111 BinaryNumber_0010110 BinaryNumber_0011001 BinaryNumber_1001010 BinaryNumber_0010000 BinaryNumber_0010111 BinaryNumber_1000011
BinaryNumber_0110111 BinaryNumber_0001000 BinaryNumber_1000111 BinaryNumber_0100100 BinaryNumber_0010110 BinaryNumber_1001111 BinaryNumber_0110101 BinaryNumber_1001100 BinaryNumber_1010000 BinaryNumber_0011100
BinaryNumber_1011010 BinaryNumber_1000111 BinaryNumber_1010001 BinaryNumber_0001101 BinaryNumber_1010111 BinaryNumber_0100000 BinaryNumber_0011010 BinaryNumber_1001110 BinaryNumber_0110100 BinaryNumber_0101011
BinaryNumber_0101111 BinaryNumber_0101000 BinaryNumber_0001100 BinaryNumber_0110110 BinaryNumber_1011100 BinaryNumber_1011100 BinaryNumber_1011101 BinaryNumber_0111010 BinaryNumber_1011111 BinaryNumber_1000001
