light dark prickly scary attractive busy happy inexpensive foolish helpful
10:30 13:54 18:30 11:37 13:49 18:12 21:35 12:15 15:48 19:33
11:12 14:11 22:49 11:53 19:42 20:59 21:32 10:21 13:23 14:55
11:38 21:31 13:12 12:16 21:16 19:40 18:34 11:37 14:48 20:30
16:57 13:56 18:48 13:41 19:48 22:26 10:10 12:54 18:26 13:11
15:13 16:55 14:46 11:42 16:46 23:31 14:51 22:52 19:23 11:41
18:37 13:28 13:21 11:10 10:20 22:31 18:22 15:12 23:49 22:57
16:50 20:20 21:54 11:25 20:10 11:32 11:46 15:21 23:29 15:15
19:57 10:55 21:29 20:52 13:53 18:40 10:28 12:17 23:49 18:41
19:23 17:30 18:35 21:21 17:59 16:37 15:19 12:29 13:35 15:49
20:21 21:41 22:58 11:19 21:13 18:38 11:29 20:23 19:29 20:14
22:15 22:40 19:44 16:59 19:33 22:23 17:41 17:55 23:37 19:21
MediumSlateBlue Gray Fuchsia PeachPuff PeachPuff SlateGray DeepSkyBlue DarkFuchsia Indigo SkyBlue
DarkOrange VioletRed Beige Yellow Moccasin DarkViolet LightSalmon LemonChiffon Yellow Moccasin
Coral PaleGoldenrod Linen Orchid DarkBlue DarkBlue LemonChiffon VioletRed Honeydew MediumSeaGreen
Gold Navy Black LightGreen MediumAquamarine LightGreen MintCream LightGoldenrod MistyRose Plum
DarkGray Blue Crimson Lime Goldenrod VioletRed HotPink DarkSalmon Turquoise MediumOrchid
Beige DarkBlue Fuchsia PaleGoldenrod DeepSkyBlue LightSeaGreen RoyalBlue SeaGreen Gray GreenYellow
OliveDrab Red LightSlateGray AliceBlue LightGoldenrod DarkKhaki DarkKhaki PapayaWhip Lavender LightCoral
PaleGreen Lime MediumOrchid LemonChiffon GreenYellow MediumBlue Linen OrangeRed DarkKhaki PapayaWhip
DeepSkyBlue Olive FloralWhite CornflowerBlue DarkSlateBlue Thistle Coral FloralWhite MediumSlateBlue LightBlue
DarkSalmon Wheat Cyan WhiteSmoke Beige SkyBlue SeaGreen MediumTurquoise LightBlue LightSeaGreen
Tomato LightSalmon DarkGray Snow LightGoldenrodYellow OliveDrab DarkOrchid LightSkyBlue LightCoral LawnGreen
