Tangelo Abiu Pineapple Strawberry Honeyberry Nectarine Marionberry Date Apricot Orange
Olive LightGreen DarkOrange LightGreen Silver Orange LavenderBlush LightSalmon SlateBlue Moccasin
Sienna Gainsboro LightCoral LavenderBlush LightBlue LightSlateBlue LawnGreen Feldspar Pink Turquoise
Snow Moccasin PaleVioletRed DarkGray Yellow Maroon Fuchsia Red DarkOrange LightSkyBlue
RoyalBlue LemonChiffon DeepPink DarkSeaGreen Green DarkSlateBlue PaleVioletRed Khaki SpringGreen Honeydew
depressed encouraging funny old-fashioned alive wicked gifted grotesque amused open
clever zealous attractive lovely dead black panicky sleepy gleaming expensive
awful dull nice confused outrageous open lively different stormy wild
annoying smiling charming fragile ugliest nice good muddy cruel dead
ugliest innocent concerned odd zany cheerful difficult successful anxious tense
angry wide-eyed ashamed agreeable healthy adorable glorious innocent terrible elated
prickly fantastic tender gifted average splendid tense breakable troubled uptight
puzzled tasty delightful hurt busy plain mysterious odd adorable magnificent
hurt zealous long eager tasty important stormy enthusiastic panicky magnificent
energetic plain condemned tasty powerful jittery fine stupid panicky frightened
obedient happy busy creepy gorgeous jittery nervous obnoxious doubtful gorgeous
