DarkOrange Peru Pink LightBlue Plum Burlywood RosyBrown MintCream Lavender SteelBlue
temperature__54c temperature__22c temperature__129c temperature__132c temperature__69c temperature__130c temperature__111c temperature__118c temperature__4c temperature__11c
temperature__138c temperature__51c temperature__73c temperature__116c temperature__87c temperature__36c temperature__145c temperature__64c temperature__22c temperature__57c
temperature__130c temperature__17c temperature__95c temperature__30c temperature__129c temperature__129c temperature__5c temperature__95c temperature__30c temperature__145c
temperature__31c temperature__27c temperature__111c temperature__28c temperature__84c temperature__4c temperature__69c temperature__3c temperature__2c temperature__64c
temperature__105c temperature__119c temperature__79c temperature__82c temperature__27c temperature__23c temperature__56c temperature__112c temperature__87c temperature__78c
temperature__3c temperature__27c temperature__123c temperature__34c temperature__132c temperature__77c temperature__49c temperature__24c temperature__12c temperature__47c
temperature__124c temperature__91c temperature__132c temperature__139c temperature__106c temperature__142c temperature__98c temperature__49c temperature__118c temperature__144c
exuberant blushing uninterested alert stupid itchy poised enchanting amused dead
successful arrogant gleaming anxious courageous impossible successful bewildered putrid tense
fierce enthusiastic hurt uninterested glamorous lovely better wandering tough inexpensive
enthusiastic disgusted fancy quaint spotless frantic inexpensive dangerous scary wild
fancy disturbed happy brave aggressive kind upset scary adventurous energetic
helpful homely fragile zany thankful fierce healthy plain crowded easy
vast troubled blue-eyed colorful poised inexpensive average tender homeless talented
nice glamorous vast handsome old-fashioned graceful angry alert lucky defiant
jolly sparkling agreeable determined eager nasty condemned careful real fierce
strange distinct average disgusted muddy cute inexpensive thoughtless agreeable handsome
misty mushy jolly alive ugly combative distinct defeated putrid magnificent
