Melon Raspberry Pear Persimmon Durian Watermelon Banana Mandarine Blackcurrant Coconut
BinaryNumber_0011101 BinaryNumber_0010001 BinaryNumber_0111000 BinaryNumber_0010011 BinaryNumber_0111001 BinaryNumber_0111100 BinaryNumber_0100110 BinaryNumber_1010101 BinaryNumber_1001001 BinaryNumber_0001111
BinaryNumber_0011100 BinaryNumber_1011101 BinaryNumber_0000100 BinaryNumber_0111011 BinaryNumber_1011100 BinaryNumber_0100110 BinaryNumber_0100011 BinaryNumber_1011000 BinaryNumber_0110000 BinaryNumber_1010010
BinaryNumber_1000100 BinaryNumber_1010100 BinaryNumber_0000110 BinaryNumber_1100011 BinaryNumber_0001101 BinaryNumber_0001110 BinaryNumber_0101100 BinaryNumber_0110101 BinaryNumber_0100011 BinaryNumber_0101100
BinaryNumber_0101001 BinaryNumber_0110011 BinaryNumber_0101110 BinaryNumber_0001000 BinaryNumber_1001000 BinaryNumber_0111001 BinaryNumber_0101010 BinaryNumber_0011001 BinaryNumber_1010100 BinaryNumber_0100001
BinaryNumber_0110000 BinaryNumber_1010001 BinaryNumber_0110100 BinaryNumber_0110110 BinaryNumber_0011101 BinaryNumber_0100010 BinaryNumber_0101100 BinaryNumber_0010100 BinaryNumber_1010010 BinaryNumber_1001011
BinaryNumber_0110111 BinaryNumber_0000110 BinaryNumber_1010100 BinaryNumber_0010101 BinaryNumber_0100110 BinaryNumber_0001000 BinaryNumber_0101110 BinaryNumber_1001110 BinaryNumber_1100001 BinaryNumber_1000001
BinaryNumber_0111101 BinaryNumber_1010100 BinaryNumber_1011001 BinaryNumber_1011100 BinaryNumber_1001000 BinaryNumber_0101101 BinaryNumber_0011001 BinaryNumber_0111101 BinaryNumber_0001000 BinaryNumber_0110101
BinaryNumber_0100001 BinaryNumber_1000110 BinaryNumber_0000101 BinaryNumber_0110000 BinaryNumber_0000000 BinaryNumber_0001010 BinaryNumber_0001010 BinaryNumber_0010010 BinaryNumber_0101000 BinaryNumber_0110010
SquareNumber_6561 SquareNumber_196 SquareNumber_8649 SquareNumber_6724 SquareNumber_324 SquareNumber_7225 SquareNumber_2304 SquareNumber_3249 SquareNumber_676 SquareNumber_49
SquareNumber_729 SquareNumber_2809 SquareNumber_576 SquareNumber_9409 SquareNumber_8100 SquareNumber_10000 SquareNumber_1369 SquareNumber_4356 SquareNumber_9025 SquareNumber_196
SquareNumber_324 SquareNumber_2116 SquareNumber_1936 SquareNumber_1600 SquareNumber_256 SquareNumber_2916 SquareNumber_1296 SquareNumber_6724 SquareNumber_3600 SquareNumber_1369
SquareNumber_3844 SquareNumber_256 SquareNumber_1681 SquareNumber_529 SquareNumber_8464 SquareNumber_8649 SquareNumber_1156 SquareNumber_900 SquareNumber_64 SquareNumber_4761
SquareNumber_5625 SquareNumber_729 SquareNumber_144 SquareNumber_289 SquareNumber_361 SquareNumber_2025 SquareNumber_5625 SquareNumber_9801 SquareNumber_9025 SquareNumber_9801
SquareNumber_5329 SquareNumber_2401 SquareNumber_8464 SquareNumber_1024 SquareNumber_1225 SquareNumber_36 SquareNumber_5476 SquareNumber_1225 SquareNumber_4900 SquareNumber_9801
SquareNumber_6084 SquareNumber_2601 SquareNumber_784 SquareNumber_121 SquareNumber_7744 SquareNumber_2500 SquareNumber_64 SquareNumber_5041 SquareNumber_676 SquareNumber_625
SquareNumber_8649 SquareNumber_7225 SquareNumber_4489 SquareNumber_1521 SquareNumber_2809 SquareNumber_64 SquareNumber_576 SquareNumber_6400 SquareNumber_1225 SquareNumber_2209
SquareNumber_6724 SquareNumber_81 SquareNumber_784 SquareNumber_3025 SquareNumber_3969 SquareNumber_8100 SquareNumber_400 SquareNumber_3025 SquareNumber_5329 SquareNumber_16
SquareNumber_169 SquareNumber_7396 SquareNumber_676 SquareNumber_7056 SquareNumber_400 SquareNumber_7569 SquareNumber_16 SquareNumber_576 SquareNumber_484 SquareNumber_1024
SquareNumber_324 SquareNumber_3969 SquareNumber_8836 SquareNumber_121 SquareNumber_4624 SquareNumber_484 SquareNumber_8649 SquareNumber_7396 SquareNumber_1369 SquareNumber_7569
