insect animatebeing scavenger pups zooplankton jellyfish biped predatoryanimal carnal dog
BinaryNumber_0011111 BinaryNumber_1010001 BinaryNumber_1001001 BinaryNumber_0110000 BinaryNumber_1011000 BinaryNumber_0010100 BinaryNumber_1000010 BinaryNumber_1000101 BinaryNumber_0011111 BinaryNumber_1010101
BinaryNumber_0001000 BinaryNumber_0011110 BinaryNumber_1001100 BinaryNumber_0110110 BinaryNumber_0010011 BinaryNumber_0001010 BinaryNumber_0000100 BinaryNumber_0111100 BinaryNumber_0101100 BinaryNumber_0100100
BinaryNumber_0011000 BinaryNumber_0101001 BinaryNumber_0011001 BinaryNumber_1000010 BinaryNumber_0001001 BinaryNumber_1011010 BinaryNumber_1000010 BinaryNumber_1001111 BinaryNumber_1010010 BinaryNumber_1000010
BinaryNumber_0111100 BinaryNumber_1001110 BinaryNumber_0110011 BinaryNumber_0000110 BinaryNumber_0111000 BinaryNumber_0011110 BinaryNumber_0110000 BinaryNumber_0110000 BinaryNumber_1011011 BinaryNumber_0101110
BinaryNumber_0100101 BinaryNumber_1000110 BinaryNumber_0100011 BinaryNumber_1100000 BinaryNumber_0111000 BinaryNumber_0010011 BinaryNumber_0011100 BinaryNumber_0010111 BinaryNumber_0010111 BinaryNumber_1010111
BinaryNumber_0001100 BinaryNumber_0110001 BinaryNumber_0011101 BinaryNumber_0001101 BinaryNumber_0010011 BinaryNumber_0111110 BinaryNumber_0111011 BinaryNumber_1010110 BinaryNumber_0011011 BinaryNumber_1011100
BinaryNumber_0011011 BinaryNumber_0000001 BinaryNumber_0011011 BinaryNumber_0111001 BinaryNumber_0110111 BinaryNumber_1011110 BinaryNumber_1011111 BinaryNumber_1011000 BinaryNumber_0000010 BinaryNumber_0011111
BinaryNumber_0000111 BinaryNumber_0011101 BinaryNumber_0011100 BinaryNumber_0000000 BinaryNumber_1011100 BinaryNumber_0001000 BinaryNumber_1011100 BinaryNumber_1100001 BinaryNumber_0101111 BinaryNumber_0101110
BinaryNumber_0110111 BinaryNumber_0011010 BinaryNumber_1000111 BinaryNumber_0111101 BinaryNumber_0000110 BinaryNumber_1000010 BinaryNumber_1001101 BinaryNumber_0000101 BinaryNumber_1001010 BinaryNumber_1010100
BinaryNumber_1000101 BinaryNumber_1000000 BinaryNumber_0001011 BinaryNumber_1000101 BinaryNumber_0111000 BinaryNumber_0110011 BinaryNumber_0100011 BinaryNumber_1000010 BinaryNumber_0010000 BinaryNumber_1011001
BinaryNumber_0000101 BinaryNumber_0111010 BinaryNumber_0110000 BinaryNumber_1001000 BinaryNumber_0011010 BinaryNumber_1000011 BinaryNumber_1100001 BinaryNumber_1000101 BinaryNumber_1000110 BinaryNumber_0011010
temperature__98c temperature__35c temperature__56c temperature__0c temperature__92c temperature__17c temperature__46c temperature__56c temperature__68c temperature__44c
temperature__92c temperature__90c temperature__0c temperature__88c temperature__79c temperature__16c temperature__95c temperature__41c temperature__50c temperature__112c
temperature__52c temperature__129c temperature__30c temperature__91c temperature__131c temperature__108c temperature__4c temperature__47c temperature__33c temperature__119c
temperature__131c temperature__130c temperature__79c temperature__57c temperature__140c temperature__92c temperature__12c temperature__130c temperature__130c temperature__132c
temperature__95c temperature__64c temperature__21c temperature__34c temperature__74c temperature__21c temperature__27c temperature__71c temperature__123c temperature__11c
temperature__44c temperature__122c temperature__147c temperature__57c temperature__86c temperature__84c temperature__137c temperature__73c temperature__8c temperature__131c
temperature__14c temperature__24c temperature__24c temperature__136c temperature__11c temperature__23c temperature__57c temperature__111c temperature__16c temperature__49c
temperature__142c temperature__69c temperature__111c temperature__26c temperature__42c temperature__100c temperature__93c temperature__31c temperature__147c temperature__148c
temperature__88c temperature__85c temperature__108c temperature__122c temperature__111c temperature__61c temperature__5c temperature__46c temperature__21c temperature__109c
temperature__71c temperature__28c temperature__122c temperature__148c temperature__68c temperature__49c temperature__24c temperature__42c temperature__86c temperature__65c
temperature__120c temperature__144c temperature__35c temperature__73c temperature__136c temperature__27c temperature__8c temperature__116c temperature__50c temperature__129c
