Purple MistyRose DarkGoldenrod Tomato LightSteelBlue Snow SeaGreen Firebrick Wheat MediumVioletRed
BinaryNumber_0101111 BinaryNumber_1001100 BinaryNumber_1100010 BinaryNumber_1000100 BinaryNumber_0001011 BinaryNumber_1001001 BinaryNumber_1001000 BinaryNumber_1001010 BinaryNumber_0110011 BinaryNumber_0111111
BinaryNumber_1011011 BinaryNumber_0111110 BinaryNumber_0110010 BinaryNumber_0001000 BinaryNumber_1001111 BinaryNumber_0011010 BinaryNumber_0000000 BinaryNumber_1010110 BinaryNumber_0110011 BinaryNumber_0110001
BinaryNumber_0011010 BinaryNumber_0000010 BinaryNumber_0110100 BinaryNumber_0011010 BinaryNumber_0111101 BinaryNumber_1011000 BinaryNumber_0010110 BinaryNumber_0111001 BinaryNumber_1000001 BinaryNumber_0110011
BinaryNumber_1001010 BinaryNumber_0010010 BinaryNumber_0101101 BinaryNumber_1001111 BinaryNumber_1000101 BinaryNumber_1010100 BinaryNumber_0011001 BinaryNumber_0100001 BinaryNumber_1011001 BinaryNumber_1100011
SquareNumber_144 SquareNumber_5929 SquareNumber_1681 SquareNumber_9604 SquareNumber_1600 SquareNumber_3364 SquareNumber_6400 SquareNumber_9216 SquareNumber_8281 SquareNumber_3136
SquareNumber_1764 SquareNumber_441 SquareNumber_196 SquareNumber_5184 SquareNumber_1849 SquareNumber_5776 SquareNumber_1024 SquareNumber_2304 SquareNumber_3136 SquareNumber_361
SquareNumber_1600 SquareNumber_6889 SquareNumber_7056 SquareNumber_7056 SquareNumber_900 SquareNumber_1764 SquareNumber_5929 SquareNumber_2209 SquareNumber_4624 SquareNumber_7921
SquareNumber_4225 SquareNumber_8100 SquareNumber_676 SquareNumber_961 SquareNumber_5184 SquareNumber_4225 SquareNumber_784 SquareNumber_10000 SquareNumber_9409 SquareNumber_1296
SquareNumber_3136 SquareNumber_5041 SquareNumber_49 SquareNumber_6724 SquareNumber_6724 SquareNumber_1369 SquareNumber_1849 SquareNumber_3721 SquareNumber_729 SquareNumber_900
SquareNumber_9409 SquareNumber_7225 SquareNumber_2116 SquareNumber_729 SquareNumber_961 SquareNumber_1444 SquareNumber_2025 SquareNumber_400 SquareNumber_36 SquareNumber_4489
SquareNumber_169 SquareNumber_7056 SquareNumber_361 SquareNumber_7056 SquareNumber_4900 SquareNumber_841 SquareNumber_5329 SquareNumber_625 SquareNumber_1600 SquareNumber_5625
SquareNumber_10000 SquareNumber_3721 SquareNumber_289 SquareNumber_529 SquareNumber_6400 SquareNumber_3844 SquareNumber_3721 SquareNumber_5184 SquareNumber_1156 SquareNumber_4356
SquareNumber_6889 SquareNumber_2304 SquareNumber_3844 SquareNumber_4624 SquareNumber_1764 SquareNumber_9025 SquareNumber_324 SquareNumber_10000 SquareNumber_784 SquareNumber_169
SquareNumber_2116 SquareNumber_7225 SquareNumber_3844 SquareNumber_2025 SquareNumber_121 SquareNumber_2209 SquareNumber_5041 SquareNumber_4096 SquareNumber_1296 SquareNumber_5329
SquareNumber_3364 SquareNumber_169 SquareNumber_5184 SquareNumber_49 SquareNumber_2809 SquareNumber_2401 SquareNumber_676 SquareNumber_2116 SquareNumber_4900 SquareNumber_8281
21:22 11:45 16:49 21:43 20:22 22:51 12:41 21:50 18:20 12:38
22:32 18:10 23:18 20:27 23:55 20:29 17:12 11:19 21:57 22:44
21:27 13:36 10:53 20:52 11:24 16:20 17:54 11:25 22:52 11:26
14:54 19:31 20:22 18:55 20:40 20:25 17:14 20:58 11:38 20:34
10:10 16:52 13:51 16:35 20:29 14:38 21:33 19:14 18:13 15:59
14:50 21:24 12:27 15:48 12:33 10:26 13:30 19:42 17:20 12:47
13:24 13:51 23:14 19:17 23:43 17:44 21:15 22:59 22:36 19:54
21:19 16:18 21:12 21:25 19:44 19:33 12:54 12:55 20:38 14:47
12:25 20:48 19:12 20:13 16:14 12:38 22:16 19:56 23:29 21:25
18:11 15:43 14:36 19:33 14:25 18:52 20:32 10:11 18:42 21:43
15:20 23:36 10:49 12:52 19:14 17:16 17:40 19:16 11:52 17:47
