PaleTurquoise DarkBlue Orange Purple Khaki LightSeaGreen PaleVioletRed CornflowerBlue Crimson MediumSpringGreen
temperature__118c temperature__70c temperature__28c temperature__82c temperature__44c temperature__23c temperature__36c temperature__74c temperature__140c temperature__7c
temperature__126c temperature__36c temperature__106c temperature__64c temperature__126c temperature__44c temperature__28c temperature__6c temperature__95c temperature__130c
temperature__36c temperature__106c temperature__59c temperature__30c temperature__98c temperature__23c temperature__126c temperature__95c temperature__74c temperature__50c
temperature__142c temperature__140c temperature__88c temperature__0c temperature__126c temperature__4c temperature__82c temperature__138c temperature__131c temperature__2c
temperature__71c temperature__109c temperature__130c temperature__132c temperature__132c temperature__21c temperature__82c temperature__56c temperature__73c temperature__148c
temperature__5c temperature__74c temperature__46c temperature__16c temperature__40c temperature__146c temperature__91c temperature__46c temperature__98c temperature__49c
temperature__122c temperature__144c temperature__49c temperature__141c temperature__105c temperature__41c temperature__129c temperature__132c temperature__112c temperature__93c
temperature__39c temperature__70c temperature__112c temperature__123c temperature__120c temperature__34c temperature__144c temperature__49c temperature__85c temperature__51c
temperature__30c temperature__31c temperature__35c temperature__64c temperature__130c temperature__88c temperature__17c temperature__22c temperature__137c temperature__68c
temperature__147c temperature__49c temperature__142c temperature__77c temperature__58c temperature__2c temperature__41c temperature__26c temperature__122c temperature__88c
temperature__49c temperature__129c temperature__87c temperature__142c temperature__73c temperature__50c temperature__27c temperature__47c temperature__137c temperature__7c
CubeNumber_328509 CubeNumber_328509 CubeNumber_2197 CubeNumber_729 CubeNumber_103823 CubeNumber_29791 CubeNumber_12167 CubeNumber_328509 CubeNumber_9261 CubeNumber_830584
CubeNumber_9261 CubeNumber_148877 CubeNumber_857375 CubeNumber_32768 CubeNumber_24389 CubeNumber_42875 CubeNumber_636056 CubeNumber_474552 CubeNumber_531441 CubeNumber_658503
CubeNumber_2197 CubeNumber_421875 CubeNumber_3375 CubeNumber_97336 CubeNumber_300763 CubeNumber_132651 CubeNumber_117649 CubeNumber_54872 CubeNumber_132651 CubeNumber_103823
CubeNumber_421875 CubeNumber_474552 CubeNumber_195112 CubeNumber_1728 CubeNumber_300763 CubeNumber_300763 CubeNumber_830584 CubeNumber_157464 CubeNumber_54872 CubeNumber_32768
CubeNumber_658503 CubeNumber_250047 CubeNumber_658503 CubeNumber_328509 CubeNumber_64 CubeNumber_195112 CubeNumber_357911 CubeNumber_884736 CubeNumber_125 CubeNumber_15625
CubeNumber_175616 CubeNumber_59319 CubeNumber_1331 CubeNumber_148877 CubeNumber_357911 CubeNumber_912673 CubeNumber_21952 CubeNumber_493039 CubeNumber_343 CubeNumber_592704
CubeNumber_493039 CubeNumber_68921 CubeNumber_140608 CubeNumber_274625 CubeNumber_216 CubeNumber_778688 CubeNumber_35937 CubeNumber_4913 CubeNumber_10648 CubeNumber_456533
CubeNumber_287496 CubeNumber_32768 CubeNumber_1728 CubeNumber_474552 CubeNumber_148877 CubeNumber_35937 CubeNumber_132651 CubeNumber_17576 CubeNumber_343 CubeNumber_148877
CubeNumber_205379 CubeNumber_132651 CubeNumber_300763 CubeNumber_175616 CubeNumber_4913 CubeNumber_474552 CubeNumber_636056 CubeNumber_592704 CubeNumber_10648 CubeNumber_148877
CubeNumber_238328 CubeNumber_140608 CubeNumber_804357 CubeNumber_103823 CubeNumber_3375 CubeNumber_148877 CubeNumber_778688 CubeNumber_512000 CubeNumber_778688 CubeNumber_778688
CubeNumber_830584 CubeNumber_357911 CubeNumber_125000 CubeNumber_405224 CubeNumber_884736 CubeNumber_68921 CubeNumber_421875 CubeNumber_205379 CubeNumber_912673 CubeNumber_438976
