SpringGreen BlanchedAlmond Navy PaleGreen DodgerBlue Turquoise Chocolate LightPink Aquamarine Seashell
BinaryNumber_0001101 BinaryNumber_1010001 BinaryNumber_1001111 BinaryNumber_1010111 BinaryNumber_1100001 BinaryNumber_1010001 BinaryNumber_0010001 BinaryNumber_0011011 BinaryNumber_0100110 BinaryNumber_0000010
BinaryNumber_1100000 BinaryNumber_0101010 BinaryNumber_0110001 BinaryNumber_1000010 BinaryNumber_0111111 BinaryNumber_1011001 BinaryNumber_1001100 BinaryNumber_1010110 BinaryNumber_0111101 BinaryNumber_0011110
BinaryNumber_0101111 BinaryNumber_0000110 BinaryNumber_0000000 BinaryNumber_0001000 BinaryNumber_1001010 BinaryNumber_0101101 BinaryNumber_0110111 BinaryNumber_0100011 BinaryNumber_0101011 BinaryNumber_0110000
BinaryNumber_0101110 BinaryNumber_0111011 BinaryNumber_1011101 BinaryNumber_0111000 BinaryNumber_0101110 BinaryNumber_0001101 BinaryNumber_0111100 BinaryNumber_0001101 BinaryNumber_0110010 BinaryNumber_0001000
BinaryNumber_0001011 BinaryNumber_0000011 BinaryNumber_1010010 BinaryNumber_1100010 BinaryNumber_0100000 BinaryNumber_1100010 BinaryNumber_0000010 BinaryNumber_0110100 BinaryNumber_1011111 BinaryNumber_0101010
BinaryNumber_0011101 BinaryNumber_1100010 BinaryNumber_0110110 BinaryNumber_0000101 BinaryNumber_0101010 BinaryNumber_0100001 BinaryNumber_1000000 BinaryNumber_0110001 BinaryNumber_1000110 BinaryNumber_0111001
BinaryNumber_0001011 BinaryNumber_1011101 BinaryNumber_1100000 BinaryNumber_1011011 BinaryNumber_1011010 BinaryNumber_1011010 BinaryNumber_0000101 BinaryNumber_1010100 BinaryNumber_0011110 BinaryNumber_0000001
BinaryNumber_0110100 BinaryNumber_0011000 BinaryNumber_0110100 BinaryNumber_0111011 BinaryNumber_0000001 BinaryNumber_0100001 BinaryNumber_0010111 BinaryNumber_1011101 BinaryNumber_1010000 BinaryNumber_0100010
cheese seafood seafood soup beef sushi chicken nutrient meat vegetable
beef soup restaurant meals meat plant milk sushi meals cheese
drinks nutrition milk chicken rice chicken meal soup milk animal
provender vegetable drinks chicken chicken pasta meat meal nutrient fruits vegetables
sushi meal restaurant drinks meat soup cheese meat milk milk
pasta eat pasta sushi cereal cooking soup fruits vegetables fruits vegetables seafood
milk nourishment chicken eat eat cheese provender beef nutrition beef
nutrition meals cheese nourishment beef pasta nutrient beef soup plant
rice cereal soup nutrient nourishment beef soup cooking meat soup
soup rice cooking beef animal nutrient chicken cheese meat victuals
nutrition animal animal meals milk nourishment soup rice nutrition meat
