culture triple-tongue lyrics tuning albums bpm recapitulation audio dynamics scale
PrimeNumber_199 PrimeNumber_251 PrimeNumber_31 PrimeNumber_19 PrimeNumber_23 PrimeNumber_401 PrimeNumber_401 PrimeNumber_61 PrimeNumber_83 PrimeNumber_47
PrimeNumber_283 PrimeNumber_359 PrimeNumber_317 PrimeNumber_229 PrimeNumber_401 PrimeNumber_191 PrimeNumber_257 PrimeNumber_331 PrimeNumber_71 PrimeNumber_193
PrimeNumber_229 PrimeNumber_383 PrimeNumber_43 PrimeNumber_41 PrimeNumber_457 PrimeNumber_223 PrimeNumber_53 PrimeNumber_229 PrimeNumber_379 PrimeNumber_229
PrimeNumber_241 PrimeNumber_191 PrimeNumber_151 PrimeNumber_467 PrimeNumber_3 PrimeNumber_443 PrimeNumber_29 PrimeNumber_181 PrimeNumber_7 PrimeNumber_191
PrimeNumber_2 PrimeNumber_163 PrimeNumber_461 PrimeNumber_317 PrimeNumber_379 PrimeNumber_359 PrimeNumber_541 PrimeNumber_11 PrimeNumber_97 PrimeNumber_349
PrimeNumber_373 PrimeNumber_151 PrimeNumber_509 PrimeNumber_173 PrimeNumber_283 PrimeNumber_3 PrimeNumber_269 PrimeNumber_397 PrimeNumber_23 PrimeNumber_137
confused lively real helpless zany mushy gleaming gentle adventurous bewildered
alert colorful handsome gentle faithful splendid terrible worried evil unusual
worrisome plain clean modern fair aggressive obedient frantic precious easy
thoughtful poised jealous kind tired anxious better jealous dead lucky
enthusiastic alert clumsy sore calm cruel bloody calm clean disgusted
black frantic vast ugly glamorous obedient good elated worried impossible
long wide-eyed ashamed happy frail jolly blue-eyed thoughtless eager blue
blushing blue gifted helpless concerned tough sleepy cruel ashamed famous
exuberant lovely sleepy cloudy creepy defeated worrisome light black lovely
dark attractive healthy anxious dull shy kind witty outstanding putrid
dark exuberant witty innocent precious outrageous defiant vast powerful zealous
shootings supernatural human story slay brutality war supernatural serial theft
noir war thriller shootings shoplift shoplift noir threats hijack jurisdiction
trafficking blackmail murder robbery cases crisis sin violence evidence corruption
incarceration conspiracy action shoplift legislature law crisis suspense sin rape
cybercrime psychological homeless gangster corruption illegal action drama thrillers guilty
drugs murder kill assault felony punitive offenders war kill criminals
arsons evidence statutory mob brutality story crisis gangsterism slayings lift
spy punitive cop criminality snitching transgression cases crime heist thriller
death investigation action vandalism shoplift transgression criminals pirate poverty crisis
supernatural homelessness murder snitching felony crime muggings abuse heist action
death offenders tort kill human shootings muggings rape skyjack legal
SquareNumber_1849 SquareNumber_49 SquareNumber_36 SquareNumber_49 SquareNumber_2025 SquareNumber_2116 SquareNumber_784 SquareNumber_5929 SquareNumber_3364 SquareNumber_2304
SquareNumber_4356 SquareNumber_1296 SquareNumber_2209 SquareNumber_169 SquareNumber_4761 SquareNumber_400 SquareNumber_144 SquareNumber_6400 SquareNumber_4096 SquareNumber_7744
SquareNumber_8836 SquareNumber_8281 SquareNumber_6561 SquareNumber_1936 SquareNumber_6889 SquareNumber_3025 SquareNumber_8836 SquareNumber_5476 SquareNumber_9801 SquareNumber_9216
SquareNumber_1681 SquareNumber_225 SquareNumber_5041 SquareNumber_10000 SquareNumber_8464 SquareNumber_9 SquareNumber_6241 SquareNumber_5184 SquareNumber_1296 SquareNumber_361
SquareNumber_9025 SquareNumber_289 SquareNumber_4900 SquareNumber_9801 SquareNumber_5476 SquareNumber_1024 SquareNumber_2209 SquareNumber_7056 SquareNumber_1521 SquareNumber_3249
SquareNumber_5041 SquareNumber_676 SquareNumber_100 SquareNumber_3969 SquareNumber_7744 SquareNumber_7744 SquareNumber_576 SquareNumber_8281 SquareNumber_5625 SquareNumber_6400
SquareNumber_8100 SquareNumber_3721 SquareNumber_4624 SquareNumber_2704 SquareNumber_784 SquareNumber_3844 SquareNumber_1024 SquareNumber_7056 SquareNumber_1225 SquareNumber_121
SquareNumber_16 SquareNumber_529 SquareNumber_1225 SquareNumber_576 SquareNumber_1296 SquareNumber_3844 SquareNumber_2401 SquareNumber_5476 SquareNumber_2916 SquareNumber_2116
SquareNumber_961 SquareNumber_5776 SquareNumber_1764 SquareNumber_9604 SquareNumber_1089 SquareNumber_5476 SquareNumber_64 SquareNumber_441 SquareNumber_529 SquareNumber_6241
SquareNumber_100 SquareNumber_9409 SquareNumber_729 SquareNumber_1600 SquareNumber_4 SquareNumber_1849 SquareNumber_169 SquareNumber_3364 SquareNumber_8649 SquareNumber_225
SquareNumber_9604 SquareNumber_4489 SquareNumber_5041 SquareNumber_1681 SquareNumber_8836 SquareNumber_7921 SquareNumber_4761 SquareNumber_7396 SquareNumber_3481 SquareNumber_2304
Blackcurrant Cloudberry Sapote Mango Fig Redcurrant Mulberry Feijoa Persimmon Clementine
Cherry Melon Jostaberry Redcurrant Prune Ackee Rambutan  Mulberry Pomegranate Plantain
Cashew Cantaloupe Satsuma Akebi Cloudberry Bilberry Orange Jujube Cherry Cantaloupe
Feijoa Akebi Huckleberry Akebi Boysenberry Ximenia Feijoa Nectarine Yuzu Cloudberry
Pear Jostaberry Pineapple Mangosteen Fig Plum Nectarine Ximenia Araza Gooseberry
Lemon Acerola Avocado Cempedak Jackfruit Coconut Cashew Nance Acerola Tamarillo
Date Canistel Pineberry Date Gooseberry Feijoa Acerola Melon Marionberry Gooseberry
Canistel Clementine Cantaloupe Satsuma Raspberry Date Cherry Nance Soursop Loquat
Salmonberry Lychee Currant Currant Kiwano Blackcurrant Tayberry Pineapple Banana Date
Salak Kumquat Clementine Yuzu Raisin Jackfruit Apricot Damson Guava Mango
Longan Tamarillo Banana Boysenberry Salmonberry Cantaloupe Salmonberry Pawpaw Apple Currant
