disgusted silly cute hurt unusual alert weary nice dead bloody
nourishment fruit fruit seafood seafood animal fruits vegetables fruits vegetables eat drinks
beef nutrition drinks sushi provender cheese meal restaurant plant nutrient
meal fruits vegetables nourishment cereal nutrient plant meat meat nutrient cereal
fruits vegetables milk edible chicken victuals milk rice milk sushi soup
plant cooking nourishment milk chicken milk meal nourishment pasta cereal
meal meal edible cooking meat restaurant meals chicken cheese edible
BinaryNumber_0011010 BinaryNumber_1001100 BinaryNumber_0001111 BinaryNumber_1010000 BinaryNumber_1000010 BinaryNumber_1000111 BinaryNumber_0110111 BinaryNumber_0111101 BinaryNumber_0000111 BinaryNumber_0011010
BinaryNumber_0001010 BinaryNumber_0000010 BinaryNumber_1000000 BinaryNumber_0100110 BinaryNumber_0010010 BinaryNumber_1010101 BinaryNumber_0000101 BinaryNumber_0111010 BinaryNumber_0000100 BinaryNumber_0100001
BinaryNumber_1000101 BinaryNumber_0100100 BinaryNumber_0000010 BinaryNumber_1010111 BinaryNumber_1011001 BinaryNumber_0001101 BinaryNumber_1010001 BinaryNumber_0111000 BinaryNumber_1001111 BinaryNumber_1000001
BinaryNumber_1010011 BinaryNumber_0111010 BinaryNumber_1001100 BinaryNumber_1010111 BinaryNumber_1011001 BinaryNumber_1010100 BinaryNumber_1000010 BinaryNumber_0100000 BinaryNumber_0110100 BinaryNumber_0001011
BinaryNumber_0010011 BinaryNumber_1011100 BinaryNumber_1011001 BinaryNumber_1100010 BinaryNumber_0110110 BinaryNumber_0101101 BinaryNumber_1000011 BinaryNumber_0110000 BinaryNumber_1011011 BinaryNumber_0001111
BinaryNumber_0011000 BinaryNumber_0110001 BinaryNumber_1011001 BinaryNumber_1000101 BinaryNumber_0100010 BinaryNumber_1011110 BinaryNumber_0100001 BinaryNumber_0111110 BinaryNumber_0011011 BinaryNumber_1010101
BinaryNumber_0010010 BinaryNumber_0101110 BinaryNumber_0010011 BinaryNumber_0011001 BinaryNumber_1100011 BinaryNumber_1001111 BinaryNumber_1011010 BinaryNumber_0110001 BinaryNumber_1001100 BinaryNumber_1011111
BinaryNumber_0110110 BinaryNumber_1010111 BinaryNumber_0010001 BinaryNumber_0010111 BinaryNumber_0110101 BinaryNumber_1011110 BinaryNumber_1011111 BinaryNumber_1000001 BinaryNumber_1100001 BinaryNumber_0110100
BinaryNumber_0101001 BinaryNumber_0100101 BinaryNumber_1100011 BinaryNumber_1000010 BinaryNumber_0001010 BinaryNumber_1100001 BinaryNumber_0101111 BinaryNumber_0000001 BinaryNumber_0011011 BinaryNumber_0010011
BinaryNumber_1001111 BinaryNumber_0010111 BinaryNumber_0100000 BinaryNumber_0111111 BinaryNumber_0010010 BinaryNumber_0011100 BinaryNumber_0101110 BinaryNumber_0010001 BinaryNumber_0010010 BinaryNumber_0000101
BinaryNumber_1001100 BinaryNumber_1011000 BinaryNumber_0101111 BinaryNumber_0011010 BinaryNumber_0110110 BinaryNumber_0011000 BinaryNumber_0000110 BinaryNumber_0101011 BinaryNumber_0011001 BinaryNumber_1010010
temperature__93c temperature__124c temperature__50c temperature__85c temperature__138c temperature__64c temperature__7c temperature__61c temperature__22c temperature__65c
temperature__105c temperature__42c temperature__106c temperature__139c temperature__90c temperature__136c temperature__26c temperature__46c temperature__57c temperature__105c
temperature__34c temperature__70c temperature__71c temperature__118c temperature__46c temperature__126c temperature__35c temperature__24c temperature__23c temperature__95c
temperature__144c temperature__74c temperature__7c temperature__22c temperature__59c temperature__39c temperature__88c temperature__98c temperature__86c temperature__82c
temperature__40c temperature__42c temperature__14c temperature__148c temperature__7c temperature__88c temperature__10c temperature__147c temperature__53c temperature__123c
temperature__28c temperature__5c temperature__6c temperature__144c temperature__3c temperature__70c temperature__119c temperature__24c temperature__50c temperature__51c
temperature__6c temperature__16c temperature__26c temperature__106c temperature__52c temperature__74c temperature__22c temperature__44c temperature__61c temperature__70c
temperature__4c temperature__4c temperature__86c temperature__93c temperature__109c temperature__28c temperature__4c temperature__54c temperature__144c temperature__5c
temperature__58c temperature__90c temperature__105c temperature__23c temperature__28c temperature__118c temperature__64c temperature__21c temperature__93c temperature__138c
temperature__23c temperature__26c temperature__132c temperature__106c temperature__12c temperature__33c temperature__137c temperature__108c temperature__124c temperature__129c
temperature__53c temperature__116c temperature__108c temperature__70c temperature__130c temperature__5c temperature__142c temperature__4c temperature__28c temperature__124c
LightGoldenrodYellow CornflowerBlue MediumVioletRed OliveDrab LightSteelBlue SkyBlue LightGoldenrod Brown Teal Silver
SlateGray Silver Honeydew Navy DodgerBlue SlateBlue SlateBlue DarkSeaGreen Azure FloralWhite
MediumOrchid Moccasin LightGreen Moccasin Gold MediumSlateBlue Honeydew LightSalmon Burlywood DarkSlateGray
Cornsilk Snow PaleVioletRed LightGoldenrodYellow SaddleBrown RosyBrown MintCream DarkCyan MediumBlue Gold
DarkSeaGreen Firebrick Azure LightSteelBlue LightPink Tomato DarkFuchsia Sienna Green Chartreuse
DarkSlateBlue LightSteelBlue VioletRed SkyBlue RosyBrown AliceBlue LawnGreen PaleGreen DodgerBlue Navy
FloralWhite DimGray Bisque Chartreuse DarkGray Firebrick Tan LightSalmon Cornsilk Firebrick
GreenYellow Feldspar Silver PaleGreen SandyBrown LimeGreen SaddleBrown LawnGreen Feldspar LemonChiffon
DarkSeaGreen LightSeaGreen LightSteelBlue DarkTurquoise SeaGreen DarkGray Feldspar MediumOrchid Honeydew Green
MidnightBlue DarkKhaki OldLace DarkFuchsia Ivory Green RoyalBlue DarkSeaGreen Orange DarkCyan
LightGreen Azure SeaGreen Orchid DarkGoldenrod PaleVioletRed MediumAquamarine DarkGreen Red Purple
