difficult awful lovely dark shiny worried wide-eyed amused helpful clean
SquareNumber_81 SquareNumber_8100 SquareNumber_676 SquareNumber_9025 SquareNumber_5184 SquareNumber_10000 SquareNumber_900 SquareNumber_7396 SquareNumber_7921 SquareNumber_5929
SquareNumber_484 SquareNumber_784 SquareNumber_4624 SquareNumber_10000 SquareNumber_16 SquareNumber_1444 SquareNumber_49 SquareNumber_1296 SquareNumber_1444 SquareNumber_441
SquareNumber_9025 SquareNumber_6889 SquareNumber_5929 SquareNumber_8281 SquareNumber_36 SquareNumber_729 SquareNumber_361 SquareNumber_4761 SquareNumber_4 SquareNumber_2304
SquareNumber_1936 SquareNumber_6724 SquareNumber_361 SquareNumber_784 SquareNumber_9801 SquareNumber_6241 SquareNumber_400 SquareNumber_196 SquareNumber_6889 SquareNumber_7744
SquareNumber_8464 SquareNumber_4489 SquareNumber_7396 SquareNumber_1444 SquareNumber_8100 SquareNumber_5184 SquareNumber_5184 SquareNumber_3600 SquareNumber_7921 SquareNumber_144
SquareNumber_400 SquareNumber_64 SquareNumber_3025 SquareNumber_9604 SquareNumber_169 SquareNumber_7921 SquareNumber_7396 SquareNumber_5625 SquareNumber_1089 SquareNumber_4624
SquareNumber_2401 SquareNumber_4356 SquareNumber_121 SquareNumber_324 SquareNumber_2809 SquareNumber_5476 SquareNumber_8100 SquareNumber_7396 SquareNumber_6241 SquareNumber_1089
SquareNumber_5929 SquareNumber_5329 SquareNumber_784 SquareNumber_196 SquareNumber_400 SquareNumber_1156 SquareNumber_6889 SquareNumber_2304 SquareNumber_8464 SquareNumber_3600
SquareNumber_4624 SquareNumber_529 SquareNumber_729 SquareNumber_841 SquareNumber_6889 SquareNumber_7744 SquareNumber_4761 SquareNumber_4489 SquareNumber_4 SquareNumber_169
SquareNumber_4 SquareNumber_900 SquareNumber_625 SquareNumber_3136 SquareNumber_9 SquareNumber_1225 SquareNumber_2916 SquareNumber_6724 SquareNumber_64 SquareNumber_3721
SquareNumber_10000 SquareNumber_7921 SquareNumber_25 SquareNumber_1600 SquareNumber_5184 SquareNumber_3600 SquareNumber_3844 SquareNumber_4356 SquareNumber_4761 SquareNumber_961
BinaryNumber_1001011 BinaryNumber_0011110 BinaryNumber_0010110 BinaryNumber_0100111 BinaryNumber_1001110 BinaryNumber_0010110 BinaryNumber_0010101 BinaryNumber_0111001 BinaryNumber_1001011 BinaryNumber_1001011
BinaryNumber_0111011 BinaryNumber_1000011 BinaryNumber_0100000 BinaryNumber_1010010 BinaryNumber_1010000 BinaryNumber_0111011 BinaryNumber_0001010 BinaryNumber_0010000 BinaryNumber_0100001 BinaryNumber_0000000
BinaryNumber_1000111 BinaryNumber_0011010 BinaryNumber_1001010 BinaryNumber_0111110 BinaryNumber_0000110 BinaryNumber_1011011 BinaryNumber_1001010 BinaryNumber_1010100 BinaryNumber_0011111 BinaryNumber_0110010
BinaryNumber_0010100 BinaryNumber_0011010 BinaryNumber_0100011 BinaryNumber_1000100 BinaryNumber_0110001 BinaryNumber_0001111 BinaryNumber_1011110 BinaryNumber_1001111 BinaryNumber_1001101 BinaryNumber_0100110
BinaryNumber_0100000 BinaryNumber_1001100 BinaryNumber_1000110 BinaryNumber_0001101 BinaryNumber_1010001 BinaryNumber_0001010 BinaryNumber_1010111 BinaryNumber_0000110 BinaryNumber_0010101 BinaryNumber_0010111
BinaryNumber_0001010 BinaryNumber_0101101 BinaryNumber_0001110 BinaryNumber_0101111 BinaryNumber_1000101 BinaryNumber_0011101 BinaryNumber_0010011 BinaryNumber_0010010 BinaryNumber_0000001 BinaryNumber_1000010
BinaryNumber_1011101 BinaryNumber_1100011 BinaryNumber_0001111 BinaryNumber_0011000 BinaryNumber_0110100 BinaryNumber_0001111 BinaryNumber_0000010 BinaryNumber_1000110 BinaryNumber_1011100 BinaryNumber_1001110
BinaryNumber_0001010 BinaryNumber_1010001 BinaryNumber_0111000 BinaryNumber_1011100 BinaryNumber_1100011 BinaryNumber_0010010 BinaryNumber_0110111 BinaryNumber_0010110 BinaryNumber_0010101 BinaryNumber_0110001
BinaryNumber_0010001 BinaryNumber_0010100 BinaryNumber_0010111 BinaryNumber_1010000 BinaryNumber_0110000 BinaryNumber_0001110 BinaryNumber_0001001 BinaryNumber_0010011 BinaryNumber_0111100 BinaryNumber_0100010
BinaryNumber_0000110 BinaryNumber_0010101 BinaryNumber_0110111 BinaryNumber_0000001 BinaryNumber_1001001 BinaryNumber_0100011 BinaryNumber_1010001 BinaryNumber_0111111 BinaryNumber_0000100 BinaryNumber_0000111
BinaryNumber_0010100 BinaryNumber_0000100 BinaryNumber_1011010 BinaryNumber_0100000 BinaryNumber_0011111 BinaryNumber_0011000 BinaryNumber_1000010 BinaryNumber_1010000 BinaryNumber_0011000 BinaryNumber_0010111
