songs record voice art music bass compositions flute single lyric concertize
bpm musicians recapitulation hymn studio percussion work clarion vocal sound
Thistle Teal DarkRed Violet NavajoWhite Olive DarkSeaGreen Cornsilk BlanchedAlmond DodgerBlue
Ivory DarkKhaki MistyRose DarkGray DarkSlateGray Bisque White Feldspar DarkSalmon DeepPink
Salmon LightSlateBlue CornflowerBlue Fuchsia DarkRed Yellow LightSlateBlue Gray GhostWhite DarkBlue
SeaGreen DarkKhaki SandyBrown Orchid DarkGray HotPink Aquamarine MediumSpringGreen WhiteSmoke DeepSkyBlue
Goldenrod Moccasin Gainsboro SteelBlue Tan LightGoldenrodYellow SaddleBrown Ivory LightGreen RosyBrown
DarkFuchsia Lavender PowderBlue MediumTurquoise CadetBlue Beige MediumSpringGreen Salmon LightGoldenrod DarkViolet
DarkGreen MediumAquamarine WhiteSmoke Navy DimGray LightSteelBlue Moccasin MidnightBlue MintCream RoyalBlue
DarkSalmon Gainsboro Violet Beige Thistle LimeGreen SandyBrown Firebrick DarkOliveGreen OrangeRed
MediumTurquoise OliveDrab MistyRose IndianRed LimeGreen Gainsboro Azure LawnGreen LawnGreen DeepPink
SteelBlue SlateBlue SlateGray PaleVioletRed OldLace PeachPuff SeaGreen LawnGreen MediumBlue MediumSpringGreen
Seashell Honeydew MediumAquamarine RoyalBlue Turquoise DimGray MediumOrchid Pink MediumPurple AntiqueWhite
