defeated concerned strange aggressive mysterious glamorous bloody good tender enchanting
RosyBrown Gainsboro PowderBlue Honeydew DarkGray PaleTurquoise MediumSpringGreen Wheat Chocolate SaddleBrown
DarkGreen Yellow DodgerBlue BlanchedAlmond LightSkyBlue Maroon DodgerBlue DarkGray LightGoldenrodYellow BlueViolet
Peru Coral PaleVioletRed Olive MediumVioletRed RoyalBlue GhostWhite Peru PaleGreen DarkGreen
LightSlateGray Moccasin AliceBlue SkyBlue MediumPurple RoyalBlue LightBlue Khaki Black MediumBlue
Crimson LightGoldenrod LightGoldenrodYellow OliveDrab Honeydew Khaki MediumSeaGreen WhiteSmoke DarkCyan MediumSpringGreen
OldLace Tan Olive HotPink Teal SpringGreen OliveDrab DarkKhaki DarkOrange White
Cyan DarkRed LimeGreen Sienna LavenderBlush PeachPuff Silver Chartreuse Beige PaleGreen
Seashell Brown MediumBlue DarkGreen Seashell SlateBlue Burlywood DodgerBlue DarkBlue BlanchedAlmond
serial incarceration assault arsons fraud racism poison bloodshed spy legislature
hijack offenses shootings murder homicide drugs offence threats blackmail lift
statutory suspense robbery homicides serial offenses psychological government trafficking offence
homicides abuse barratry snitching murder crisis law-breaking offenders hijack arsons
criminal suspense homelessness prostitution hijack psychological kill structuralism murders assault
criminal misdemeanor safety serial drugs heist victim shoplift robbery sentence
racism mafia arsons criminals cop country mob dark felony victim
cases spy noir offenses government drug country misdemeanour supernatural missing
offense blackmail revenge gang punishment prison story misdemeanour punishment highjack
threats accident prostitution assault war investigation noir poverty criminality muggings
homicides prison snitching kill robbery justice highjack homicide dark revenge
