band tabs concert euphony banjo concertise phone part concertize chord
MediumBlue SlateGray FloralWhite PapayaWhip Teal Burlywood DarkKhaki LightSlateBlue SkyBlue DarkGreen
Orange DarkOrchid VioletRed MediumTurquoise GreenYellow Moccasin MintCream Firebrick DarkSalmon Cyan
Maroon LightCoral NavajoWhite Violet LightGoldenrod MidnightBlue DimGray Aquamarine Beige Snow
MediumVioletRed Navy White Gold DarkCyan Moccasin Pink BlueViolet DeepSkyBlue MediumPurple
Blue VioletRed Black LightSlateGray Brown LightSeaGreen Black Bisque Cornsilk LightCoral
CadetBlue Honeydew MediumTurquoise MediumBlue MidnightBlue AntiqueWhite LimeGreen Gainsboro LightSeaGreen SandyBrown
HotPink Coral Navy DarkSalmon DarkGoldenrod Teal LimeGreen LightGray DarkSlateBlue Red
SeaGreen LightGreen RoyalBlue LightSlateGray Turquoise Peru LightGreen Bisque Beige RosyBrown
LightSeaGreen DarkSlateGray Feldspar DeepPink DarkBlue DarkFuchsia CornflowerBlue DarkCyan MintCream MediumTurquoise
DarkSlateBlue Snow AntiqueWhite Gold DarkOliveGreen PaleGreen AliceBlue Purple Lavender LightCyan
DarkViolet LightGray LightSkyBlue DarkGray FloralWhite DarkSalmon SpringGreen MediumSeaGreen LightPink SeaGreen
BinaryNumber_0110100 BinaryNumber_0110101 BinaryNumber_0001110 BinaryNumber_1001111 BinaryNumber_0010011 BinaryNumber_0011010 BinaryNumber_0001111 BinaryNumber_0100011 BinaryNumber_0010010 BinaryNumber_0000110
BinaryNumber_0001101 BinaryNumber_0000011 BinaryNumber_0010110 BinaryNumber_0101110 BinaryNumber_0000011 BinaryNumber_0000100 BinaryNumber_0100101 BinaryNumber_0101000 BinaryNumber_0110101 BinaryNumber_0100001
BinaryNumber_0110011 BinaryNumber_1001111 BinaryNumber_1000111 BinaryNumber_1001110 BinaryNumber_0111010 BinaryNumber_0101000 BinaryNumber_1011010 BinaryNumber_0111110 BinaryNumber_0011110 BinaryNumber_0010000
BinaryNumber_1010011 BinaryNumber_1100011 BinaryNumber_1000110 BinaryNumber_1010100 BinaryNumber_0110110 BinaryNumber_0100001 BinaryNumber_1011100 BinaryNumber_0111101 BinaryNumber_0101100 BinaryNumber_0000010
BinaryNumber_0000010 BinaryNumber_1011000 BinaryNumber_0111000 BinaryNumber_0011100 BinaryNumber_1100011 BinaryNumber_0110001 BinaryNumber_0000110 BinaryNumber_0010111 BinaryNumber_0101111 BinaryNumber_0001101
BinaryNumber_0000101 BinaryNumber_0100001 BinaryNumber_0011111 BinaryNumber_1011010 BinaryNumber_1010100 BinaryNumber_0100011 BinaryNumber_1010100 BinaryNumber_1100010 BinaryNumber_0101111 BinaryNumber_1100010
BinaryNumber_0001000 BinaryNumber_0101011 BinaryNumber_0101011 BinaryNumber_0101110 BinaryNumber_0010010 BinaryNumber_0110010 BinaryNumber_0011101 BinaryNumber_0111001 BinaryNumber_1100001 BinaryNumber_0110101
BinaryNumber_0010010 BinaryNumber_0110111 BinaryNumber_1100011 BinaryNumber_0010011 BinaryNumber_0011101 BinaryNumber_1001101 BinaryNumber_1011010 BinaryNumber_1010101 BinaryNumber_0011101 BinaryNumber_1010011
BinaryNumber_0111000 BinaryNumber_0100010 BinaryNumber_0110110 BinaryNumber_0000011 BinaryNumber_0000111 BinaryNumber_0101100 BinaryNumber_1001101 BinaryNumber_1010010 BinaryNumber_1000111 BinaryNumber_0000100
BinaryNumber_0011010 BinaryNumber_0000001 BinaryNumber_0100011 BinaryNumber_1001100 BinaryNumber_0011001 BinaryNumber_0111101 BinaryNumber_1001001 BinaryNumber_0010010 BinaryNumber_0100000 BinaryNumber_1100010
BinaryNumber_0001110 BinaryNumber_0110000 BinaryNumber_0111100 BinaryNumber_0001110 BinaryNumber_0100101 BinaryNumber_1000010 BinaryNumber_0101011 BinaryNumber_0101000 BinaryNumber_0101011 BinaryNumber_1000000
exuberant brave agreeable worrisome blue wrong sleepy distinct proud wide-eyed
disturbed scary anxious selfish handsome jealous brainy odd smiling annoying
disturbed easy plain powerful cloudy filthy thankful zany relieved relieved
blue-eyed terrible lively clumsy unsightly defeated fancy obedient nice outstanding
wrong expensive alert anxious awful grieving lovely selfish confused shiny
nutty zealous bright adventurous prickly kind talented inquisitive beautiful selfish
helpless cute important disturbed frightened doubtful upset obnoxious frail disturbed
gleaming weary homely cute evil dangerous clever determined tasty adventurous
repulsive pleasant troubled worrisome putrid busy busy envious angry friendly
wicked fine cloudy helpful outstanding mushy mushy brainy adventurous aggressive
fragile healthy clean clean worried fair fancy dark homely outrageous
