nasty bad puzzled shy successful lovely poised calm ugliest old-fashioned
Plum LightSlateBlue Coral BlueViolet MediumBlue Brown Maroon GreenYellow Indigo Cyan
23:30 14:31 20:47 11:36 22:23 13:44 14:26 13:38 20:26 16:12
23:17 21:14 20:53 15:12 16:21 18:33 17:25 23:39 21:40 22:59
17:23 16:29 14:17 13:42 20:49 17:39 13:42 22:58 23:29 19:46
21:37 10:27 21:30 13:34 16:20 21:23 22:21 17:28 14:49 10:42
19:56 13:32 12:11 19:19 23:28 14:56 13:34 22:17 14:33 22:11
22:20 10:57 12:35 14:26 20:35 14:44 17:15 12:16 12:34 21:49
20:25 15:18 19:28 12:33 11:33 14:29 23:11 15:24 23:11 15:36
13:30 18:34 20:31 19:35 20:36 19:21 12:35 18:45 11:17 12:12
10:25 10:40 23:15 13:50 23:58 15:10 15:43 17:10 18:53 11:28
15:35 18:24 14:37 22:56 23:38 22:39 16:53 12:27 11:23 19:48
12:54 15:10 23:17 16:51 11:23 11:53 14:35 20:46 21:37 12:45
BinaryNumber_1100011 BinaryNumber_0010110 BinaryNumber_1011101 BinaryNumber_1010011 BinaryNumber_1010111 BinaryNumber_1011000 BinaryNumber_0010011 BinaryNumber_0000101 BinaryNumber_0010001 BinaryNumber_0000110
BinaryNumber_0011100 BinaryNumber_0110000 BinaryNumber_1001111 BinaryNumber_0010101 BinaryNumber_0101000 BinaryNumber_0011101 BinaryNumber_0111001 BinaryNumber_0010001 BinaryNumber_1010111 BinaryNumber_0000111
BinaryNumber_0110101 BinaryNumber_1001011 BinaryNumber_0110011 BinaryNumber_1010101 BinaryNumber_1100000 BinaryNumber_0010110 BinaryNumber_0000000 BinaryNumber_0101110 BinaryNumber_0111000 BinaryNumber_0100000
BinaryNumber_0100110 BinaryNumber_0010111 BinaryNumber_0000001 BinaryNumber_0001000 BinaryNumber_0001111 BinaryNumber_0010110 BinaryNumber_0101110 BinaryNumber_0110101 BinaryNumber_1010000 BinaryNumber_0111110
BinaryNumber_1010011 BinaryNumber_0000010 BinaryNumber_0101001 BinaryNumber_1001011 BinaryNumber_1010000 BinaryNumber_1001000 BinaryNumber_0010011 BinaryNumber_0001111 BinaryNumber_0001011 BinaryNumber_1000011
BinaryNumber_1010110 BinaryNumber_0101001 BinaryNumber_0111010 BinaryNumber_1001001 BinaryNumber_0011111 BinaryNumber_0001001 BinaryNumber_0100000 BinaryNumber_0110111 BinaryNumber_0010011 BinaryNumber_0100000
BinaryNumber_0001101 BinaryNumber_0000001 BinaryNumber_1010000 BinaryNumber_0000010 BinaryNumber_1001000 BinaryNumber_1010100 BinaryNumber_1001000 BinaryNumber_0101101 BinaryNumber_1000100 BinaryNumber_1100010
BinaryNumber_1000000 BinaryNumber_0011100 BinaryNumber_0001110 BinaryNumber_1010101 BinaryNumber_0010111 BinaryNumber_0010100 BinaryNumber_0110010 BinaryNumber_1001000 BinaryNumber_1001111 BinaryNumber_1001001
BinaryNumber_1011010 BinaryNumber_1010011 BinaryNumber_0111011 BinaryNumber_0010000 BinaryNumber_0001111 BinaryNumber_0111101 BinaryNumber_0011010 BinaryNumber_0001011 BinaryNumber_1011011 BinaryNumber_0110011
BinaryNumber_0101110 BinaryNumber_0100001 BinaryNumber_0010011 BinaryNumber_1011110 BinaryNumber_0000100 BinaryNumber_0101000 BinaryNumber_0000110 BinaryNumber_0111101 BinaryNumber_0010100 BinaryNumber_0000001
BinaryNumber_0010101 BinaryNumber_0000100 BinaryNumber_1010000 BinaryNumber_1000111 BinaryNumber_1100000 BinaryNumber_0011101 BinaryNumber_0010110 BinaryNumber_1000011 BinaryNumber_1100001 BinaryNumber_0011001
Grapefruit Cashew Passionfruit Rambutan  Durian Watermelon Salmonberry Banana Lime Gooseberry
Raisin Persimmon Loganberry Sapote Yuzu Lime Acerola Redcurrant Breadfruit Rambutan 
Boysenberry Kumquat Grape Nance Pineberry Canistel Sapote Açaí Cranberry Cantaloupe
Salmonberry Loquat Cashew Raisin Feijoa Sapote Strawberry Quince Abiu Marionberry
Pineapple Passionfruit Jackfruit Loganberry Blackberry Nance Abiu Ackee Raspberry Mulberry
Damson Kiwifruit Canistel Guava Pawpaw Apple Lulo Elderberry Date Loganberry
Melon Ackee Cantaloupe Jostaberry Orange Salak Grapefruit Longan Kiwano Strawberry
Breadfruit Grapefruit Melon Kiwano Canistel Fig Elderberry Canistel Blackcurrant Araza
Jackfruit Durian Passionfruit Breadfruit Jujube Currant Acerola Durian Satsuma Papaya
Kiwifruit Ximenia Quince Papaya Guava Coconut Ackee Damson Lemon Breadfruit
Loquat Redcurrant Pear Raspberry Marionberry Breadfruit Lemon Tamarillo Orange Raspberry
regime tarnish endorsement plagiarism mendacity demagogue allegation tainted recrimination mendacity
prestidigitation incident opportunist impunity incident plagiarism acolyte reckless coterie malfeasance
solicit unethical intimidation unsavory partial denigrate unsavory obscure plutocracy tainted
parry endorsement tainted fray scapegoat authoritarian regime scapegoat tainted mercurial
bamboozle proxy retaliation plagiarism deflect denigrate revelation bribe lobby infringement
alliance mercurial deflect bamboozle fray extortion rebut endorsement hypocrisy denigrate
coercion obscure extortion acolyte debacle onerous opportunist empire alliance endorsement
saga deny coterie mendacity infringement deflect unethical opportunist infringement saga
scandalous recrimination resignation onerous manipulate deny accusation acolyte defamation partial
covert scandalous reputation unsavory tarnish parry prestidigitation allegation proxy denigrate
ignorant hypocrisy engagement regime lobby infringement fiasco endorsement engagement infringement
