motionless calm innocent hungry attractive pleasant amused cloudy itchy putrid
temperature__49c temperature__59c temperature__47c temperature__98c temperature__91c temperature__111c temperature__147c temperature__46c temperature__54c temperature__129c
temperature__35c temperature__84c temperature__16c temperature__147c temperature__36c temperature__59c temperature__4c temperature__22c temperature__21c temperature__71c
temperature__16c temperature__147c temperature__78c temperature__58c temperature__14c temperature__42c temperature__112c temperature__31c temperature__34c temperature__6c
temperature__129c temperature__144c temperature__82c temperature__85c temperature__49c temperature__8c temperature__85c temperature__64c temperature__33c temperature__46c
temperature__42c temperature__4c temperature__120c temperature__90c temperature__82c temperature__44c temperature__139c temperature__61c temperature__118c temperature__22c
temperature__100c temperature__141c temperature__136c temperature__44c temperature__148c temperature__120c temperature__49c temperature__58c temperature__57c temperature__142c
temperature__131c temperature__71c temperature__137c temperature__44c temperature__84c temperature__85c temperature__4c temperature__95c temperature__77c temperature__47c
temperature__51c temperature__64c temperature__65c temperature__39c temperature__100c temperature__41c temperature__47c temperature__30c temperature__57c temperature__69c
Beige Moccasin HotPink Honeydew BlanchedAlmond SeaGreen LightGray Moccasin DarkViolet Orange
BlueViolet Orchid Beige SkyBlue Salmon Khaki MintCream DarkGoldenrod Coral Khaki
Turquoise WhiteSmoke SpringGreen AliceBlue Thistle Gold Goldenrod Gainsboro Blue Navy
DarkSalmon SkyBlue PaleVioletRed Tomato Lavender PaleVioletRed PaleGreen LightSalmon LightGray IndianRed
SpringGreen Olive Blue Salmon DarkCyan LightSeaGreen Brown CadetBlue MediumSpringGreen OliveDrab
PapayaWhip Green OrangeRed Black DarkOrchid Firebrick LavenderBlush MediumPurple Khaki SkyBlue
BlanchedAlmond OliveDrab Orange DarkBlue LightSkyBlue Beige Silver Beige Gainsboro MediumVioletRed
DimGray MediumSeaGreen AntiqueWhite MediumSlateBlue DeepSkyBlue Orchid DarkFuchsia Aquamarine DarkGoldenrod LawnGreen
Orchid MediumVioletRed Olive DarkSalmon MediumPurple DarkOliveGreen Cornsilk LightSalmon PaleTurquoise Seashell
MediumPurple Goldenrod Linen Feldspar MediumSlateBlue MidnightBlue White Blue PowderBlue Cornsilk
Honeydew LightGreen Blue Chartreuse Tan MidnightBlue Cornsilk Seashell Wheat Firebrick
benefit plagiarism infringement claim plutocracy tainted sloth parry deficit tycoon
acolyte accusation lobby reckless temptation acolyte plutocracy corruption infringement intimidation
retaliation debacle deny sloth covert proxy embezzlement deny deception deficit
plutocracy laconic allegation feud influence unsavory feud collaboration regime opportunist
extortion laconic regime reckless subterfuge illegal deny scapegoat extortion recrimination
assail deny dictatorship alliance fiasco chicanery assail empire subterfuge reckless
sloth covert mendacity tarnish illegal coterie illicit acolyte unsavory mercurial
ignorant tycoon empire massive conceal extortion tainted benefit deny integrity
tarnish hypocrisy embezzlement career extortion patriarchy career alliance deny patronage
corruption integrity cadre extortion covert reputation demagogue debacle accusation deflect
assail tainted ignorant illegal massive scapegoat deception saga privilege plagiarism
