gentle wicked enchanting bloody horrible powerful real selfish obedient cautious
BinaryNumber_1001000 BinaryNumber_1010100 BinaryNumber_1010010 BinaryNumber_0001100 BinaryNumber_0001110 BinaryNumber_0000011 BinaryNumber_0101101 BinaryNumber_0110101 BinaryNumber_0110010 BinaryNumber_1001101
BinaryNumber_0010010 BinaryNumber_1011100 BinaryNumber_0010000 BinaryNumber_0001010 BinaryNumber_0111100 BinaryNumber_0111010 BinaryNumber_0010101 BinaryNumber_0101001 BinaryNumber_0101110 BinaryNumber_0100000
BinaryNumber_0111011 BinaryNumber_0101111 BinaryNumber_0111100 BinaryNumber_1001100 BinaryNumber_0010110 BinaryNumber_1001100 BinaryNumber_0101010 BinaryNumber_0100000 BinaryNumber_0011011 BinaryNumber_0100000
BinaryNumber_0100100 BinaryNumber_1001100 BinaryNumber_0001001 BinaryNumber_1010010 BinaryNumber_1000110 BinaryNumber_1010111 BinaryNumber_0000101 BinaryNumber_0110000 BinaryNumber_0001100 BinaryNumber_0010010
SquareNumber_4 SquareNumber_100 SquareNumber_4489 SquareNumber_6084 SquareNumber_2116 SquareNumber_729 SquareNumber_169 SquareNumber_7225 SquareNumber_7744 SquareNumber_2025
SquareNumber_1369 SquareNumber_784 SquareNumber_1225 SquareNumber_9 SquareNumber_7921 SquareNumber_841 SquareNumber_4096 SquareNumber_9025 SquareNumber_3844 SquareNumber_100
SquareNumber_5184 SquareNumber_8836 SquareNumber_8649 SquareNumber_4225 SquareNumber_7569 SquareNumber_289 SquareNumber_4761 SquareNumber_2401 SquareNumber_3481 SquareNumber_1521
SquareNumber_2401 SquareNumber_8281 SquareNumber_1681 SquareNumber_961 SquareNumber_5929 SquareNumber_1156 SquareNumber_100 SquareNumber_8649 SquareNumber_361 SquareNumber_1156
SquareNumber_81 SquareNumber_4 SquareNumber_4624 SquareNumber_8836 SquareNumber_6889 SquareNumber_10000 SquareNumber_7744 SquareNumber_6400 SquareNumber_6561 SquareNumber_9216
SquareNumber_9801 SquareNumber_6889 SquareNumber_5625 SquareNumber_2500 SquareNumber_4 SquareNumber_8281 SquareNumber_169 SquareNumber_1600 SquareNumber_2116 SquareNumber_900
SquareNumber_676 SquareNumber_256 SquareNumber_361 SquareNumber_121 SquareNumber_16 SquareNumber_2809 SquareNumber_7225 SquareNumber_7921 SquareNumber_6561 SquareNumber_9216
SquareNumber_576 SquareNumber_2401 SquareNumber_729 SquareNumber_5329 SquareNumber_529 SquareNumber_7396 SquareNumber_7744 SquareNumber_1225 SquareNumber_3600 SquareNumber_5184
SquareNumber_8100 SquareNumber_5625 SquareNumber_1849 SquareNumber_676 SquareNumber_576 SquareNumber_441 SquareNumber_196 SquareNumber_4096 SquareNumber_1296 SquareNumber_4761
SquareNumber_256 SquareNumber_100 SquareNumber_3364 SquareNumber_7396 SquareNumber_529 SquareNumber_5929 SquareNumber_5329 SquareNumber_8281 SquareNumber_441 SquareNumber_1369
SquareNumber_4624 SquareNumber_8464 SquareNumber_1369 SquareNumber_6561 SquareNumber_4096 SquareNumber_5625 SquareNumber_784 SquareNumber_7225 SquareNumber_6084 SquareNumber_9216
CubeNumber_226981 CubeNumber_68921 CubeNumber_54872 CubeNumber_19683 CubeNumber_46656 CubeNumber_571787 CubeNumber_512000 CubeNumber_19683 CubeNumber_103823 CubeNumber_148877
CubeNumber_13824 CubeNumber_29791 CubeNumber_512 CubeNumber_4096 CubeNumber_27 CubeNumber_2744 CubeNumber_35937 CubeNumber_238328 CubeNumber_438976 CubeNumber_373248
CubeNumber_46656 CubeNumber_4913 CubeNumber_704969 CubeNumber_373248 CubeNumber_857375 CubeNumber_132651 CubeNumber_8000 CubeNumber_12167 CubeNumber_274625 CubeNumber_68921
CubeNumber_27 CubeNumber_117649 CubeNumber_250047 CubeNumber_24389 CubeNumber_15625 CubeNumber_13824 CubeNumber_250047 CubeNumber_205379 CubeNumber_15625 CubeNumber_512000
CubeNumber_68921 CubeNumber_132651 CubeNumber_85184 CubeNumber_166375 CubeNumber_110592 CubeNumber_238328 CubeNumber_405224 CubeNumber_493039 CubeNumber_140608 CubeNumber_1331
CubeNumber_10648 CubeNumber_12167 CubeNumber_216 CubeNumber_1331 CubeNumber_941192 CubeNumber_68921 CubeNumber_140608 CubeNumber_704969 CubeNumber_166375 CubeNumber_15625
CubeNumber_64000 CubeNumber_6859 CubeNumber_35937 CubeNumber_185193 CubeNumber_456533 CubeNumber_4913 CubeNumber_64 CubeNumber_681472 CubeNumber_46656 CubeNumber_941192
CubeNumber_357911 CubeNumber_10648 CubeNumber_4913 CubeNumber_343 CubeNumber_1728 CubeNumber_314432 CubeNumber_32768 CubeNumber_148877 CubeNumber_3375 CubeNumber_13824
CubeNumber_389017 CubeNumber_226981 CubeNumber_778688 CubeNumber_729 CubeNumber_17576 CubeNumber_592704 CubeNumber_175616 CubeNumber_531441 CubeNumber_389017 CubeNumber_216000
CubeNumber_205379 CubeNumber_238328 CubeNumber_85184 CubeNumber_1331 CubeNumber_185193 CubeNumber_8000 CubeNumber_636056 CubeNumber_4096 CubeNumber_35937 CubeNumber_531441
CubeNumber_8 CubeNumber_658503 CubeNumber_117649 CubeNumber_74088 CubeNumber_373248 CubeNumber_830584 CubeNumber_175616 CubeNumber_300763 CubeNumber_753571 CubeNumber_551368
PrimeNumber_509 PrimeNumber_421 PrimeNumber_541 PrimeNumber_193 PrimeNumber_433 PrimeNumber_337 PrimeNumber_251 PrimeNumber_181 PrimeNumber_331 PrimeNumber_433
PrimeNumber_181 PrimeNumber_181 PrimeNumber_307 PrimeNumber_457 PrimeNumber_167 PrimeNumber_181 PrimeNumber_5 PrimeNumber_89 PrimeNumber_271 PrimeNumber_463
PrimeNumber_349 PrimeNumber_2 PrimeNumber_2 PrimeNumber_113 PrimeNumber_293 PrimeNumber_283 PrimeNumber_29 PrimeNumber_313 PrimeNumber_41 PrimeNumber_467
PrimeNumber_83 PrimeNumber_71 PrimeNumber_47 PrimeNumber_41 PrimeNumber_79 PrimeNumber_61 PrimeNumber_23 PrimeNumber_131 PrimeNumber_293 PrimeNumber_5
PrimeNumber_37 PrimeNumber_131 PrimeNumber_421 PrimeNumber_307 PrimeNumber_439 PrimeNumber_11 PrimeNumber_37 PrimeNumber_431 PrimeNumber_199 PrimeNumber_521
PrimeNumber_37 PrimeNumber_59 PrimeNumber_109 PrimeNumber_73 PrimeNumber_389 PrimeNumber_7 PrimeNumber_337 PrimeNumber_367 PrimeNumber_443 PrimeNumber_239
PrimeNumber_31 PrimeNumber_11 PrimeNumber_373 PrimeNumber_199 PrimeNumber_103 PrimeNumber_359 PrimeNumber_17 PrimeNumber_443 PrimeNumber_419 PrimeNumber_521
PrimeNumber_433 PrimeNumber_487 PrimeNumber_211 PrimeNumber_239 PrimeNumber_311 PrimeNumber_491 PrimeNumber_19 PrimeNumber_79 PrimeNumber_233 PrimeNumber_37
PrimeNumber_401 PrimeNumber_7 PrimeNumber_401 PrimeNumber_137 PrimeNumber_151 PrimeNumber_3 PrimeNumber_491 PrimeNumber_97 PrimeNumber_107 PrimeNumber_131
PrimeNumber_191 PrimeNumber_499 PrimeNumber_283 PrimeNumber_139 PrimeNumber_83 PrimeNumber_89 PrimeNumber_97 PrimeNumber_317 PrimeNumber_79 PrimeNumber_487
PrimeNumber_547 PrimeNumber_97 PrimeNumber_397 PrimeNumber_277 PrimeNumber_257 PrimeNumber_3 PrimeNumber_359 PrimeNumber_223 PrimeNumber_113 PrimeNumber_379
