VioletRed Cornsilk Gray MistyRose DeepPink PaleGreen Snow DarkGoldenrod MediumSeaGreen OliveDrab
BinaryNumber_0001000 BinaryNumber_0100111 BinaryNumber_1000111 BinaryNumber_0010100 BinaryNumber_0010011 BinaryNumber_1100011 BinaryNumber_0010001 BinaryNumber_1011101 BinaryNumber_1001111 BinaryNumber_0011011
punishment safety accident sentence evidence suspense snitching cases safety noir
drama evidence death murders gangsterism robbery serial criminal accident threats
corruption muggings cybercrime murders suspense mystery victim offence statutory smuggle
shootings gang theft bloodshed gangs transgression robbery conspiracy police snitching
gangsterism heist offense assault conspiracy sin safety prison mob investigation
offenses transgression trial suspense psychological sin gangster threats offenses shootings
homeless sin action political heist cop vandalism massacre victim brutality
unsolved thriller war thrillers crime gangsterism barratry political story tort
snitching threats gun evidence poverty abuse punishment blackmail kill prison
criminality theft kill legislature forensic liberty trial liberty bloodshed shootings
criminality poison offense cases pirate conspiracy drugs unsolved supernatural mob
